GPE,count
Haker,1
Rīga vecs,1
Pēterburga līdz,1
Inda,1
Novorossisku,1
Dierya,1
aprite,1
Maroka Malste,1
Ērgele,1
nākt,1
Maroka Keisers,1
Vissur,1
Vidzeme,1
Malakova,1
Zardinija sala,1
Vā,1
Jēkabstatte,1
Ģēlpils apriņķis,1
Eipatoriu,1
Vladivire,1
Ukaite,1
Neva,1
Avrika,1
Kandama,1
Kandaroas pagasts,1
Aizdzirre pagasts,1
Zkola,1
viendien,1
Miuus Rīga,1
Šmārde muiža,1
Indijanerecm Amerika,1
Oviete pagasts,1
Blīga,1
Ikšķile,1
Taganroga,1
viens,1
Reneberk pagasts,1
Drenburga,1
trešdien,1
Grobiņa apriņķis,1
Bramberģe fr. Vagner,1
Gruapukis,1
saMas Mirtve,1
Leišus,1
Merc,1
palangāt,1
Marc Kalāc,1
Prlchš,1
Ropašs,1
Kretlings,1
Venediga,1
Kalcta pagasts,1
Karlsrūes,1
29. Merci,1
Diš-Gramsde,1
janvāris,1
Asiu,1
Bakčiseraja,1
atmaksa,1
Ēstrcika,1
13. Maija,1
šeitmcn,1
Parma,1
vīns,1
birģeris,1
Ziemeļ ' Amerikaners,1
Kapuča,1
Meks,1
Meka pilsēta,1
Minsku,1
līgo,1
Sēlpils pagasts,1
Dunalka,1
advente,1
Zeaborga,1
Madride,1
Makao,1
Vitņs,1
Rustcuka,1
Trieste,1
Medemrode pagasts,1
Valenca,1
Dan,1
Zardinjers valsts,1
Rarotonga,1
Vietalva,1
Ģprančs,1
Londone,1
iegrimt,1
Ivts,1
Barrot,1
četri,1
Rēmela,1
Olenders,1
Kroņaaurumuiža pagasts,1
Pērse,1
iemstāties,1
Dubna,1
Zibirias osta,1
kristies,1
Krote pagasts,1
Rustcuks,1
Ersurte,1
Indriķis,1
Āma valsts,1
aprīlis,1
Ugālcs pagasts,1
Nuccama pagasts,1
Viņpus6 Daugava,1
Roja,1
Asors sala,1
Straupe,1
Eņlante,1
25. Jūlī,1
Tauriaķ,1
tirgus,1
Tukume,1
Mas-Gramsde pagasts,1
Asija,1
jūklis,1
Bauske,1
Nūme pagasts,1
Mikels,1
Kuba,1
Kostarika,1
Zauka,1
Cndija,1
Lorettus,1
Ziamiešs,1
Plāņi,1
čakli,1
Bordoes,1
pote,1
Indias sala,1
4. novembris,1
Alackire,1
maksāt,1
Vilande,1
Zante,1
Plāņi pagasts,1
Ārijus,1
Grenči,1
Meics,1
Lisiass,1
Leišbs,1
Celmenieks,1
Riepolta,1
Krāņaaurumuiža pagasts,1
Znikere pagasts,1
baks,1
parlaments,1
Zibiria,1
burtnieks,1
Kalkutts,1
pūne pagasts,1
Zemīte,1
Portugišs,1
pāvests Roma,1
Dignāja,1
Šlossberģas,1
jūnijs Jelgava,1
10. Januaris,1
Stelpe,1
Rīaas Jūrmala,1
Maršama,1
Kemere,1
Jelgcnvs,1
Zusseija pagasts,1
Zubats,1
Zinderiela,1
Ilļuksies,1
IO,1
Duudanga,1
Zecce,1
Zuunakste,1
Dignaje,1
Krīcburga,1
Pleska,1
Nerrete,1
Irkucka,1
Kamčatks,1
pers,1
Kroua-Vlrcama pagasts,1
Beļģija,1
23. Jūnis,1
Dalbe,1
soms,1
19. maijs,1
Dietvs,1
marts,1
Carskoje,1
Bauslas,1
Cerraukstcs pagasts,1
nēģeris,1
Jaun-Auce pagasts,1
11. Januaris,1
Mēmele,1
Mai,1
Stra Nov.,1
Hamburger,1
Indija Eņlenders,1
Ērģme,1
Jkšķiles pagasts,1
Tranķebars,1
Diķele pagasts,1
Palamkottu,1
Oloneca,1
tverties,1
Rūno,1
Reice,1
prūsis dzimt,1
Derbi,1
tauta,1
pāvests,1
Tornukalna,1
Cev,1
Capane valsts,1
Algin,1
gans,1
alelujā,1
Ualane,1
Marselji,1
Ģveaborgs,1
igaunis Jūrmala,1
Ārensburga,1
Allunana,1
paplāt pagasts,1
Kciseriska,1
Jelgatvs,1
Barbadoes sala,1
Jamaika,1
mācīties,1
Mogilev,1
Tanms sala,1
Malamša,1
ķēniņiene,1
Kurda,1
Ģcrtrūde,1
Indija mē,1
tn,1
Gājnšs,1
Zstons,1
Dinaburga,1
kronis,1
zelts,1
Karlsrū,1
Veyrich Rīga,1
Šmīci,1
Bromberga,1
Kalcenaroas,1
apdziedāt,1
Maljei,1
Drēsdene,1
a. pagasts,1
Miķeļos,1
aust,1
Prieks6,1
Maroka valsts,1
28. Jūlī,1
V56,1
Visspirmak,1
Marder,1
Maltiņš,1
Cēre,1
minēt valsts,1
Āne,1
Baijers,1
Zakšs,1
prūsis Kēniņs,1
Zūru,1
Cša aug.,1
Eirops,1
Marreja,1
turks Zultāns,1
karš,1
Ittts,1
Kalmiķs,1
Marna,1
Nītaure,1
Perikope,1
Tsckornaja,1
Zibirijs,1
Pikite,1
Gramsde,1
14.,1
Dviete pagasts,1
pasts,1
Krimulda,1
Bauska muiža,1
Ķeisers,1
Malmara apriņķis,1
Tukuma,1
Zieme Amerika,1
Zurss,1
Landags,1
Kandava apriņķis,1
akli,1
Pils,1
Krievzeme,1
Golgāts,1
miga,1
Ķamčatks miņpuss,1
Kočis pilsēta,1
Ninģpa,1
7. Jūlī,1
mēs,1
viss sams pagasts,1
Jlzemuiža pagasts,1
Ziksna,1
puisēns,1
Rīga taī 7. Vebruaris,1
prūsis Klaipēds,1
decembris,1
Kočima,1
Marre,1
Duudanga pagasts,1
Kantson pagasts,1
Prnhšs,1
Palangs,1
Ioks,1
Vassara,1
Mormsi,1
vecs,1
Dobele māc. Bock,1
Murtigure,1
Grievalde pagasts,1
15. Vebruars,1
mēs valsts,1
milna,1
postīt,1
Jerusaleme,1
Zūrcs pagasts,1
Znhrcs pagasts,1
rio dc Janeiro,1
Dunava,1
maks,1
lielkungs,1
latvis,1
Rīga taī 3. oktobris,1
Bīriņi,1
Kricburga,1
Janišķs Leišs,1
valoda novads,1
Elķišks,1
Decembcr,1
24. Novemberis,1
Emburga pilsēta,1
Berliui,1
trekns,1
ukrainis zeme,1
Ģp,1
Asiii,1
Jurrburgs,1
panēmušāt,1
Milce pagasts,1
Celgavs,1
Mladivira,1
Dieroa,1
kaut,1
Aizputte apriņķis,1
Cīrama pagasts,1
kalme,1
Code pagasts,1
Rīgn,1
kaunēties Guderuemcnts,1
poliski,1
mīna,1
Ziriēties,1
ērglis,1
Zalasmniša,1
9. Ceptembris,1
Aslja,1
29. Jūle,1
visa pagasts,1
Lvissa,1
Ģatiķs pagasts,1
Vevrars,1
Dobele apriņķis,1
Celgama,1
Jtemba,1
Braila,1
Ni,1
Vārnukrogs,1
Jelaava,1
Nibga Jūrmala,1
Jrkutska,1
Ģitomira,1
Kieva,1
panama,1
Laispils pagasts,1
Ziemeļ,1
Vakara-Jndias,1
krāt,1
1. augusts,1
jūrmala Gubernements,1
Indijāners Amerika,1
Bauska apgabals,1
Mārdiein,1
zumināt pie,1
kārt,1
Tripole,1
Leipcigi,1
Vūlinš,1
Pā,1
Parise,1
No-Muromn,1
Anapa Krievn,1
Gota,1
Amerika Martiniķes sala,1
Trikabtnis,1
aprite valsts,1
Jaunauccs pagasts,1
Ritcga,1
Japāna valsts,1
Zretensks,1
Kariens,1
Koriena,1
Rangune,1
Lijone,1
Travemindi,1
Nivga,1
mala pagasts,1
Svente,1
Kandaiva,1
Birmanecšs,1
Zķ,1
Igada Kuldiga,1
Dunburga,1
Lasss,1
Laicigs,1
kopā,1
Pūujes pagasts,1
Gurias apriņķis,1
Mnikere pagasts,1
zvirbulis,1
Kroņa-Vircava pagasts,1
Uc,1
Patkaise pagasts,1
Luknova,1
Ārlatva,1
Madra,1
Ilukstes,1
Arone pagasts,1
sams pagasts,1
Krimolda,1
Jaunjelgama,1
lidot,1
Bauska k.,1
Australiu,1
kodundanga pagasts,1
Vissione,1
Valka apriņķis,1
Tranķebare,1
Legsdiņs,1
Zkatties Eiropa,1
Amise kur,1
Krecva valsts,1
Gudenieki,1
Bresilge,1
Mustapa,1
Pormsātcs pagasts,1
Milošs Malakaja,1
Rube pagasts,1
Miņs,1
Kroņa-Mircama pagasts,1
kaskalnamuiža pagasts,1
Arūtcs pagasts,1
Šenberģes pagasts,1
Knrsišs pagasts,1
Decbr,1
Mar,1
Pleskava cels,1
pērns,1
Ķerč,1
grāvis,1
Stavropole,1
Ugable pagasts,1
31. oktobris,1
Nīgn,1
Kēniņs,1
Lions,1
Ziciliēties sala,1
Krona pagasts,1
14. Vebruaris,1
Rēvele,1
Jaunjelgavu,1
Kolka,1
Bārbele māc.,1
Kabile māc.,1
Lestene sk.,1
mīlēt,1
Kriems,1
atspīdēt,1
Eņlenders zeme,1
Pēterhurga,1
Dunalka pagasts,1
Ķongresse,1
Kropp,1
Līķeuu pagasts,1
Zimeropoli,1
Kvebeke,1
Damaska,1
Bagdade,1
Deubners Rīga,1
Mūrmuiža pagasts,1
Terek,1
Zpraučs,1
Jelgava maģistrāts,1
Pnhņes pagasts,1
Zarule,1
turks lmuameds,1
Ķrievs valsts,1
Ģaga pilsēta,1
Andreroa,1
Karlsrūe,1
Meklenburga,1
Prūs6,1
Jaunpili,1
Dobelnieks,1
Tulcs,1
Jsakčs,1
Gibraltare,1
Spānija,1
Smirna,1
Latv,1
Reugesmuiža,1
Taita sala,1
Olande,1
Alšira,1
Egipte,1
Olšakova pilsēta,1
Narma,1
Jelgarous,1
Meccs,1
10. Ceptembris,1
Mešamuiža pagasts,1
Blankzelte pagasts,1
Tīlesmuiža,1
Zprančs,1
Krūtcs pagasts,1
