GPE,count
Engure pagasts,3
Baznica,3
vērpe,3
Mārds,3
Vārme muiža,3
murrāt,3
Nerreta,3
Premia,3
Elkšņi pagasts,3
Elkšņi muiža,3
Bēne,3
atkal,3
Sēlpils,3
Varšava,3
palikt,3
Vadakste muiža,3
Spirģē,3
Slēka,3
Kursite,3
Priekule pagasts,3
ibts augusts,3
Kursite pagasts,3
sala,3
Bauska apriņķis,3
Tukumi,3
Jrlava,3
palangēties novads,3
Arišumuiža pagasts,3
Grobiņa,3
Uppesmuiža pagasts,3
nogale,3
Vārme,3
Palangā,3
esere,3
Emburga pagasts,3
Arievs valsts,3
Pope pagasts,3
Zalcburga,3
Apr,3
Krccva valsts,3
Lieldiena,3
Vīne,3
Jaunauce muiža,3
Bārbele pagasts,3
Itālija,3
Platone pagasts,3
Indiera,2
Kandava miests,2
Ugāle pagasts,2
Ilies pagasts,2
Apriķi,2
Iģene pagasts,2
Latviešis,2
Varribe pagasts,2
Zušesmuiža pagasts,2
divi,2
Kandava pagasts,2
Vadakste muiža pagasts,2
Viegšns novads,2
kaunēties,2
Pubre pagasts,2
Snēpele,2
doties,2
dienēt,2
Kalnciems,2
April,2
Bukaiši,2
majors Jabņs Fetter,2
Dunalke,2
Zemite pagasts,2
Veccpile,2
kūlis,2
Kuldļga,2
Nīga,2
Svirlauka pagasts,2
Jaunjelgavu,2
konstante,2
novadnieks,2
Šauļs,2
Siberija,2
Susseija pagasts,2
Skoda,2
Blīdene pagasts,2
Slampe,2
Meyer,2
Kursišs novads,2
Vārme pagasts,2
Kuldigs,2
Parīse,2
Dunalka,2
Liel-Bērse pagasts,2
Sagan,2
šurp,2
Eima,2
Ješs,2
Pormsāte pagasts,2
Zo,2
Iecava pagasts,2
Veinbach,2
Berlīne,2
Daudzeva,2
Kr,2
sudrabs,2
vienreiz,2
sirds,2
Auremuiža,2
Kerkliņa pagasts,2
Pienava pagasts,2
Kersone,2
Okt,2
Volgunte pagasts,2
vest,2
Reds,2
Ana,2
irbene Tuktuma,2
dzīvot,2
Grobinis,2
Eidelberģe,2
Reyher,2
esere Stelpe,2
Tome pagasts,2
muiža,2
Bārta,2
uzņemt,2
Riga,1
Pētcrburga,1
Vāciešis,1
Luttringe pagasts,1
Brisule,1
Lēncs,1
Kcrkliņs pagasts,1
Vētrasmuiža,1
Latviešlt,1
Varna,1
Valka,1
Karlīne,1
Jģene pagasts,1
Grobme,1
Vrocens pagasts,1
Kalnamuiscda pagasts,1
Zkrunde,1
Berg,1
Blankenzelte pagasts,1
salasmuižēties,1
Jurģenburģ,1
Carskoi Zelo,1
bērt,1
Galileja,1
Bausta pagasts,1
Eņlenders,1
peldus,1
Ane,1
Kasāne,1
Dieroa,1
Brbrss,1
Gaiķi,1
Cimā,1
Gricgale,1
Secce,1
valsts,1
Nīca,1
Airava,1
Zakša valsts,1
Drukasmuiža,1
Greņdše muiža,1
Decemberis,1
Mai,1
Langenaus,1
Vitepsies,1
Mirbes-Rinkule pagasts,1
Diš-Dāme pagasts,1
Krūte,1
Okniešs pagasts,1
Bata,1
I2ta Jūl,1
Tingere pagasts,1
nomnhrumuižēties pagasts,1
Leišecm,1
ķesteris,1
Tittclminde pagasts,1
Irlava pagasts skola,1
Tams,1
Sā,1
Jurģi,1
Aizuppe,1
Aizuppi,1
Tittclminde,1
Karsite pagasts,1
Jelaava,1
Rlhga,1
yo,1
Kaucminde,1
Auce,1
Kads,1
Jule 1848.,1
braukt,1
Aizputte pagasts,1
Tukums kronis,1
Zattasmuiža pagasts,1
Indiers,1
Kcmerī,1
Grobiui,1
šogad,1
Nīsorge pagasts,1
Jaun-Sessava,1
Zaļasmuiža,1
Kunsten,1
Jauuberg,1
Salgale,1
sssoāve Tīkuš,1
Enlburga,1
Kalets pagasts,1
Kerkliņcs pagasts,1
Maije,1
turpat,1
Scssava pagasts,1
Lestene,1
Nereta,1
Grieuvalde pagasts,1
Oobelcs pagasts,1
Āsriks,1
Svirlaoka pagasts,1
Sessavasmuiža,1
Smiltene,1
Pavassara,1
I2ta,1
maģistrāts,1
Grienrralte pagasts,1
Ērgļi,1
Lielvārde slenevardm,1
Elčnumuiža,1
Bārbale pagasts,1
Lecl-Bebrse pagasts,1
Krobņs,1
Davīž,1
Vcntcspils,1
esere pagasts,1
Ēdole muiža,1
Jrlava pagasts,1
Vadakstcs pagasts,1
kronis Apšuppcs,1
Bērsks pagasts,1
Tome kronis pagasts,1
Jelgavnieks,1
Jclgava,1
Aas,1
Malta,1
Krimulda,1
Maijes,1
Liēvīt,1
Rīga icic,1
kopt,1
Emburga kronis pagasts,1
Kuldiga apriņķis,1
Zūrcs pagasts,1
puisis,1
kronis Vircava,1
Panrenius,1
Krona Vircava,1
Cērkste pagasts,1
Līvesbērse pagasts,1
Jelgava Ibcs,1
iv,1
Staļģene,1
Staļģene pagasts,1
Pēterburga Lutters,1
Jvppļ,1
Zēlpile pagasts,1
Cēre,1
Varnbe pagasts,1
pilsēta,1
Mara,1
Meirs,1
Jūn,1
Cēresmuiža pagasts,1
Lassene,1
gods,1
Gudenieki,1
Stukmaņnrnuiša,1
Laisvē,1
Znhrcs pagasts,1
nokaišēties,1
Ziutkere,1
Kersoncs,1
Bauska 82,1
pumpurs,1
Lilidcs pagasts,1
Ibsts gads,1
Dubuli,1
nākt,1
Taī pagasts,1
steigties,1
Jamaika,1
krievs zeme,1
Virbes-Rinkulcs pagasts,1
j-s-j / Orks Jēkabs,1
Platone,1
Kieva,1
kaut,1
pers,1
Alšvanga pagasts,1
scšo,1
Krona pagasts,1
Larviešs,1
Edole pagasts,1
Saldcs,1
Bakūsene pagasts,1
Bāvcle pagasts,1
Vistionars,1
Lutters,1
Rcnģesmuiža pagasts,1
Steinard,1
Vāna pagasts,1
kronis Rešamuiža pagasts,1
Titteļminde pagasts,1
La,1
Ibißts gads,1
Gārsene,1
Celgava,1
Vissše,1
kuģinieks,1
Rogers,1
Oalbs,1
Cleija,1
Polanga pagasts,1
Ziliļu,1
siers,1
Agelurh,1
brīnums,1
Malta Emald,1
Vecc-Satitte pagasts,1
Dievaccalds,1
Krīcburga,1
Bērsedeķe pagasts,1
trekns,1
Dobelnieks,1
Zeptembers,1
novads,1
Prancošs,1
Durbjāne,1
Bekrsedekķe pagasts,1
Krieiva,1
Jlchli,1
Voleneva,1
Telšs,1
Virga,1
pa,1
Zattasmuiža,1
decembris,1
Ltvlide,1
Ima gads,1
Valesmuiža,1
Ziemel-Amerika,1
Rīgē,1
Lielauce pagasts,1
Brener Dobele,1
Cclgava,1
zalve,1
Džrvcs,1
Asma,1
Veirich,1
Vecc,1
Zēlpils,1
Blumberg,1
barons,1
Tula,1
Jnģere,1
Llkniste,1
Kaluciema pagasts,1
Pusscs pagasts,1
Slagūnes pagasts,1
Viļņa,1
amatnieks,1
Jlzemuiža pagasts,1
savs,1
Mešamiliša pagasts,1
Rundāle pagasts,1
Virde pagasts,1
Pusies pagasts,1
grunts,1
Ruiters,1
Maroka,1
Audsiunuiša,1
Ķemere,1
Puttne pagasts,1
Jankievicc,1
Lcšo,1
Valcs pagasts,1
Valcsmuiža,1
Rchga,1
Vitenpelre pagasts,1
T. Ēdole,1
Lippaiķs,1
Skodra,1
Viegšņs novads,1
rudzi,1
Cīrave,1
Zcbaime,1
Elkšņumuiža,1
Jule,1
Sērene,1
Indnkt pagasts,1
Komissione,1
Kuļdiga,1
Šmarres pagasts,1
Pobuša pagasts,1
Leipciģs,1
deglis,1
Švarcs pagasts,1
Renģumuiža pagasts,1
lUies pagasts,1
Ilics pagasts,1
Gtrunde pagasts,1
viens,1
Alvente,1
Rhode,1
Bārbakcs pagasts,1
Priekul-Āstlte pagasts,1
Kaluamuiža pagasts,1
Zchīds,1
ekur,1
Babrbale pagasts,1
cūka,1
Strunde pagasts,1
Dstrre pagasts,1
Aenuesmuiža pagasts,1
MR pagasts,1
Pebterburga,1
krogs,1
Korventak pagasts,1
Rīga gvards,1
Jlukste apriņķis,1
Zusseija,1
Ribga,1
Derper-Memelmuiža pagasts,1
Leināt,1
Priekulcs pagasts,1
slīkt,1
Krenva valsts,1
Kviesa,1
Osirraēmuižs,1
Dundaga pagasts,1
ierast,1
Liepaja braukt,1
Klaguh,1
Piksitis,1
Prnhša,1
Assermša pagasts,1
Zattasnluiša pagasts,1
Dresile pagasts,1
Trekņs pagasts,1
Skēde,1
Jaunmoks pagasts,1
vanags,1
Palaugas novads,1
Lichtenstein,1
Svitrene pagasts,1
jūra,1
20. Apr,1
Grencumuiža,1
Rīga Jūrmala,1
vidzemnieks,1
Ventcspile,1
Ventespiis,1
Veutespilis,1
Ziberius,1
Ajsermuiža,1
Scke,1
Stirnesmuiscka pagasts,1
Jlmaja,1
Snikercē,1
Dv,1
Vedo,1
Vācscme,1
Labrenčs,1
Dcc,1
seši,1
Jauu-Moke pagasts,1
Šķēde,1
Liās pagasts,1
Šķēde pagasts,1
Indija,1
Vitenpeltcs pagasts,1
Vadakse,1
Potkaise,1
Gedert Buk,1
Bta,1
arvienu,1
ļaut,1
ērģeles,1
Bristole,1
Arrika,1
Ērbergumniša,1
visa,1
Calcburga,1
Pils,1
Stirnesmuiža pagasts,1
Vebruar 1845. 2 Blumberg,1
Zušesnmiscda pagasts,1
Zalcburga zeme,1
Kandava Hentcclta,1
Kandava kronis,1
Ukta,1
Zalcburga valsts,1
Zalcburgs,1
I9ra,1
Jaun-Osirre pagasts,1
Dievakalpo,1
Krecms valsts,1
Tirole,1
šī,1
kāst,1
Zdūveja,1
Kalnamniša,1
Rvcbek,1
augusts muiža,1
Aizputte apriņķis,1
ibcsts gads,1
Sauka,1
Sērpils,1
Mkhra,1
Gsienvalde pagasts,1
polis zeme,1
Kuloiga,1
Annasvārts,1
Bērstele,1
dīgt,1
tāds,1
g.,1
Susseja pagasts,1
Vidclburģī,1
Taī,1
Nerretas pagasts,1
dievs,1
Elkšņi,1
Tmģere pagasts,1
Krišā,1
Mar,1
priekš,1
Eņlenders ciems,1
labs,1
Granossky,1
Kchķchde pagasts,1
Pvbn,1
Ventspils,1
Priekule ņ.,1
Liel-Bērscs pagasts,1
arriāsviķs pagasts,1
Diederichs,1
Baldoues Krona pagasts,1
Ānesmuiža,1
Jēkabiem,1
draudze,1
Kuldiga Krona pagasts,1
Jaunmoka pagasts,1
Ķā,1
dzērve,1
Rvbps muiža pagasts,1
Sud,1
Jerusaleme,1
Krotcs,1
Dunalka pagasts,1
Jlies pagasts,1
Jlics pagasts,1
Gabļcnhs,1
kolera nams,1
kolera,1
Livcrpūlcs,1
zirgs,1
Jaunpilns,1
Ilvina,1
Krima,1
abas,1
Krokņs Zessava pagasts,1
Kursišs pagasts,1
kars,1
vērt,1
ilsrma gads,1
Minska,1
Jāuiem,1
Plakone pagasts,1
24V Janvār,1
Vārma pagasts,1
Ruccava,1
Kalmene pagasts,1
sava,1
sarukt,1
Strassburģ,1
Kalvene pagasts,1
Polocka,1
saMas,1
Osirrasmuiža,1
ungurs,1
Hausuppa,1
Leutart,1
Rešanmiša,1
Jelgava lauks,1
Jģeues pagasts,1
Diers,1
Assarmuiža pagasts,1
Jlsiešs,1
Zkrundcs pagasts,1
Skrunda,1
Sthlpile pagasts,1
iots,1
llngure,1
Lēne,1
Zassmaka pagasts,1
nemiers,1
vilciņš,1
Visss,1
trīs,1
RR,1
Krona Pienava pagasts,1
Kvhns Pienava pagasts,1
I2ta augusts 1843.,1
Kristapp,1
Slēkasmša,1
Priekule muiža,1
Grendšes-Jriava pagasts,1
Baldone kronis pagasts,1
Zalasmuiža,1
Zaļiasmuiža pagasts,1
Zcmite pagasts,1
Prnbšs,1
lfglumuiža pagasts,1
Revale pilsēta,1
Dinaburgē,1
Dinaburga,1
1848.,1
Pekina,1
Zālite,1
Šķibesmuiža,1
Kursttcs pagasts,1
Asias Eiropa,1
gads,1
Aleppo,1
Aksija,1
Aā gads,1
šņākt,1
