GPE,count
Dinaburgs,39
Pleskava,39
Gārsene,39
Minska,39
Persija,38
baks,38
Berlīne,38
Bukaiši,38
Aizpute apriņķis,37
Apriķi,37
Maija,37
Vilande,37
Dignāja,37
Kuldīga,37
Pērnava,36
Madagaskara,36
Stende,36
apriņķis,35
Ogre,34
kronis Vircava,34
Matkule,34
Maskama,34
Renda,34
Šauļs,34
Ceraukste pagasts,34
Auce,33
Odess,33
vakar,33
Mācija,33
Bārta,33
kaunēties guberņa,33
Sece,33
Eiropa,33
pers,32
Kalnciems,32
Zviedrija,32
Oldenburga,32
arābs,32
vienreiz,31
Sibirija,31
ebrejs,31
Merca,30
Dikļi,30
Lielupis,30
Zosija,29
Mogiļeva,29
Hamburgs,29
vidzemnieks,29
Vitebska guberņa,29
Kopenhāgena,28
Somija,28
Narva,28
guberņa,28
Vāczeme,27
vīns,27
Tukums apriņķis,27
Cēsīs,27
Kongo,27
Sabile,26
vispirms,26
Iekš-Krieviju,26
Orenburga,26
krievs valsts,25
Mecaks,25
Albānija,25
Paplaka,25
kūrs,25
rudzi,25
Nīca,25
Aleksandrija,25
Zviedrijas,25
Marseļa,24
Brisele,24
Olaine,24
Madride,24
Ugāle,24
Mēstule,24
Biksti,23
mirt,23
Vāne,23
vāci valsts,23
Mešotne pagasts,23
bikstīt,23
līgo,23
Pope,22
Grenči pagasts,22
Armēnija,22
Kauņa guberņa,22
Celgava,22
pie,22
Lēdurga,22
Poltava,22
Indriķis,21
Ventspils apriņķis,21
Kaldabruņa,21
Aprili,21
kars,21
Kretinga,21
dienvidi,20
Vadakste,20
Ūsiņa pagasts,20
Sesava,20
Tomska,20
Jelgavnieks,20
Rubene,20
Kanāda,19
ērģeles,19
Latva,19
Krimulda,19
Jelgava apgabals,19
visai,19
Novgorodas,19
Kronštate,19
Platone,19
Gaiķi,19
Tukums pilsēta,19
Kalnciems pagasts,19
Polocka,19
Staļģene,19
Rundāle pag.,19
Talsu apriņķis,19
Bramberģu pagasts,18
Mogiļeva guberņa,18
viesis,18
Grobiņa apriņķis,18
Dignāja pagasts,18
Ilūkste apriņķis,18
Rende,18
Valtaiķi,18
Dinaburga,18
Balgale,18
kopt,18
Madona,18
Pastende,18
Valmiera apriņķis,18
Tāšu-Padure,17
Skrunda,17
Kalnamuiža,17
Litene,17
līga,17
Volga,17
Prode,17
vasara,17
Holandija,17
arvienu,17
Stukmaņi,17
Kalkūne,17
tā,16
Nica,16
Stelpe,16
Ērberģe,16
Bauska pagasts,16
Oktobers,16
Jaunpili,16
Ērgļi,16
Tērpata,16
Malta,16
Stokholma,16
Baldone pagasts,16
Pūre,16
Madridē,16
Marija,16
dānis,16
Kalēti,16
baptists,15
mainīt,15
Luters,15
P. pagasts,15
Bramberģe pagasts,15
Kolka,15
Bukaiši pagasts,15
vairs,15
Rauna,15
turks kars,15
Code pagasts,14
Jelgava apriņķis,14
malka apriņķis,14
sestdien,14
romietis,14
jūds,14
Mālpils,14
Parise,14
Milāna,14
Krievija valsts,14
Naudite pagasts,14
Umurga,14
palangēties pagasts,14
Ārlava,14
malks,14
Danciga,14
ērglis,13
Kriemijs,13
Zante,13
Omska,13
Grenči,13
aizupe,13
tauta,13
palikt,13
Cēsis pilsēta,13
Lipaiķs,13
slāvs,13
Katiņa,13
Dundaga pagasts,13
Tadaiķi,13
Liepupe,13
Skrīveri,13
visa Eiropa,13
Maķedonija,13
Vaiņode,13
Remte,13
pils,13
kronis pagasts,13
Zmiedrija,13
Ribga,13
Mairak,13
ārlietas,12
Belgrads,12
Āsrika,12
Asrika,12
Bērstele pagasts,12
Namiķi,12
pērn,12
Smiltene,12
risināt,12
Keisars,12
holandietis,12
Šķēde,12
ķīnietis,12
Liel-Bērse pagasts,12
Pekina,12
Smoļenska,12
Palangs,12
Maroka,12
Palangu,11
Riga,11
Meksika,11
Magone,11
Nītaure,11
visa pagasts,11
Kuldigs,11
Kabuls,11
Liepaja pilsēta,11
turks valsts,11
Friedrichsrūi,11
baltkrievs,11
Krasnojarska,11
Zeptembers,11
janvāris,11
Ziemeļ-Amerika,11
Lubāna,11
iv,11
Kursišs,11
Rib,11
kurds,11
Osolmuiža pagasts,10
Tonķina,10
Zlampe pagasts,10
Dzērbene,10
Demene,10
Šveice,10
Zpānija,10
Kalēti pagasts,10
Cēre,10
malka,10
rio,10
Pērnavs,10
Bēne,10
Kalnamuiža pagasts,10
Kīniešs,10
Liepajs,10
sāms sala,10
Kuldiga apriņķis,10
Grendšs pagasts,10
indietis,10
Talsu apgabals,10
Taurkalne,10
atskaņa,10
Tukums apgabals,10
Padure,10
Zaldus pagasts,10
Klaipēda,10
Alšvanga,10
Amsterdama,10
Zaldus,10
Cīrava,10
Kongo valsts,9
zemgalietis,9
Aizpute apgabals,9
Ģloka,9
Kalvene,9
Madagaskara sala,9
caur,9
Eģipte,9
Sauka,9
Penkule,9
Diš-Gramsda pagasts,9
Kandama apriņķis,9
Tambova,9
Kabile pagasts,9
bikstīt pagasts,9
Venta,9
republika,9
apgabals,9
Madridi,9
sloka,9
Novgoroda,9
Ādaži,9
Maskava guberņa,9
kronis,9
Karalaučs,9
Zomija,9
pers valsts,9
saratovēties,9
Zibirija,9
Jēkabnieki,9
divi,9
c. pagasts,9
landtāgs,9
Jaunpils pagasts,9
Hasenpoth,9
Bairija,9
salds,9
zviedrs,9
Landzes,9
Lutriņiem,9
šis,9
Gatšina,9
Barselona,9
Bādene,9
Lestene,9
Čili,9
valkans,8
Ķemeri,8
sava,8
Aleksandromska,8
Baltiešs,8
majors,8
aloja,8
Jekaterinburga,8
viss Eiropa,8
Kīna,8
Dobele apgabals,8
Darmštate,8
popēt,8
Odesa pilsēta,8
osta,8
Kr,8
Vārme,8
Ērģeme pagasts,8
Jrlama pagasts,8
arābs bejs,8
b. pagasts,8
Švitene pagasts,8
Konstantinopeli,8
muiža,8
Vilce,8
persietis,8
tirgus,8
reņģe,8
visa valsts,8
jaungads,8
vakars,8
Kabula,8
Ziemeļ,8
Bornsmindes pagasts,8
zemkopis,8
Lietuva,8
Toboļska,8
Lielupe,8
Zibirijs,8
Potsdama,8
pa,8
baltiņš,8
Mēlak,8
Zūru,8
Tams,8
Kaira,8
Valka apriņķis,8
Miņs,8
Skotija,8
kuģis,8
kurss,8
Sigulda,8
Palangā,8
Āne pagasts,7
Vadakste pagasts,7
Mīne,7
Gulbene pagasts,7
Pēterupe,7
Abesinija,7
tverties guberņa,7
tabors,7
Nomemberi,7
Mārciena,7
Ķelne,7
Zūrām,7
Zkrunda,7
vēl,7
Zaksija,7
Rumenija,7
Elkšņi,7
aprīlis,7
Perma,7
Kretings,7
indiete,7
Grobiņa pilsēta,7
Alsviķs,7
dona,7
sods pagasts,7
Jelgava mācīt,7
Zeptemberis,7
striķis,7
Vērgale,7
piektdien,7
Klaipēds,7
reģe pagasts,7
Persijs,7
Kurmāle,7
Saldū,7
Torņakalns,7
Tula,7
Māne pagasts,7
aizupe pagasts,7
mācīt valsts,7
Krecvija,7
Mālupe,7
sveikt,7
Berlīnis,7
Asganistāna,7
Krimūnu,7
Bārbele pagasts,7
Mara,7
Pleskava guberņa,7
Budapešta,6
mēroties,6
Tirole,6
vītiņš,6
Gārsene pagasts,6
Āsriks,6
Palsmane,6
Prode pagasts,6
Roma pilsēta,6
Aucumuiža pagasts,6
Malmiera,6
Zūru pagasts,6
Moss,6
Viktorija,6
Carnikava,6
Miesite pagasts,6
Kalnciems pag.,6
Meka,6
Viļna,6
secēt,6
Gulbeni,6
Decembers,6
Toņķina,6
vilnis,6
pārdot,6
Straupe,6
Cēsis lauks,6
Dauguļi pagasts,6
Berlepš,6
godalga,6
latviete,6
9. augusts,6
Īle,6
dzimt,6
Krēta sala,6
Lima,6
Vents,6
Jkšķiles pagasts,6
Jumurda,6
Berdjanska apriņķis,6
Māciešs,6
Diģnaja,6
prūsis valsts,6
Baznica,6
Tadaiķi pagasts,6
Golgāts,6
Brandenburga,6
Dobele pagasts,6
Emburga pagasts,6
Hanoja,6
g. pagasts,6
Jaunjelgava apriņķis,6
Zātiņs pagasts,6
Vabcija,6
Kartums,6
Barselons,6
rinda,6
Lipsts,6
Bresta,6
Karkova,6
Piltene pilsēta,6
Ventspils pilsēta,6
Meca,6
Šveicija,6
Bie,5
Osolmuiža,5
franči valsts,5
igaunis zeme,5
nams,5
Mitebska,5
mērs,5
pulka,5
Bēra-Vircava,5
Dauguļi pag.,5
Cimere pagasts,5
Baldone pag.,5
Patkaise pagasts,5
trīs,5
Samara guberņa,5
Galicija,5
Malmiera apriņķis,5
Gārseniešs,5
Elkšņi pagasts,5
Anglija Ēģipte,5
grīva,5
Samara,5
Čīle,5
Ceraukste kronis pagasts,5
Rostova,5
kaluga,5
Janmars,5
Salaspils,5
Kuldša,5
Francija valsts,5
Bunka,5
Varna,5
tverties,5
students,5
polis valsts,5
Lautere,5
puse pagasts,5
Jelgava šoseja,5
Kuba,5
Zalgale pagasts,5
Ventspils osta,5
Sasmaks,5
decembris,5
Serbija,5
Varcina,5
augt,5
Molgunte pagasts,5
Semenova,5
Hercegovina,5
Arabija,5
a. pagasts,5
Meks,5
Vecpils,5
Rīga latvietis,5
Sipjagins,5
Kukšu,5
Nīce pagasts,5
Prāga,5
Vietalva valsts,5
pasaule,5
Viskale pagasts,5
Nurmuiža,5
Zante pagasts,5
katolis iela,5
Rchga,5
Rīga guberņa,5
fabrika,5
Kreta sala,5
Kandama,5
Nomemberim,5
Krcemija,5
Daugava,5
Pormsāte pagasts,5
Lēdmane,5
Kuldiga apgabals,5
Tome,5
Kraukļi valsts,5
arābs Beja,5
atbilde,5
Dzelsava,5
Renda pagasts,5
Bauska ceļš,5
Kubaņa,5
liels,5
Mecumuiža pagasts,5
Remte pagasts,5
Jrlava,5
Meklenburga,5
Placs,5
līme,5
Stokholms,5
Tērpats,5
Vidzeme,5
rugājs,5
Čerņigova,5
Mešamuiža pagasts,5
Falcgrāme pagasts,5
Pinija,5
Mentspils,5
Viļņa guberņa,5
portugālis,5
Aldšira,5
Ķeipene,5
Kūķs pagasts,5
Salgale,5
Jaunpils apgabals,5
svētdien,5
Mešamuiža,5
Liona,5
Antonija,5
pārcelt,5
Kurmene,5
Kuldiga pilsēta,5
grunts,5
oktobris,5
kremlis,4
Lutriņu pagasts,4
Holandi,4
Bordo,4
visa Baltija,4
Engure pagasts,4
Buenos-Ēre pilsēta,4
rašana,4
Cērkste pagasts,4
Roja,4
19. jūlijs,4
Virtemberga,4
lasis,4
Vārve,4
Ņujorka,4
Bramberga pagasts,4
Zloka,4
uzņemt,4
Lielsirsts,4
krievs Polija,4
Matkule pag.,4
burtnieks,4
Asare pagasts,4
Paplaka pagasts,4
Ils,4
Pieder,4
Zaldus apgabals,4
Zieslack,4
šogad,4
Pērnava apriņķis,4
pirkt,4
Durbe pilsēta,4
Mas-Asija,4
Ludviķis,4
Dresdene,4
malt,4
Ladoga,4
Hanoverē,4
Masava,4
bērs,4
Ventspils apgabals,4
Krīsburga,4
Banska,4
Ģibirija,4
rio pilsēta,4
Kretiņa,4
Turaida,4
Bauska Pilsmuiža,4
Krievija Keisars,4
Tresova pagasts,4
Platone pagasts,4
Dzelsava valsts,4
Ritene,4
20. jūlijs,4
minēt pagasts,4
Dobelnieks,4
Tirnova,4
Baldone b.,4
Berdjanska,4
Kurmāle pagasts,4
manga pagasts,4
Eiropa Krievija,4
Zīrija,4
latviski,4
Pchterburgs,4
kauns,4
Indijaniešs,4
Pilsmuiža pagasts,4
10. Merca,4
policists,4
Zkursteņa pagasts,4
Matkule pagasts,4
pulksten,4
TN,4
krogs,4
pagasts Mecaks,4
Birma valsts,4
kronis Renda,4
Mēmele pagasts,4
Aizpute pilsēta,4
Jclgava,4
Ģoka,4
karogs,4
Narvs,4
Trijadiba,4
Dobele pag.,4
Eleija pagasts,4
Plāņi pagasts,4
Viborga,4
krievs zeme,4
Marija iela,4
rīdzinieks,4
Saratova,4
Džanera,4
anglis Ēģipte,4
šī,4
Kurmāla pagasts,4
Jelgava pils,4
Edinburga,4
Ceraukste pag.,4
Abgulde pagasts,4
Zemite pagasts,4
Līve pagasts,4
Birma,4
Irkutska,4
Mairaksolišana,4
Alsviķi,4
Baušķenieks,4
Ārlava pagasts,4
Braunšveiga,4
karš,4
Kriemija,4
mare,4
Saldus apgabals,4
More pagasts,4
Ģramsda,4
Druviena,4
Amerika savienot,4
Dublina,4
polis zeme,4
Leopolds,4
Leišbs,4
Vladivostoka,4
jurģi,4
Brasilija,4
Merkurs,4
Haiti sala,4
partija,4
Zlokenbeķe pagasts,4
kalns,4
vilciņš,4
Rumenijs,4
Kaulice pagasts,4
Vec-Platone pagasts,4
parisēt pilsēta,4
pļauja,4
Miķelis,4
Mastava,4
trešais,4
Pelči,4
Piltene apriņķis,4
Francija pilsēta,4
Orla,4
tirsa,4
Iekš-Asrika,4
līme pagasts,4
Ugāle pagasts,4
melderis,4
Čikago pilsēta,4
Kolumbija,4
k. pagasts,4
Gladstons,4
Zala pagasts,4
Magdeburga,4
Pope pagasts,4
meija,4
leišmale,4
augsts,4
Vitebsks,4
Zmārde pagasts,4
Pedele pagasts,4
Augsburga,4
23. Merca,4
Limadija,4
Krape,4
Luša,4
Pērnava apgabals,4
Ķijeva,4
Arensburga,4
Brūmers,4
Tome pagasts,4
rīt,3
4. Maija,3
Limbašs,3
Zaļāsmuiža pagasts,3
miet,3
pati,3
dunēt pagasts,3
Zinkata,3
Lībeka,3
Drikse,3
Bauska pagasts nams,3
luterisks,3
Bulgārija valsts,3
Līkumuiža pagasts,3
Rīga šoseja,3
Abgunst-Grinzelte pagasts,3
dot,3
Lapskalna,3
eiropietis,3
Krecmija,3
Lībagu,3
Herats,3
Vācija valsts,3
dzira pagasts,3
pilskungs pagasts,3
aizmiķāt pagasts,3
Krima kars,3
Novemberis,3
Zalaspils,3
Gudenieki,3
Rēvale,3
Riteršaste pagasts,3
Raņķi,3
ik,3
Krēta,3
Tīļumuiža pagasts,3
Marseļa pilsēta,3
28. Maija,3
Limerika,3
plūdi,3
kopā,3
trekns,3
Krievija pilsēta,3
Jkšķilis,3
Orša apriņķis,3
Rešica,3
Ķeguma,3
Nasava,3
Holande valsts,3
Zalcburga,3
Šauļs pilsēta,3
piedzīvot,3
Pēterburga Rīga,3
