GPE,count
Pernavs,31
Remte pagasts,31
Varna,31
Kīniešs,31
Ļaojana,31
Lodša,31
Revele,31
Cēre,31
Kolka,31
Mērsrags,31
Belģija,31
Skotija,31
Irkutska,30
Druviena,30
Havana,30
Abesinija,30
Vidzeme,30
Mogiļeva guberņa,30
Liepupe,30
Londone,30
Zemite pagasts,30
Persijos,30
Jelgava dievkalpošana sv.,30
Skrīveri iela,30
Švitene pagasts,30
Kc,30
Zibirijs,30
Urga,30
Alšvanga pagasts,29
Verdena,29
Mēstule,29
Kuldiga pilsēta,29
Engure pagasts,29
Toboļska,29
Boness,29
Aijeva,29
Auctro-Ungarijs,29
Krcevija,29
Bezarabija,29
Gibraltāra,29
Austrija valsts,29
Driksa,29
Meyer,29
Āsriks,29
Blīdene pagasts,29
Elkšņi pagasts,29
Port-Arturs,29
Priekuļu,29
Krakova,29
Austrs Ungārija,29
Podgorica,28
Prode,28
Zūru,28
Gatšina,28
Saka,28
Durbana,28
Pēterburga šoseja,28
Vārme pagasts,28
Vitebsks,27
Bresta,27
Maslava,27
Bauska ceļš,27
Zauka pagasts,27
Rende pagasts,27
Tunisa,27
Molgunte pagasts,27
Japaņs,27
Austroungārija,27
Sarkandaugava,27
Linkolns,27
Juuijs,27
Ārlava pagasts,27
Fraucija,27
Kasaņa,27
Rumenija,27
Piltene pagasts,27
Olaine pagasts,27
Jaunjelgavu,27
Mas-Asija,27
Carnikava,27
Habarovska,26
Kamerūna,26
Mārciena,26
Brandenburga,26
Šauļs apriņķis,26
Roma valsts,26
Aleksandrs iela,26
Zaksija,26
Šanhaja,26
Pēterburga guberņa,26
Kreta sala,26
Keisars,25
Lutters,25
Nov,25
Aurumuiža pagasts,25
Bērsmuiža pagasts,25
Aizpute pilsēta,25
Taganroga,25
Francija valsts,25
Sevastopols,25
Roma pilsēta,25
Tāšu-Padure,25
Zkrunda,25
Ģomija,25
Meca,25
Kristianija,24
Alps,24
Damaska,24
Zeptembers,24
Jrkutska,24
Bērstele pagasts,24
Opekalna,24
Jrlama pagasts,24
Zeptembris,24
Mālupe,24
Ģertrūde,24
Vandzene pagasts,24
Belostoka,24
Kalē,24
Jēkabnieki,24
Para,24
Stambula,24
Vocija,24
Kalēti pagasts,24
Landzes,24
Lipaiķs,24
Admirals,24
Vadakste pagasts,24
Kuldīga apriņķis,24
Minska guberņa,24
Pūre pagasts,24
Mīne,24
Mairak,24
Maskava guberņa,24
Tukums apgabals,24
Friedrichsrūi,23
Linde pagasts,23
Vidlesbro,23
Krecmija,23
Norveģija,23
Kabula,23
Jūrmala,23
Ārlama pagasts,23
Stopiņi,23
Sēme,23
Visss,23
Ipra,23
Liel-Vircava pagasts,23
Bornsmindes pagasts,23
Tome,23
Zrievija,23
Daugama,23
Dublina,23
Dunalka pagasts,23
Portsmuta,23
Japāna valsts,23
Talsu apgabals,22
Tabrisa,22
Kriemija,22
Minsku,22
La,22
Perma guberņa,22
Anna pagasts,22
Dole pagasts,22
Volgunte pagasts,22
Tetelminde pagasts,22
Bonesa,22
Amūra apgabals,22
Zalcburga,22
Ķemeri,22
Tāši pagasts,22
Jūl,22
Ķrievija,22
Dreiliņi,22
Malta sala,22
Vana,21
Dobele iela,21
Volinija,21
Lvova,21
Aloa,21
Auce pagasts,21
Austro-Ungarijs,21
Vladivira,21
Kijevs,21
Vidscme,21
Jelgava Ārrīga,21
Mangaļs,21
Vestiena,21
Vs,21
Anglija valsts,21
Jelgava guberņa,21
Rīga Jūrmala,21
Auglija,21
Vāne pagasts,21
Ērģeme pagasts,21
Ķina,21
Heinrichs,21
Liepoja,21
Mēmele,21
Jrlava,21
Amrika,21
Alšmanga pagasts,20
Piņķs,20
Blagoveščenska,20
Krupps,20
Arievija,20
Kusa,20
Adelaide,20
Jelgava iela,20
Bebrene,20
Zijeva,20
Berliuē,20
Turki,20
Polija cars,20
Pchterburgs,20
Kalabrija,20
Skujene,20
Zigulda,20
Kasdanga pagasts,20
Martinika sala,20
Belgija,20
Darmštate,20
Dinburgs,20
Jaunauce,20
Jskiba,20
Kalvene,20
Golgāts,20
Viļna,20
Kandava pagasts,20
Stukmaņi pagasts,20
Demene pagasts,20
Grimsby,20
Narvs,19
Krustpils,19
Orla guberņa,19
Riga šoseja,19
Kališa,19
Ņujorka ziņot,19
Karalaučs,19
Baltkrievija,19
Tukums apr.,19
Ļubļina,19
Katiņa,19
Latva,19
Arkangeļsks,19
Tirnova,19
Asias,19
Krīsburga,19
Pēterupe,19
Duraca,19
Ilūkste apr.,19
Zaldus,19
Piltene apriņķis,19
Jēkabmiesta,19
Vakar-Jndija,19
Asija Krievija,19
Fesa,19
Šangs,19
Rib,19
Lubana,19
Riaā,19
Pormsāte pagasts,18
Roterdama,18
Kukšu,18
Dresdene,18
Visls,18
Irlava pagasts,18
Zaļāsmuiža pagasts,18
Madagaskara sala,18
Saksija,18
Vasarsvētki,18
Bārta pagasts,18
Ludza,18
Jaunauce pagasts,18
Jēkabnieki pagasts,18
Soloniks,18
Austrs,18
Viļņa guberņa,18
Karakasa,18
Jtalija,18
Rigs pilsēta,18
Kandama,18
Eiropa Krievija,18
Luters,18
Zeptemberis,18
Argentīna,18
Strenči,18
Valka pilsēta,18
Rīgas-Jelgava,18
Turcija valsts,18
Slampe,18
Keisers,18
Salaspils,18
Grobiņa apgabals,18
Bc,17
Bauska iela,17
Bērsmuiža,17
Kasdanga,17
Vents,17
Ventspils osta,17
Nīgrande,17
Erhards,17
Taurupe,17
Ostrova,17
Viktorija,17
Rlga,17
Nīga,17
Talsu pagasts,17
Baltiešs,17
Nīce pagasts,17
Delkasē,17
Kurcumuiža pagasts,17
Maršama,17
Čikaga,17
Nagasaks,17
Uza,17
Spāre,17
Krievija Keisars,17
Trinidade,17
Osolmuiža,17
Gaeta,17
Ciecere pagasts,17
Jlukste,17
Pērkone,17
Haga,17
Leiths,17
Māciešs,17
Raņķi,17
Liel-Bērse pagasts,17
Stende pagasts,17
Amsterdama ziņot,17
Tēerana,17
Tadaiķi pagasts,17
Jelgova,17
Meka,16
Ulman,16
Dzelsava,16
Tulona,16
Ungarija,16
Elleja pagasts,16
Franksurte,16
Maldišana,16
Āgenskalns,16
Daļnija,16
Vārve,16
Čemulpa,16
Auctrija,16
Zūre pagasts,16
Cēre pagasts,16
Katalonija,16
Mecumuiža pagasts,16
Čeļabinska,16
Marija valsts,16
Tesalija,16
Latv,16
Grantona,16
Gulbeni,16
Talmuds,16
Bairija,16
Liel-Sesava pagasts,16
Konstantinopeli,16
Ziemeļ Amerika,16
Iesim,16
Florence,16
Kurzeme pagasts,16
Kandama pagasts,16
Krēta sala,16
Hongkonga,16
Lielaks,16
Jsc,16
Grienmalde pagasts,16
Osolnieks pagasts,16
Beļava,16
Freiburga,16
Meņģele,16
Samas,16
Eģipte,16
Salgale,15
Kongo valsts,15
Pērnavs,15
Grobina,15
Priekule muiža,15
Gaiķi pagasts,15
Zala pagasts,15
Drustiem,15
Kijema,15
Vecmuiža pagasts,15
Gorkijs,15
Narma,15
Brukna pagasts,15
Riga iela,15
Ēvele,15
Tams,15
Zūrām,15
Rucava pagasts,15
Gibraltārs,15
Asia,15
Amerika savienot,15
Pļaviņas,15
Pernava,15
Amerika sabiedrot Valstis,15
Diš-Gramsda pagasts,15
Kreta,15
Vecumnieki,15
Vecsaule,15
Zibīrija,15
Abgulde pagasts,15
Nigranda pagasts,15
Krimūnām,15
Suvorovs iela,15
Bādene,15
Nu-Jorka,15
Orša,15
Vec-Auce pagasts,15
Esarmuiža pagasts,15
Kremers,15
Dminska,15
Zalaspile,15
Augškurzeme,15
