GPE,count
jūds,2
Drustu,2
Snēpele pagasts,2
Ēdole 3,2
Krccva valsts,2
Kandava miests,2
Todaiša pagasts,2
Kandavē,2
Barberes pagasts,2
Nīce pagasts,2
Jāņus,2
Anapa,2
Moskava,2
Rešumuiža pagasts,2
Jelgava ceļš,2
šeit,2
Rīgcs,2
Ventspils,2
Kandama,2
Skabuš Gottfried,2
Veccpilcs pagasts,2
Rīga apriņķis,2
Kandava apriņķis,2
Olande,2
divi,2
kronis Stelpe,2
Aelgava,2
Liel-Ivande,2
Nīsorge,2
Daugava,2
Veccumuiža,2
sods muiža,2
zemnieks,2
šur,2
Braccan Pric,2
Lielas-Iecama pagasts,2
kalns muiža pagasts,2
esere pagasts,2
rakt,2
apritēt,2
Ilukstes apriņķis,2
Kaluamuiža pagasts,2
kronis Vircava pagasts,2
Leiša zeme,2
papragāt pagasts,2
Lērum,2
Kuldīga apriņķis,2
Englenders,1
Upvesmuiža pagasts,1
Kurstme,1
Decembers 1826. i Mndul,1
Dstrciema novads,1
Kobley,1
Embūte,1
Vevrara 1829.,1
Svittene pagasts,1
Ēnama pagasts,1
Kijevs,1
Ilukstcs,1
Ērman Nāting,1
Aure muiža,1
Grauduppe,1
Biksti pagasts,1
Jauuspils pagasts,1
Nīgrandcs pagasts,1
Fā Raup,1
Francuss,1
jurģi Jēkabs,1
Friedrich,1
Rcude pagasts,1
Siktchrs,1
Kasakecm,1
dzimt,1
I7ta,1
Zorgensrey,1
I',1
tumēt,1
Krieīrs valsts,1
Vcc-Auceģ,1
Pulice,1
Nītaure,1
Pussenieks,1
Mentespilis,1
Jaiuvara 2 c. Blumeuseld,1
Kijeva,1
Vastemoisa pagasts,1
Kambaru-Valdišana,1
prūsis vācietis,1
Cšs oktobris 1825.,1
Cimā oktobris 1826.,1
Avriks,1
Cimā oktobris 1825.,1
Jānišks,1
Lielvārde,1
sava,1
Krēkcs Fricc,1
Jelgava Ns,1
Ērberģe,1
Vridrikķis,1
Mjstsmuiža pagasts,1
Vissesmuiža pagasts,1
sgaks pagasts,1
fr. Vagner,1
augusts 1827. 2 s-s-c-tīse Jēkabs,1
Kumele pagasts,1
Kandava kronis - pagasts,1
1829. 2 Karunr,1
Talstņs pagasts,1
Lub-Esserē dzimt,1
Alšmange,1
visa Eiropa,1
Donauuppi,1
Lībagu,1
Jclgava,1
mēs novads,1
Lielauce pagasts,1
Jūl,1
Dinaburgs,1
Nerrere,1
muižnieks Kuldiga,1
I9ta,1
Kolka,1
Rorss,1
Daugama,1
Krousāt,1
Vauska pagasts,1
Jchkab Tuppiņ,1
Tuppiņ,1
Mhveā kas,1
dobe pagasts,1
Siberija,1
Ēģipte zeme,1
Bogota,1
Praviņs pagasts,1
Lmde pagasts,1
Kukšcs pagasts,1
Potkaiscs,1
Zērpils,1
Kandama apriņķis,1
Sunakste,1
Landsberg,1
Virsitte,1
Rleist,1
Lira,1
Vladivira,1
Eusdala,1
Igencs pagasts,1
Jaunspils pagasts,1
Prmvinge pagasts,1
Brukiics pagasts,1
Mārtin,1
Polange,1
Igene pagasts,1
Tukumcs apriņķis,1
Vērgala pagasts,1
Decenibers 1826.,1
Summcrags,1
Šisrēs pagasts,1
Zaļasmuiža pagasts,1
Puss,1
Esierē,1
kurnēt,1
Veccpile,1
Bauske,1
Kroņv Vircava pagasts,1
1826. 2 Giudul,1
auri muiža pagasts,1
Amburge,1
Aorss,1
Bebcs pagasts,1
Dragune,1
Lieģu,1
Gagada pagasts,1
Nešcs muiža pagasts,1
Sasmake,1
Jumpramiešs pagasts,1
ķēniņš,1
celties,1
salds,1
Iecaroas pagasts,1
Vevrar 1826.,1
Šķēde muiža pagasts,1
Nerretas,1
Ocbelgundc,1
1829. 5 Ādams Jāns,1
Stambula,1
Valdoncs pagasts,1
Greiersdorme pagasts,1
Bmudcnburge pagasts,1
Sēlpils pagasts,1
Jēkabapilsata,1
decembris 182 c.,1
Čuču muiža,1
Vāczeme Baden valsts,1
Slēka pagasts,1
Arievs valsts,1
Jaunis,1
turks tauta,1
Jlzemuižs pagasts,1
Jlzemuiža,1
Jlscmulša pagasts,1
Knstop,1
Lieluppcs,1
Sprasdeskrogs,1
Zēagare,1
Enģelande,1
Liel-Jvande,1
Gaviesne novads,1
Kandmva apriņķis,1
Daugalva,1
Jcļgava,1
Jkšķilļcs pagasts,1
Olcije,1
Dangava,1
Plunciļ,1
Drukcsmuiža,1
Reugesmuiža,1
Jauuasmuiža,1
Vērgalcs pagasts,1
Mlssesmuiža pagasts,1
Aizuppe pagasts,1
vākt,1
Aleppo,1
Arabija,1
Bosnija,1
Grūsija,1
Indijas,1
Liude pagasts,1
Palalge pagasts,1
Dundangs,1
Kuičejaun Kristop,1
Mas-Ealve pagasts,1
Ruccava,1
Jmanomka,1
Nchcava pagasts,1
Mevrara 1827. 2 Maugcl Janne,1
krievs zeme,1
Grciče Matš,1
Bulgārija,1
Tāšu-Padure,1
Talša novads,1
Decembers 1826.,1
ģenerālgubernators,1
Bukasšs pagasts,1
Vērsmuiža,1
Vcccmobka pagasts,1
Cšs,1
Znikcrs pagasts,1
Aris,1
Sērpils apriņķis,1
7 Tīst Jēkabs,1
Svēte,1
Vana,1
iemešana,1
Krimuu,1
Ruļks,1
Avra,1
Vevrara 1827. H Friedrich,1
KadiUes,1
Kensbergs,1
Avriļa,1
Torne,1
Jspanija,1
Taganrog,1
ißccits gads,1
Judias,1
decembris,1
turp,1
vēls pagasts,1
Arlāt Dā,1
Pchterburgē,1
Palaugas pagasts,1
zaļš muiža pagasts,1
Virbe,1
Mērsrage,1
Ktrks,1
baks Klārs,1
Bansta pagasts,1
augsts,1
rist,1
pie,1
Grobiņa,1
Maijcs,1
parisēt,1
Duildanga pagasts,1
Dārseneck,1
Krona Vircava pagasts,1
Ventespili,1
Steppe,1
Kriena valsts,1
dundurs Cānis,1
Diģanama pagasts,1
Ncrrcta,1
Ikšķile,1
Varna,1
nabags,1
Clhrrīge,1
Ibibts gads,1
šēligsāei,1
Meka,1
Bausias pagasts,1
Jaujenieks,1
Esserē,1
Potkaišs muiža pagasts,1
Gaspaša,1
gubernators,1
Jaunjelgaroā,1
Vidzeme,1
Vidsmne,1
Salaspils,1
priekš,1
Jtalia,1
Kirspēle pagasts,1
Tāši,1
Gaviese,1
ērģeles,1
nakts,1
ekur,1
rīdzinieks,1
Krona,1
Jkškile,1
Vemrar,1
Decembers 1828. Dašads,1
Januar 1826. 2,1
Jlģes,1
Dorothecnhoss,1
Vccc,1
Uppesgrīvi,1
Šaule,1
Kursetmne,1
Vecc,1
Bautc,1
Lečs muiža,1
Janjelgava apriņķis,1
Jauupils pagasts,1
Praviņes pagasts,1
Jeleck,1
Dravenek,1
German,1
Reizera,1
Jūui,1
Barbara,1
pirmais,1
Polocka,1
Kandama pagasts,1
Nīcava pagasts,1
Lā,1
Dunalke,1
Grenči,1
Jūliusā,1
Rende pagasts,1
Kerkliņes,1
aust,1
Dzirrciema,1
Kraslava pilsēta,1
salasmuižēties,1
Lamiscs,1
Jaunjelgarous,1
stendere,1
osta,1
Mylich,1
Sniķcs,1
Esariņs,1
Blankenzelte pagasts,1
novembris,1
Kaņdava,1
Kalnacccms pagasts,1
Šarlottcs novads,1
Talša pagasts,1
Reizers,1
L00,1
turks Āsija ilrcerum,1
Varnomicce,1
Rūbeniek,1
Susseijē,1
Zautēt pagasts,1
Coļs augusts,1
Mirbach,1
Sieksāte pagasts,1
Assers,1
Sassmake muiža,1
Mešotene pagasts,1
Šnikere pagasts,1
Ausadumuiža pagasts,1
Dundangcs pagasts,1
Lielaja Iecava,1
rudzi,1
Braldcuburge pagasts,1
Svare novads,1
zalve,1
Palauge pagasts,1
Novcmbera 1826.,1
Kandaroas pagasts,1
Praviuge pagasts,1
Mercs 1828. 2,1
Šnchpele pagasts,1
Slampe,1
turks armija,1
Ccd,1
Eckš,1
Kumbulmuiža,1
Kumbulmša pagasts,1
Jkškile pagasts,1
Luttrins pagasts,1
Kalnamriša pagasts,1
14V Janmar,1
vaga,1
Heikinģ,1
Folhard,1
Jelgava Echieman,1
atspīdēt,1
atkal,1
Muižasciema,1
Sastnaka,1
trīs,1
Māczeme,1
paplakniekāt,1
Leiša valsts,1
Pēterburgcs,1
Saldus Vagare,1
Skrīveriešs,1
Slceka,1
lielskungs,1
Kribcburge,1
Meš,1
Pussenecka pagasts,1
Elisabeth,1
Lippaiķs,1
Skrunda pagasts,1
Kogenrek,1
patents,1
Biersnecks Gecrts,1
Vērsnnša,1
Beberbeke pagasts,1
Kreēms valsts,1
Gvhbincs,1
kauss,1
Klaipēde,1
Krecms valsts,1
Ārlava muiža,1
Jauljelgava,1
iv pagasts,1
Jauua,1
Ruudāle pagasts,1
Tnknme apriņķis,1
Varnoviccs,1
Pīkc,1
24V April,1
Jlukstcs,1
Engurs,1
Garroyscs,1
Lircks,1
kalt,1
Patkaise pagasts,1
L26,1
Nevels,1
Gramalossskp,1
augusts 1826.,1
Celgava,1
L29,1
nogale,1
lēns pagasts,1
Vemrara,1
Ērcogamuiža pagasts,1
Plieņuciems,1
Krecrou valsts,1
amrita 1829. 2 f. Batse,1
M J,1
Dalbe,1
Berkene pagasts,1
Kaive,1
Jelgava iBoc,1
Ncrreta pagasts,1
Klīvcs pagasts,1
Apprikķu novads,1
Kristvp,1
ihocsibs gads,1
tas pagasts,1
Lasarete,1
Liega,1
ugMK,1
Turķs,1
Kalnamšassaimnccks,1
Reijers,1
Sonaksics,1
vadīt,1
Kuiče Jaun Kristop,1
Augustiņ Garkay,1
Egypte,1
kur ērglis,1
Vīkselcs pagasts,1
Vranibergcs pagasts,1
Salgale,1
Skrnde,1
Šniķe,1
Vruer Janne,1
Pravinģcs pagasts,1
Rengesmuiža,1
liels Jelgava,1
zirgs,1
Griekers valsts,1
raudava,1
Merckandava pagasts,1
Plattoncs pagasts,1
Vručks,1
Steinert,1
K-rievs valsts,1
Franļ-Sessave pagasts,1
Perņava apriņķis,1
Maņģela sala,1
Pētermuiža pagasts,1
saMas,1
Dole,1
Estere Dobele,1
Duualkcs pagasts,1
taskalkūne pagasts,1
Nīge,1
braukt,1
Dlldange ciems,1
Jaun-Sessavs pagasts,1
Neva,1
Kūr,1
Jetgava,1
Saldus,1
Druva,1
Stūrekrogs,1
Reīpra,1
Karlsrue,1
bikstīt pagasts,1
Dviete,1
palangaāt,1
Liepajs,1
dakteris,1
Mattkule pagasts,1
Vittešcp Janne,1
v ī,1
Nīgrande pagasts,1
yo,1
druva,1
Aprila 1826.,1
padoties,1
Krievu' valsts,1
Meinhard,1
Visns,1
katolis Bistaps,1
Mērsrags pagasts,1
Zieksāte pagasts,1
augusts 1826. 2 Kole Ērman,1
Kiāmls pagasts,1
Vnckmaun,1
Jāņa-Baznica,1
Valdone,1
jauns rajJndrik,1
Tukume,1
Pobuše pagasts,1
Tuļkumcs,1
Freimans,1
Prieknle pagasts,1
Adolphj,1
Šibeniķs ciems,1
Krievuļ valsts,1
Sasmakē,1
snikers pagasts,1
Tuppin,1
jūklis,1
Lieljelgava,1
Janišcmskp,1
Česme sala,1
Goldingen,1
Piltene Zuperdents,1
Hasenpoth,1
Sessile pagasts,1
most,1
barons P.,1
1827.,1
vells,1
Kaltdava,1
Aurcnluiša,1
Auremuiža pagasts,1
grīnis,1
Rubene,1
Vircaues pagasts,1
Rude,1
Vartajē,1
Vartajes,1
Cerraukste,1
Vevrara 1827. 2 Jēkabs Tuppin,1
Jēķab Tuppiņ,1
Kcrklinge pagasts,1
Kerkliņgcs pagasts,1
Larviešs,1
Viesīte,1
Kriluvca,1
Pernava,1
Vecauce pagasts,1
Kalkūncs pagasts,1
Talsi,1
Meks,1
Snēpele,1
vidzemnieks,1
Jorgiein,1
Ventespils,1
Medņa,1
Sauke,1
Alšvauge pagasts,1
Vēvrars 1827. R Jēkabs Tnppļņ,1
Aode pagasts,1
Vecsseksarcs pagasts,1
Ķrievs valsts,1
Gravendāļe pagasts,1
Zamīte pagasts,1
Januar,1
Gm,1
Vssšabre Jurris,1
R ā,1
pie zeme,1
Jūns 1826.,1
Striķes pagasts,1
Patroaldinccka,1
Katterdsona,1
Praroinge pagasts,1
Uppcsmuiža pagasts,1
vilciņš,1
Plieņs ciems,1
Rubuļs,1
Jelgava 23,1
Kaugars,1
ES,1
Kerkliņģcs pagasts,1
Kerkliņge pagasts,1
Gaike,1
c. Blumendsona,1
vidus,1
uzņemt,1
pasihāt pagasts,1
Liela-Iecavs pagasts,1
Lielas-Eccava pagasts,1
Zludiuāt,1
Stclpesmuiža,1
Jaunasmuiža,1
Rimkcvitc,1
Rīga pils,1
ed. Vagner,1
augusts 1829. 2 Vraccan Pric,1
Pope krogs,1
Gārsene,1
Lemsere pagasts,1
krogs,1
Lamiņa novads,1
Ninsele novads,1
Greiče Matš,1
sloka Jūrmala,1
Dundanaas pagasts,1
Mujkama,1
Saldus novads,1
janvāris,1
Jelgava 25,1
Jmande,1
Budendīka pagasts,1
mēris,1
otrais,1
Kristaps,1
Zīpele pagasts,1
Tīse Jchkab,1
Striķkcs pagasts,1
Janiševskp,1
24V augusts,1
Abraks,1
bcņs,1
Renda,1
popēt,1
Palermo,1
Medem,1
Jelgavnieks,1
Aidos,1
Adrianopete,1
ickots gads,1
Vevrars,1
g. Šabcrt,1
Kogeniek,1
Steudcs pagasts,1
pienvnvēties pagasts,1
Bramberģe pagasts,1
c. Blumendsonat,1
Bebe pagasts,1
Basinca,1
Laidscs pagasts,1
Salaspils viens,1
Ķā,1
Lielauccs,1
Zinams,1
Amise,1
Ārriga,1
Lielvirsts,1
Rulikovs,1
Kuļšcs pagasts,1
Np,1
Kursīši,1
Gaikesmuiža pagasts,1
