GPE,count
Holandi,24
Vilņa,24
Radoma,24
Čerņigova,24
Briselis,24
Amūra,23
Ērgļi,23
Hersona,23
Stokholms,23
Perma,23
Subate,23
augusts,23
Alšvanga,23
Masiava,23
Platone pagasts,23
ierasties,23
Ipra,23
Zomija,22
Pleskava guberņa,22
Maskama,22
Sesava,22
kaunēties guberņa,22
republika,22
Zviedrijas,22
Smirna,22
Austrs Ungārija,22
Zrievija,21
Ugāle,21
pērt,21
Danciga,21
Code pagasts,21
sabiedrot valsts,21
ārlietas,21
Sabiedrotās valsts,21
ērglis,21
Vilce,21
Ķina,21
Dzērbene,20
Belgija,20
Iekškrievijas,20
Berne,20
aina,20
Vietalva,20
grieķis,20
Livadija,20
Oldenburga,20
Lvova,20
Baznica,20
Revele,20
Aizkraukle,20
Cesvaine,20
Bārbele,20
apakšnams,20
togad,20
Īrija,20
Amsterdama,19
Dvinska,19
Caricina,19
Ēdole,19
Skrunda,19
Ģomija,19
Blīdene,19
Fesa,19
Engure,19
Marija iela,19
Duraca,19
stepe,19
bostons,19
Eiropa,19
Kurmene,19
Riga osta,18
Polocka,18
Jelgava apriņķis,18
Jalta,18
Zaļenieki,18
viesis,18
Vaiņode,18
Pope,18
latvietis,18
Liepajs,18
Ikšķile,18
Ķijeva,18
tāls austrumi,18
Dreiliņi,18
Tunisa,17
Visls,17
Jēkabmiesta,17
Krimulda,17
Vircava pagasts,17
Rigs pilsēta,17
divi,17
augsts,17
Soloniks,17
Neapole,17
Novgorodas,17
Tukums pilsēta,17
Bārta,17
Vocija,17
Jumurda,17
Aleksandrs iela,17
Āsrika,17
salonikāt,17
Tabrisa,16
Ludza,16
Bēne,16
Kalē,16
Amsterdama ziņot,16
Iecava,16
Edinburga,16
katolis iela,16
Adelaide,16
Asrika,16
Dunalka,16
Samara,16
Pēterburga šoseja,16
Maina,16
Roterdama,16
Sarkandaugava,16
Kr,16
skrīveris,16
mācīt,16
aloja,16
Aleksandrija,16
policija,16
Auctrija,16
Dole,16
Marija valsts,16
Novgoroda,16
Kabile,15
Kališa,15
Zijeva,15
Ļubļina,15
Arievija,15
Vestiena,15
šis,15
krist,15
nams,15
Mārds,15
pirmais,15
anglis,15
Austro-Ungarijs,15
Pernavs,15
Lielvārde,15
Jelgava šoseja,15
prāva,15
Druviena,15
Ērģeme,15
dzimt,15
Jekaterinburga,15
Padure,14
Mastava,14
Milāna,14
godalga,14
Roma valsts,14
Kalnciems,14
Skrīveri iela,14
Persijos,14
Litene,14
Kongo,14
tabors,14
Stukmaņi pagasts,14
Arabija,14
Jskiba,14
kosa,14
nonākt,14
Vāne,14
Pļaviņas,14
Dublina,14
Drustu,13
Kronštate,13
Palangu,13
Egeja,13
fabrika,13
nesen,13
maijs,13
Ziemeļ,13
Bukaiši pagasts,13
Kursišs pagasts,13
Hercegovina,13
Sevastopols,13
franči,13
Bezarabija,13
Vernija,13
Kalkuts,13
Praga,13
Potsdama,13
Viļaka,13
šogad,13
Minsku,13
Sarajevas,13
Krasnojarska,13
Ņujorka ziņot,13
vecs,13
Svēte,13
vācietis,13
Dundaga pagasts,13
baks pilsēta,13
Tibeta,12
Vācija valsts,12
Mālpils,12
kauja,12
dona apgabals,12
asaris,12
kantons,12
Priština,12
Krimūnām,12
Jaunpils pagasts,12
Armēnija,12
Sana,12
Gibraltāra,12
Maslava,12
Grobiņa pagasts,12
Jaunjelgava apriņķis,12
Madridi,12
Renda,12
Kc,12
zemnieks,12
saratovēties guberņa,12
sala,12
Ķīna,12
Lubana,12
Tambova,12
virsaite,12
Krustpils,12
Talmuds,12
Bukovins,12
pretorijs,12
Lielupe,11
Rundāle,11
Kamerūna,11
japānis,11
bezdarbs,11
Stavropole,11
Olaine pagasts,11
v ā,11
Argentīna,11
Stopiņi,11
Sece,11
Malme,11
Ceraukste pagasts,11
turks kars,11
Code,11
Krecvija,11
Čataldša,11
Berlīnis,11
igaunis,11
Vidzeme,11
gads,11
Nīca pagasts,11
Tukums apr.,11
grīva,11
students,11
Palangā,11
esere pagasts,11
Daugama,11
pie,11
Zoloniks,11
tauta,11
Lēdurga,11
Kuldiga apriņķis,11
Pēterburga pilsēta,11
Skotija,11
Apriķi,11
Rundāle pagasts,11
tirgus,11
Fc,11
visa,11
Krakovs,11
Āgenskalns,11
ceturtdien,11
Varna,11
Vana,10
Habarovska,10
Mas-Asija,10
Vienigs,10
Maskava pilsēta,10
Lībija,10
Emburga pagasts,10
Perma guberņa,10
Austrs,10
Venta,10
Rosa,10
Ģloka,10
Pērkone pagasts,10
Ceraukste,10
Deli,10
Iesim,10
Iecamas pagasts,10
Krape,10
vispirms,10
Elleja pagasts,10
Froncija,10
tverties,10
Narva,10
Mangaļs,10
savienot valsts,10
Dņeprs,10
Virtemberga,10
Priekuļi,10
Liona,10
Stambula,10
Barselona,10
Arensburga,10
Saldus pagasts,10
centrs,10
Krieviiā,10
Bramberģe pagasts,10
Cēsis pilsēta,10
Kamčatka,10
Bauska iela,10
Dreiliņi pagasts,10
Toboļska,10
Nereta pagasts,10
Riga iela,10
Kišiņeva,10
albānis,10
Ģertrūde,10
Meca,10
Ērgļi iela,10
Pope pagasts,10
vanags,10
komiteja,10
Jaunpili,10
sava,10
Honkonga,10
priekš,9
Krcevija,9
notikt,9
Minska guberņa,9
Ventspils pilsēta,9
Austrija Osicials,9
Talsu pagasts,9
Pastende,9
Saldū,9
atkal,9
liels,9
Visias,9
Maskava iela,9
Piņķs,9
Rucama pagasts,9
Zaļenieki pagasts,9
Bauska apr.,9
Ilūkste apr.,9
Konstanca,9
Pūre,9
Zloka,9
Vitebsks,9
Belostoka,9
pils,9
vakars,9
Albanija,9
More,9
Alšira,9
slāvs,9
Tirole,9
Heinrichs,9
pers,9
tirāns,9
Naudite pagasts,9
Mārciena,9
Adrianopole,9
K ā,9
Volinija,9
Beļava,9
Šampaņs,9
Kolumbija,9
reņģe,9
Rostoka,9
Kanada,9
Londone,9
Prusija,9
Ģente,9
Bēne pagasts,9
Kaukasija,9
Orša,9
stiga,9
burtnieks,9
Penkule pagasts,9
ronis sala,9
vāci,9
Velsa,9
Baltkrievija,9
Grodņa guberņa,9
Cetinjē,9
Ziemeļ-Amerika,9
Katlakalns pagasts,9
Saksija,9
Jēkabnieki pagasts,9
Ķrievija,9
Rietrums Eiropa,9
Ladoga,9
Prāga,9
Dzintava,8
baptists,8
Tripolisa,8
Borisova,8
Madona,8
Turcija kars,8
Irlava,8
Lutriņu pagasts,8
Kristianija,8
Pēterburga Riga,8
Volgunte pagasts,8
Suvalks,8
dienvidi Amerika,8
Liepaja pilsēta,8
šoseja,8
Londona ziņot,8
Sabile,8
Bukaiši,8
Norveģija,8
Danija,8
Leiša,8
Stelpe,8
Talsu apr.,8
Alps,8
Pēterburga guberņa,8
Hubeja,8
portugālis,8
Salaspils,8
Barselons,8
Vecmuiža pagasts,8
Sarikamišas,8
Kalnamuiža pagasts,8
Viļņa guberņa,8
Kosova,8
Suvorovs iela,8
Švitene pagasts,8
Riga šoseja,8
salds,8
Nankinga,8
Terbata apriņķis,8
Zeltiņi,8
landtāgs,8
Krievijs,8
otrais,8
Lotringa,8
Odesa pilsēta,8
serbs,8
Bresta,8
Gārsene,8
Debners,8
Florence,8
Klaipēds,8
Triesta,8
Skrīveri,8
vest,8
Japana,8
sabraukt,8
Limadija,8
Drustiem,8
piektdien,8
Hodeida,8
Valona,8
Kasdanga pagasts,8
Venecija,8
Šauļs apriņķis,8
Roja,8
Budapešts,8
Augsburga,8
Saka,8
Strenči,8
Djakova,8
Valka pilsēta,8
skola,8
Valka apr.,8
Dalbe,8
dievkalpošana,8
Korsa sala,8
abas,8
Ērberģe,8
Valka apr,7
Lielaks,7
Priekule pagasts,7
Pope pag.,7
Rumanija,7
Zigulda,7
Harkoma,7
tā,7
Grobiņa apr.,7
Vins,7
Sarajeva,7
dome,7
Zaksija,7
Portsmuta,7
Balkans valsts,7
Trakija,7
Tērvete,7
dienvidi Krievija,7
Astrachaņs,7
Freiburga,7
Mešotne pagasts,7
plūdi,7
ērģeles,7
Lrievija,7
Pļaviņās,7
sakars,7
viņš,7
Kuldigs,7
Gatšina,7
Remte,7
Alsviķs,7
Madliena,7
liels pagasts,7
lai,7
Bauska ceļš,7
Vilce pagasts,7
Tēerana,7
Kriewija,7
Iekš-Krievija,7
Prisrena,7
Vladivira,7
Taurkalne,7
krievs Baltija,7
ziemelis,7
Ģpanija,7
Nirnberga,7
Dinaburga,7
Lomša,7
Bulgarija,7
Tetelminde pagasts,7
leja pagasts,7
Dalmacija,7
Vandzene,7
rajons,7
Krāslava,7
Adrija,7
Bebrene,7
Dikļi,7
partija,7
Damaska,7
Braunšveiga,7
Jtalija,7
Dagda,7
katars,7
Delkasē,7
Osolmuiža pagasts,7
Liepoja,7
Kuldiga pagasts,7
Jelgava iela,7
Brasilija,7
Vine,7
dona zeme,7
Jeņiseja guberņa,7
Bauska pagasts,7
Vietalva pagasts,7
Dminska,7
Celgava,7
Visla,7
Bordo pilsēta,7
Jelgawēties,7
Dundaga pag.,7
krogs,7
Pernava,7
otrdien,7
Durbe pagasts,7
Nov,7
Jekabmiesta,7
Samara guberņa,7
Sauka,7
Attiecibs,7
Valtaiķi,7
Ruritanija,7
Kraukļi,7
Flandrija,7
Cīrava,7
Rlga,7
n ā,7
Kabile pagasts,7
Ādaži pagasts,7
trīs,6
Kasaņa,6
Katara,6
Tesalija,6
Amerika savienot,6
Rēsekne,6
Zūru,6
Ventspils osta,6
cīņa,6
Dobele pilsēta,6
Jelgava guberņa,6
Kaneja,6
Jēkabmiests,6
Samas,6
viens,6
Uza,6
Jrkutska,6
Fcancija,6
orķestris,6
Arasa,6
tiesa,6
Kalkūne pag.,6
Podolija,6
Lielkņass,6
Beiruta,6
Austroungārija,6
kopā,6
Alesija,6
Jelgava apgabals,6
Jelgova,6
kauns,6
Polija cars,6
Dinaburgs,6
Priekuļu muiža,6
Budapešta ziņot,6
Tāšu-Padure,6
Archangeļska,6
Sigulda pagasts,6
lasis pagasts,6
Adena,6
Albānija valsts,6
klubs,6
Dobele iela,6
Jūrmala,6
Demene,6
pērt rajons,6
Turcija valsts,6
Lomonosova,6
Ungarija,6
Sēlpils,6
st.,6
pa,6
Jelgava stacija,6
Novgorodas guberņa,6
Pļaviņa,6
Pērkone,6
Zaks sala,6
Osolnieks pagasts,6
Koknese pagasts,6
Vāne pagasts,6
uzņemt,6
Višegrada,6
R i G ā,6
rīt,6
Veru,6
Piņķs pagasts,6
Kurmene pagasts,6
kars Vvēstnesis,6
Vitebska iela,6
Limbašs,6
Dignāja pagasts,6
Bsura,6
Prasniša,6
Zpānija,6
Kijema,6
Ventspils apr.,6
Ārlava,6
kremlis,6
palikt,6
Lodss,6
karogs,6
Krakoma,6
Karalaučs,6
Lješa,6
tirsa,6
Elkšņi pagasts,6
Grobiņa pilsēta,6
Matkule,6
Zriemija,6
dubults,6
Ķeisarisks,6
Blagoveščenska,6
kolonija,6
Vadakste,6
Jurjevs,6
Jemena,6
Stopiņiem,6
Džūkste pagasts,6
rudzi,6
Omska,6
Rīga pilsēta,6
Epira,6
Ziemeļ Amerika,6
tagad,6
šī,6
Centralbiedriba,6
mēris,6
Haga,5
abi,5
caur,5
Latv,5
Dignāja pag.,5
Kusa,5
lasis,5
domāt,5
Malaja,5
Pulkova,5
Reina,5
Mukdena,5
minēt,5
Pekinga,5
Vasarsvētki,5
Vilņa guberņa,5
Ģibirija,5
PL,5
Lāsberģs pagasts,5
Cēsis apr.,5
sloka pagasts,5
Donava,5
Nareva,5
Viborga guberņa,5
Hersona guberņa,5
Kurska,5
rio,5
Rucava pagasts,5
Matkule pagasts,5
Mācija,5
Dikļi pagasts,5
Eleja pag.,5
Ķelne,5
Bauska pag.,5
Malta sala,5
malka,5
Zenda,5
vēstnieks,5
Bolderaja,5
rubenis,5
vilnis,5
savs,5
dumpinieks,5
Nemana,5
Asite pagasts,5
Šanghajs,5
Valmiera apr.,5
Auce pagasts,5
polis valsts,5
Kalnamuiža,5
Kasdanga,5
klosteris,5
Deli pilsēta,5
Rubene,5
Mālupe,5
argons,5
Kursite pagasts,5
Carskoje Sela,5
Riqā,5
Remele,5
Verava,5
