NOUN,count
labiba,559
lielskungs,556
krusts,555
iztaba,553
mietnieks,553
Saule,553
sudrabs,551
puisis,548
tappa,548
simts,544
Zeptembers,540
rubuļs,539
dālderis,539
liccis,537
priekšnieks,536
derrigs,536
vissads,535
malods,533
bagats,533
mucca,533
vissada,530
cietums,527
Londone,524
jūdze,523
libds,523
jav,519
cittads,518
karš,517
Parise,517
logs,517
osta,514
Pāmests,512
cels,510
Mārds,506
mass,506
ķeisers,506
stāsts,505
lielaks,504
Miņs,504
pulka,503
braks,502
stāveja,501
drēbe,500
sāle,499
pārradīt,499
trūkums,494
maijadzigs,494
lassitajs,493
malstis,492
gaisma,492
papīrs,488
līķis,486
darrijis,486
nabags,486
durmis,486
Leišs,485
Krievuzeme,484
pussis,483
nelaiķis,482
putraims,481
vāci,480
prassišana,477
Berline,475
dabujis,473
briesmas,470
paliccis,470
dabujušs,469
kmiešs,469
siļķe,469
sīme,465
Eistreiķers,464
vecaks,463
brīdis,463
Eņlante,462
ledus,462
spriedums,460
cūka,460
redzejis,459
šins,459
bijuse,458
sērga,457
šēlastiba,456
rubl,454
iesākums,454
sludinašans,453
Visss,453
vasara,453
makara,447
barons,445
lāde,445
dziedatajs,444
tappe,442
gans,437
tilts,436
atraitne,434
andele,434
lins,433
lappa,432
parlaments,430
suns,425
kuugs,425
bailes,422
sirņa,421
ļautiņš,420
dienests,420
merste,419
tanis,416
kapps,413
mūšs,412
mācibs,412
kambaris,412
godigs,410
februāris,410
mirsnieks,410
princis,407
dašada,406
uppe,404
brīnums,403
precce,402
garra,400
Keisars,399
labaks,399
strādnieks,399
dabujama,398
Pēterburgs,393
jumts,392
lielkungs,392
politika,389
Zpānija,388
termins,388
šēligs,385
gulta,383
landags,380
skaitlis,378
Decembers,376
noticcis,375
pielikums,375
notikums,374
Labiba,374
assara,373
kristigs,373
biskaps,372
priecigs,371
sprediķis,371
maijs,370
svētibs,370
pāmests,368
rinda,367
Eņlenders,366
pircejs,366
briesmigs,365
nodošana,363
sēns,359
posts,359
policeja,358
numurs,358
kauns,358
kopšana,357
meitiņa,357
domaja,355
krasts,354
pūravieta,352
dašads,350
kakls,348
pulkstenis,348
gribejs,346
gribets,343
altāris,343
mūris,343
Eistreiķeris,342
akmins,341
āda,339
kabds,339
rekte,339
tappis,336
Neapele,335
mācitaja,332
darrs,332
smērs,332
pirkšana,332
Kattoļs,331
putns,331
Dāns,330
kviesis,330
pārdošana,329
kauls,329
tams,329
Mercs,328
misione,325
Maskama,323
retts,321
Baznica,320
bote,319
mērgs,318
Dašada,317
ziņa,317
pagans,317
Nīga,317
ticcibs,315
puķe,315
Merca,315
nemiers,314
darrijušs,313
ticcigs,313
stāstija,312
dāmana,312
ierocis,312
bode,311
siemišķs,310
tappušs,310
napoleons,310
igaunis,310
lode,309
avīze,308
malste,308
mašine,308
vista,307
blaks,306
turreja,306
grunts,302
dzīvošana,302
stallis,302
sorte,302
passe,301
mugura,301
Vāczeme,300
krēsls,299
karra-spēks,298
gudriba,298
gribejis,298
barrs,298
cerriba,297
ērģeles,296
māsa,296
sakne,295
Mejika,295
messels,295
pārskats,293
puss,293
Meccs,293
Garibaldis,292
malstiba,292
sulainis,291
turrene,291
sāpe,290
miņna,289
alga,288
Ķeisars,288
salms,288
maijadziba,287
kaušanās,287
mode,286
Klātaka,285
minņa,285
kristits,285
pavēlejis,284
meša,284
Mīrs,283
sludinašana,283
kaimiņš,282
turprettis,282
cerre,281
precca,281
dziedašana,280
redzeja,280
ķēnins,279
assinis,279
ciemats,278
grieķis,278
parrads,278
birkams,278
priesteris,278
prassija,276
rīks,275
barriba,274
solis,274
messeliba,274
karraspēks,274
reizs,272
gars,272
cinis,272
Kuugs,271
lūds,271
sniegs,270
Diema,269
dzirdejis,267
mērts,267
Tēms,266
saccijis,266
piens,265
runaja,265
meitene,264
smiesta,263
sargs,262
gaišums,261
brūte,260
ikdiena,259
Valdiba,259
tornis,259
gattams,258
skolmeisteris,258
pērkons,258
aita,257
palike,256
lielums,255
mārtiem,255
miegs,255
mēle,254
arkls,254
derriga,253
mīļajs,253
direktors,252
laupitajs,252
godigi,251
pusdiena,251
vists,250
šēlastibs,250
saimniece,250
slepkams,249
eisenbāne,249
labibs,247
dārss,246
pussdiena,246
mīna,245
presidente,244
eisenbānis,243
miljons,241
Maldišana,241
nomirris,241
cilts,240
augums,240
tabs,240
cittadi,240
karstums,239
lānis,239
Ministers,239
grauds,239
amatnieks,238
tums,238
gubernators,237
kalpošana,237
darrišana,237
nāmi,236
paligs,236
lielajs,236
sinņa,236
ronās,235
sēta,233
Zmiedrs,233
karra,233
Rāditajs,232
miuns,232
mabja,232
Kēniņs,231
ģenerālis,231
reiznieks,231
pagasta-tiesas,230
landtāgs,230
aka,230
karra-kuģs,229
bērniņš,229
bedre,228
dziedaja,228
akmiņs,228
pirmajs,228
tēvs,227
mirrušs,227
Varšava,226
sūds,226
pļama,226
Zinams,225
Kuldiga,224
laicigs,224
assis,222
vecajs,222
krājums,221
apgabals,221
barribs,220
beigums,220
prassa,219
uauda,219
tra,219
labaka,218
vecakajs,218
Ziemeļ-Amerika,218
rādijs,218
meldiņš,218
jātnieks,217
marrejušs,217
bīdeleta,216
ungurs,216
Lielmirsts,214
pāris,214
smilts,214
jadarra,214
Enlenders,214
tīrums,214
ministeris,213
demejs,212
lopiņš,212
pods,211
piederrigs,210
pavēle,210
pirksts,210
kreposts,210
sāce,210
Pestitajs,210
reiza,209
mubss,209
piere,209
samilija,208
tapps,208
trauks,208
labklāšana,208
minets,208
priekšraksts,207
parads,207
sinode,206
šana,204
ieradums,204
kumitete,204
stabs,204
nēģeris,204
basuica,204
vecums,203
badacietejs,203
nāce,202
Olsteine,202
caurums,202
smešinieks,201
sultāns,201
gubernements,201
ēdiens,200
mokas,200
slimnieks,200
pirms,199
karrogs,199
mabcitajs,199
Juni,199
Citta,199
Liepajs,199
rakstitajs,198
strāpe,197
alus,197
ogle,197
paste,197
maijadziga,197
misionars,197
Daugama,197
prettinieks,197
rads,196
luste,196
Āra,196
braucejs,195
meisters,195
sēdeja,194
taisits,194
magasīne,194
augšs,194
skobla,194
krūts,193
stāds,193
bubs,193
liesma,193
nenieka,192
taī,192
brīmiba,192
iztabas,192
robešs,190
kortelis,190
guleja,190
krona,190
meli,190
Jurģi,189
baļķis,189
sobs,189
Leipciga,189
pūliņš,188
Tērpate,188
bebrns,188
sviests,188
gudribs,187
rekrūtis,187
Amrika,187
appakša,187
brūtgans,187
valdišana,187
tumsiba,186
apgādatajs,186
pērme,186
mīra,185
kabata,185
pelni,185
gattava,185
gribejušs,185
masaks,185
uzraugs,185
Četv,185
zemite,185
krittušs,185
māceklis,184
tabds,184
mierigs,184
mēsls,183
frane,183
laimigs,183
censure,182
drāna,181
pērnajs,181
grūtums,181
melte,180
nags,180
saprašana,180
redzejs,180
Četm,180
gomis,180
milna,180
kopejs,179
bitte,179
birkavs,179
ģenerālgubernators,179
aste,179
prātigs,178
pamassara,178
ganiba,178
ticcis,177
mainigs,177
Turprettis,176
lācis,176
matts,175
gaļa,175
sirsnigi,175
demušs,175
kolera,175
jūrmala,174
kristiba,174
siemelnieks,173
grants,173
muccs,173
pilsēts,172
lasss,172
Amata,172
brandmīns,172
Māciešs,172
upps,172
Dinaburga,171
kabda,171
dabujs,171
esars,170
pagrabs,170
sudmalas,170
trs,170
marra,170
straume,170
šeine,170
jaunajs,169
tārps,169
bubts,169
Dašs,169
mārdi,168
taisnibs,168
mācits,167
tobs,167
dims,167
medus,166
mērtiba,166
Vids,166
biess,166
kapteinis,166
lielgabals,165
kalejs,165
tagadejs,165
pasts,165
eepaja,165
febrjs,165
dzēriens,165
lielmāte,165
Pilsats,165
rudulis,164
Ties,164
mniša,164
klēts,164
Grieķers,164
Kēniņš,164
taisniba,163
grasis,163
māls,163
sāca,163
valdibs,163
taisita,163
krūms,162
mabrds,162
pamalstnieks,162
slimiba,162
tiesnesis,161
beigas,160
mese,160
slepkama,159
skrīmeris,159
cienigs,159
maks,159
lētaks,159
kaušana,159
bagatiba,159
decembris,158
marrejis,158
jūds,158
piemiņa,157
Tērpata,157
liuuu,157
rādišana,157
tauui,157
piederreja,157
ģīmis,156
Mērgs,156
less,156
mārciņa,156
cerribs,155
ercogs,155
jacieš,154
sinašana,154
tikums,154
Bismarks,154
austrietis,154
ties,154
dems,154
Zloka,154
Mācitajs,153
pulkstens,153
Gubernaters,153
paldievs,153
grams,153
saime,153
retti,153
meisteris,153
drošiba,152
kamanas,152
milks,152
palīdzibas,152
smeša,152
kappa,152
sādša,151
Linkolns,151
febris,151
bērnins,151
Maršama,150
gattavs,150
sārks,150
nelaimigs,150
siltums,150
General-Gubernaters,150
tautas-mietnieks,150
strops,149
lelgava,149
Januars,149
izdošana,149
pussi,149
klasse,148
melderis,148
dakters,148
laipnigs,148
cerrejs,148
bnhs,148
Maloda,148
eņģelis,148
siemeļs,148
dusmas,147
biedris,147
plinte,147
melts,147
prece,147
krekls,147
mnms,147
kantoris,147
mineta,146
patikšana,146
Dacchada,146
Zludinašana,145
Cilveks,145
sirsnigs,145
desmits,145
draudziba,144
puika,144
sinadams,144
mibrs,144
kristiga,144
Marreja,144
telegrāss,143
bagata,143
dūms,143
turrs,143
trešs,143
Māczemnieks,142
Lieldiena,142
garrigs,141
sils,141
klusss,141
miršana,141
ness,141
ūtrupe,141
apkopšana,141
ķeisaris,141
marrejs,140
Minņs,140
Amises,140
gaidija,139
kāsa,139
pārtikšana,138
nomads,138
atrade,138
saglis,137
arrama,137
klosteris,137
izslēgšana,137
bārda,137
bēdigs,137
rinde,137
Aizputte,136
Makars,136
kaste,135
glābšana,135
massara,135
mantinieks,135
Keiseriene,135
febrks,135
mini,135
grassis,135
druka,135
sieds,135
komiteja,134
atsīšana,133
rota,133
mirris,133
protokols,133
miess,133
troksnis,133
bezdiemigs,133
Ģludinašana,133
Italiešs,132
Lassitajs,132
kaļķis,132
nasta,132
kngs,132
platšs,132
spārns,132
sūtits,132
draudzene,132
kasaks,131
maijadzets,131
presidents,131
šķirra,131
gadijs,131
grāmatiņa,131
atskaneja,130
cerreja,130
Ribga,130
strādajis,130
cauris,130
liecibs,130
dzimtene,130
pavēlešanu,129
atbilde,129
briesmiga,129
laucinieks,129
grēcinieks,129
mācija,129
dema,129
maksašana,128
kanāls,128
mīkla,128
