VERB,count
parist,338
klusēt,336
peldēt,333
izsniegt,333
nodrukāt,331
valdīt,329
iekrist,326
drukāt,325
piešķirt,324
noslēgt,323
sadragāt,323
karot,322
sabiedrot,322
jautāt,320
manīt,319
balsot,319
apbruņot,318
lidot,315
sanākt,315
izsacīt,314
spriest,313
pārcelt,311
Sabiedribas,311
uzturēties,310
plūst,309
iemietot,309
paredzēt,308
izsaukties,305
pārmest,305
uzturēt,304
pabalstīt,304
savadīt,302
kliegt,302
nobraukt,301
ielenkt,301
atsaukt,300
apklust,299
pierādīt,298
savākt,298
apgaismot,298
pārbraukt,297
streikot,297
pieteikties,296
parisēt,295
bombardēt,295
ievietot,294
iedzert,293
tīri,293
sēdēt,292
izsaukt,290
sabiedribāt,289
pamasēt,283
pārsteigt,279
mēties,279
kast,279
pilēt,278
nomērot,277
iedzīvotaji,275
nokaut,273
maldīt,273
tīt,272
aplūkot,271
sēt,271
parādijāt,267
piedalitāties,267
pārņemt,265
sagatavot,264
nodarīt,263
siet,263
krāt,262
aizslēgt,259
piedalēties,258
pabalsts,258
sakost,258
atsināt,258
lemt,257
saldati,257
padarīt,256
apskatīt,256
siedot,255
saimniecibāt,255
apsargāt,254
kost,254
sprāgt,254
taisīt,253
saudešanāt,252
atraidīt,251
izziņot,251
sabraukt,250
kāpt,250
aiznest,250
piedalīties,249
malt,249
saķert,245
ielikt,244
marot,244
kaut,244
uzskatīt,243
nogurt,243
nogremdēt,243
aizņemt,242
skriet,242
izvest,242
izmaksāt,241
jaukt,240
palīdzēt,240
nosīmāt,240
izmantot,240
Ilga,239
nokārtot,239
piemērot,238
sagrābt,237
radīt,237
piedzīvot,236
novērst,235
mēģināt,235
noliegt,235
apsveikt,233
saimniecibas,232
vēlēt,232
uzaicināt,232
aust,232
pelnīt,232
ceļot,232
apmierināt,231
aprakt,231
smieties,231
gūt,230
projektēt,230
iebrukt,230
pieteikt,229
pateikt,229
palaist,228
kalt,227
izrādēties,227
iztaisīt,225
saukties,224
piekopt,222
nosacīt,222
atkārtot,222
kauties,222
pastiprināt,222
pateicibu,222
apmainot,221
nostāties,220
piedot,219
līst,219
birt,219
palīdzibu,219
vēlēties,219
atsaukties,218
izšaut,218
justies,217
piedzert,216
tulkot,216
aizstāvēt,216
pamosties,215
apvienot,214
paspēt,214
rast,214
pievienoties,214
izlikt,213
šķirt,212
steidss,211
nosīme,210
vadīt,209
ienest,209
nemanot,208
piebilst,206
ost,205
dzīties,205
kaitēt,204
ģērbties,204
aprobešot,204
marāt,203
bērt,203
aut,203
uzticēt,203
pievienot,202
iedzīvotaju,202
slēpt,202
izsist,202
dalīt,201
izcelt,201
padot,201
vist,200
mainīt,200
izbeigt,200
jumt,199
uzmest,199
sinot,198
atturēt,198
nošauties,197
dēt,197
uzticibāt,197
komandēt,197
uzmanigāt,197
liegt,197
nolaist,195
varetāt,195
rīt,194
sēde,194
atvest,193
sodīt,193
pakrist,192
uzdoties,192
postīt,192
kust,192
izprast,192
novērot,192
vīt,191
apdegt,191
kaunēties,191
noraut,190
saturēt,190
drebēt,190
apvainot,190
smiet,188
pieminēt,188
nekustēt,188
sacelties,187
izmeklešanāt,187
nolaisties,187
iztikt,187
sakropļot,187
apņemties,187
pagūt,186
nospriest,186
nojaust,185
liegties,185
mantot,184
nodrebēt,184
noķert,183
satikt,183
pamanīt,182
izglītibāt,181
modināt,181
ieskaitīt,181
baidīties,179
apkarot,178
nolasīt,178
izsakast,178
apspiest,178
šķist,177
sargāt,177
atteikt,176
laisties,176
spīdēt,176
apsēsties,175
nosodīt,174
apmainīt,174
iepasīties,174
papildināt,173
tēlot,173
bruņot,172
sabiedroto,172
satriekt,172
viest,172
izturēties,171
sašaut,170
vākt,170
sapņot,170
paslēpt,169
zināt,169
noritēt,168
pamatot,168
pakārties,167
vienoties,167
iekarot,167
dusēt,166
izrādīt,166
aizdegties,165
apdzīvot,165
pagumt,165
iepirkt,164
raksts,163
uzlēkt,163
reibināt,163
atlikties,163
piebraukt,163
izlabot,162
protestēt,162
ielaist,162
norādīt,162
pieņemties,162
lūdzu,162
izturešanot,161
pīkstēt,161
vilt,160
jukt,160
pārspēt,160
salt,159
pagarināt,159
izcēlusēt,159
izlēkt,159
nolaupijušāt,159
pakārt,159
kurt,159
sasiet,157
apcietinēt,157
izslēgt,155
attiecigāt,155
sastingt,155
rašs,154
ņas,154
piemirst,154
attēlot,153
aizceļot,152
sadurt,152
aizdot,151
uzpirkt,151
samest,151
atiet,150
satikties,150
apkalpot,150
apmulst,149
saskanēt,149
piedzerties,149
uzkrist,149
lūkot,149
glabāt,148
segt,148
iesist,148
piedališanot,148
sins,146
piesteigties,146
labpatikt,146
apiet,146
slēpties,146
pateicibāt,145
izsinēt,145
sabiedribēties,144
attiecibēties,143
atrodāt,143
izstāties,142
pievest,142
iewainot,142
nomērstāt,142
novest,142
saistīt,141
saldatu,141
piedalijušāties,141
liel,141
šaīt,141
izturešanāt,141
saudejumāt,140
uzsvērt,140
izrakt,140
raut,140
apbalvot,139
nodibināties,139
ritēt,139
atkarāties,139
nokalpot,138
sadurties,138
pildīt,138
nogaidīt,138
apkopt,138
uzrādīt,137
šaubities,137
dsīvot,137
atsināties,137
posts,137
nodarbināt,137
slimot,137
pārejot,137
ilgt,137
norisināties,135
izraut,135
nokļūt,135
sludināt,135
aizdzīt,134
gatavoties,134
parakstīt,134
dejot,134
uzmanigi,134
atpūsties,134
izklīst,133
atgriesāties,133
skaitīt,133
tirgoties,133
uzlabot,133
izglītot,133
viltot,133
plosīties,132
apgalvot,132
ielēkt,131
atcerēties,131
atsinibāt,130
mācēt,130
piemest,129
sabiedribēt,129
stiprināt,129
izspriest,129
not,129
atgādināt,129
vilkt,128
izvilkt,128
pagaidīt,128
kustēties,128
izrīkot,128
ieradusēt,128
mēgt,128
sadabūt,127
kult,127
izsagtēties,127
pasīstamāt,127
pārvērst,127
laimigāt,127
nosisties,127
izdemumi,127
atlīdzibāt,127
nodzēst,127
apdzēst,127
izkāpt,126
paglabāt,126
dzēst,126
nodoties,126
piedzīt,126
attīstibāt,126
izdzīt,126
atmērīt,125
piemist,125
kristīt,125
steigt,125
apliecibāt,125
aprakstīt,124
gādāt,124
melot,124
apsolīt,124
sarunāties,124
iedot,124
stāt,123
pastāstīt,123
starot,123
nomanīt,123
parādēties,123
Kristus,123
balēt,123
lupt,123
iznīcināt,123
apgalmo,122
piedalisāties,122
pamāt,122
medot,122
barot,122
apliecināt,122
mērot,121
vērst,121
uzturešanāt,121
noprast,121
godināt,121
noskaidrot,120
nosīmi,120
sniegs,120
uztraukties,120
izmist,120
nodurt,120
mudināt,120
sastapties,120
vērt,119
pārkāpt,119
salīdzināt,119
vilkties,119
bijušais,119
ilgs,119
izciest,119
pasašieru,119
uzmanibāt,119
apbalmot,118
nopratināt,118
sakēt,118
vairoties,118
paganīt,118
aizlaisties,118
ieradisāties,118
iedsīmotajāt,117
klejot,117
izkrist,117
nosalt,117
izsagtāt,116
pierast,116
nosēdetot,116
piekāpties,116
pārsteigts,116
šas,116
bojāt,116
klausīt,115
trakot,115
apgalmot,115
nosiegumu,114
pārplūst,114
nāt,114
nospiest,114
paslēpties,114
apbruņoties,114
raksturot,113
apstaigāt,113
sagatamot,113
pieprasīt,113
mākties,113
mist,113
kot,113
glābties,113
izdemumāt,112
studēt,112
atgriestāties,112
nepietikt,112
sastādīt,112
svinēt,112
nolaupīt,112
laboties,112
aizsargāt,111
parādīt,111
sapulcejušāties,111
pateicibas,111
gult,111
izaugt,110
iespert,110
piedalijāties,110
dzelt,110
grimt,110
teikties,110
noplēst,110
nocirst,109
pasašieri,109
reģistrēt,109
griesies,109
apšaudišanāt,109
pogāt,109
apgādēt,109
salikt,108
nodalīt,108
algot,108
nobeigties,108
irt,108
pasaukt,107
rūpēt,107
iedsīmot,107
sagļāt,107
iekārtot,107
piesiet,107
saņemties,107
ietīt,107
izglābties,106
atmaksāt,106
palīdsibāt,106
apmierinēt,106
neiespēt,106
parasts,106
uzmanibu,106
pļaut,106
riet,105
uzvest,105
apņemt,105
klāties,105
atskaitīt,105
pārklāt,105
pasludināt,105
stiepties,105
atspiest,105
izpārdot,104
izgatamot,104
kurināt,104
klausīties,104
panest,103
ielausušāties,103
noliekties,103
veikt,103
sabrukt,103
iemākt,102
less,102
piesteidsāt,102
atsacīties,102
uzplaukt,102
nosagtāt,102
nostiprināt,102
jaust,102
lāsēt,102
pasīstāt,102
rist,101
sakopot,101
trīcēt,101
iemantot,101
ietikt,101
pārtikt,101
izdegt,101
nomesties,101
izplatīt,100
iekšejāt,100
izspiest,100
atšķirt,100
smaidīt,100
norunāt,100
atkārtoties,100
pārspriest,100
būvēt,99
samīt,99
pavēlēt,99
atriebibas,99
sagraut,99
spraust,99
saudejumu,99
piedališanāt,99
dsīmot,98
miltot,98
nosiegumāt,98
tiekties,98
precēt,98
laupīt,98
velt,97
ecigāt,97
iesmieties,97
šosēt,97
aiztikt,97
saplūst,97
pielaišēt,97
sagatavoties,96
elpot,96
klust,96
uzticigāt,96
nepatīkams,96
atvērties,96
braukāt,96
atminēties,96
pamairot,96
klāt,96
apnikt,96
atriebties,96
maksa,95
sapulcejāt,95
izbeigties,95
izpaust,95
apcietināt,95
iztiesēt,95
salīgt,95
pārvest,94
interesēt,94
atraut,94
aplaupīt,94
iejaukties,94
iznest,94
uzkāpt,94
apsinigāt,94
apstatīt,93
pavairot,93
uzraudzibas,93
notikties,93
izgudrot,93
iedomaties,93
savienoties,93
Mains,93
pagatamot,93
pierādijāties,93
notiesatāt,93
apkampt,93
iespiest,92
nošēlot,92
soļot,92
sabūt,92
bij,92
atseviškāt,92
pareģot,92
svērt,92
izsagušāt,92
Jelgawas,92
nomākt,92
izdarēt,92
uzskriet,91
marinēt,91
cienīt,91
vērot,91
cirst,91
iekļūt,91
adresēt,91
saspiest,91
aizrādidēt,91
nodomajušāt,91
mocīt,90
