NOUN,count
sasaukšana,139
Rubuls,138
Precca,138
vissis,138
mirrušs,138
Tanm,138
sērga,137
ciems,137
8o,137
kaimiņš,137
daļa,136
Leišs,136
aste,136
Merca,136
esars,136
maiss,135
tēms,135
labums,135
drāna,134
vējš,134
govs,133
silka,133
laiva,132
jauneklis,132
mīlestiba,130
ratts,130
zelts,128
dzīviba,128
tēma,128
rabs,128
dakteris,127
slrīveris,127
vecaks,127
gaiss,125
jav,125
ronās,123
assara,122
siena,121
siems,121
mīrs,121
precce,120
brīdis,120
stunda,120
Zeptembera,120
augums,119
bagats,119
miets,119
māciba,119
Vevrara,118
iztaba,118
atrade,118
patte,118
amišs,117
vissmēlaks,117
precca,116
cels,116
eena,116
piere,115
mietnieks,115
saldats,114
krusts,114
rekrūtis,114
tāle,113
rudens,113
saimniece,112
Apriļs,111
strāpe,111
lassa,111
Si,111
Varis,110
svētdiena,109
ticciba,108
drēbe,108
pussdiena,108
uppe,108
novembris,108
pussis,108
silķs,107
notikums,107
salms,107
iela,106
gulta,106
mantinieks,106
sala,106
pagastatiesas,106
piederrigs,105
nomirre,105
bērniņš,105
iesākums,105
Veiseriska,105
mēlēts,104
bailes,104
robešs,103
simts,103
placcs,103
noticcis,102
ļautiņš,102
pērkons,102
runa,102
pilsēta,101
klātums,101
Jaunaspils,101
Keisers,101
šēlastiba,100
Palange,99
pļava,99
augšs,99
Cša,98
Citts,98
galms,98
mūris,97
nelaiķis,97
Bērsmuiža,96
appakšrakstu,96
tcesa,96
nolikšana,96
Decembera,96
siktērs,95
sniegs,95
nomirruša,95
miršana,95
loceklis,95
sirīveris,95
mass,94
tecsa,94
lelgava,93
stāsts,93
kopšana,93
āda,93
slrīmeris,93
kakls,93
bads,92
vētra,92
tūkstotis,92
ikdiena,91
Daugama,91
stallis,91
osta,91
Jūns,91
nomirris,90
priekšnieks,90
janvāris,89
muižnieks,89
sudmalas,89
i6ts,89
inventariums,89
Oktobera,89
Jslaists,88
retts,88
darrijis,88
surtcs,88
sargs,88
dāvana,88
verste,88
spriešana,87
Nerretas,87
plūdi,87
pārdošana,87
darrs,86
debe,86
balss,86
Jurris,85
visss,85
šana,85
dabujis,85
valsis,85
Jūnis,85
mese,84
kopa,84
pavēlešanas,84
kauns,84
polis,84
glābšana,84
smešs,84
parrads,83
Siktērs,83
liccis,82
viņna,82
gaušs,82
desmits,82
Vevrars,82
gribets,82
brīnums,82
kapps,82
šini,81
Bībele,81
Ventespils,81
melderis,81
svētki,81
kambaris,81
dārss,81
gudriba,80
Nomembris,80
logs,80
cittadi,79
ģenerālgubernators,79
Aizputte,79
cilts,79
kanņeps,79
aita,79
ņo,79
priekšraksts,78
jebkurrs,78
pavēlcšanu,78
i6ta,78
konkurss,78
Patmaldinieks,78
Āeiseriska,78
gans,78
miegs,78
domaja,78
brandvīns,77
vaijadzigs,77
Novembera,77
varets,77
Bērse,77
virsa,77
vassara,77
dzīvošana,77
tams,77
kapeiks,77
biedrs,76
paliccis,76
tāļaks,76
pēcaks,76
Dorbe,76
inmentariums,75
appakša,75
termīns,75
siens,75
zemis,75
redzejis,75
Engurēm,75
labibs,75
ganiba,74
debess,74
māka,74
pirms,73
ķēve,73
dvēsele,73
Gubernemente,72
redzeja,72
mācitaja,72
ģīmis,72
meša,72
priecigs,72
Reizers,72
cietums,71
garra,71
kugs,70
vilks,70
altāris,70
miņns,70
cūka,70
ceļļs,70
mārda,70
vīse,70
Apriļa,69
makars,69
grauds,69
lūds,69
messels,69
cēle,69
laidars,68
saime,68
tālaks,68
Talsene,68
prastišana,68
sasaukš,68
mācibs,68
krodzinieks,67
lielkungs,67
labaks,67
pircejs,67
Novembers,67
kmiešs,67
Reizerissa,66
arrajs,66
izts,66
Krecvs,66
lācis,66
miests,66
turpliks,66
klēts,65
turrs,65
gattavs,65
virsnieks,64
ness,64
maloda,64
Visss,64
kapsēta,64
paldievs,64
derrigs,63
sieds,63
dimjs,63
sēģeli,63
appakšrakstitas,63
izness,63
minņs,63
icts,63
tīkls,63
straume,63
luste,63
sludinašans,63
vecums,63
Nomembera,62
cerriba,62
sinašana,62
ipūrs,62
massara,62
darrijušs,62
ibts,61
vaina,61
appakšs,61
rapports,61
gaspaša,61
dabujušs,61
lielaks,61
dabujama,61
siudinašana,60
kristigs,60
sāpe,60
masaks,60
kvcešu-milts,60
Jurrs,60
sinņa,60
klātstāvejs,60
deve,60
nāme,60
tccsa,60
Vida,60
katris,59
Bausse,59
briesmas,59
merste,59
pavassara,59
mugura,59
vācietis,59
sakne,59
paliga,59
prātigs,59
akmiņs,59
studinašana,58
spalva,58
dašada,58
Turķs,58
liesma,58
pilssats,58
Taī,58
Veccsaule,57
sods,57
Amise,57
mēuešs,57
skāde,57
varetu,57
Diems,57
Kursišs,57
izdošana,57
pārtikšana,57
pussi,56
ibta,56
kortelis,56
tikums,56
Cšs,56
Keisars,56
tiesaskungs,56
bārgs,56
varedams,56
šogads,55
pelni,55
aiciuati,55
mokas,55
deme,55
lānis,55
makara,54
roiņs,54
kopt,54
dievabījigs,54
marredams,54
krāsns,54
meitiņa,54
sulainis,54
sķrīveris,54
magasīne,53
sinņs,53
pāris,53
konkurse,53
Friccs,53
trauks,53
pavchlešanu,53
rags,53
Bts,53
Nīce,53
gudribs,53
vinņa,52
sobs,52
tārps,52
svārks,52
prassa,52
papīres,52
dašads,52
tanis,52
nosagts,52
uzraugs,52
Kandama,52
audekls,51
salna,51
labklāšana,51
līdzšinigs,51
karra,51
Kukšas,51
guleja,51
lieciba,51
mente,51
barriba,51
karstums,51
prūsis,51
mirris,51
nodemis,51
kamanas,51
Cta,51
gaisma,51
roiens,51
atdemis,51
drošiba,51
sūds,51
Mācitajs,51
biedrība,50
pārradu,50
sabls,50
izstēgšanas,50
godigi,50
kaušana,50
briesmigs,50
lopiņš,50
saimnecks,50
beigums,50
rads,50
Zemite,49
cinis,49
kristits,49
siņns,49
lasss,49
Kēniņš,49
pagrabs,49
kuugs,49
posts,49
svētibs,49
gubernators,49
sagts,49
matts,49
bitte,49
Pagasta-tiesa,49
roisss,49
gribejs,48
griba,48
bēres,48
kabata,48
Banko,48
galma,48
krekls,48
bilde,48
lielums,48
strīvcris,48
slimiba,48
Patvaldinecka,48
Janmars,48
mēle,48
tornis,48
kmiešu-milts,48
rīks,47
prāvests,47
Zergemīte,47
bīdelets,47
Sprančs,47
Uppe,47
pirksts,47
Jūne,47
maksašana,47
kritte,47
piemiņa,47
stāds,47
vijss,47
uolikts,47
appakšrakstāt,47
augša,46
tāļi,46
gomis,46
mīla,46
vaigs,46
nāmi,46
šogs,46
pulkstenis,46
aka,46
Jsgājušs,46
taisnibs,46
esara,46
tappa,46
Cts,45
dcena,45
blaks,45
duss,45
rīkle,45
iztabas,45
nabadziņš,45
si,45
Grendše,45
vaijadziga,45
igaunis,45
lāsts,45
apdoms,45
deguns,45
sils,45
dzelss,45
mārciņš,44
sēta,44
vagars,44
ienaidnieks,44
ķēniņš,44
dzelscs,44
turrets,44
Jūui,44
mīļigs,44
Gubernementa,44
jūds,44
Kēniņs,44
krūms,44
vmņs,44
vesseliba,43
lielskungs,43
I2ta,43
ssādi,43
Lieluppe,43
plāns,43
skole,43
muižaskungs,43
gājums,43
sivis,43
Friccis,43
i3ta,43
Luttriņs,43
naāt,43
barribs,43
andelešana,43
vareta,42
leija,42
padarrija,42
gaišums,42
runaja,42
durmis,42
putraims,42
saimuieks,42
atstāje,42
baznickungs,42
arrentis,42
sirņa,42
pirma,42
dzimtskungs,42
Lutters,42
maks,42
vts,42
Baznics,42
tappuss,42
maijadzigs,41
solīt,41
cxx,41
ivts,41
dzirdejis,41
pateikšana,41
rubuls,41
izsiēgšanas,41
Henko,41
kašoks,41
meli,41
šēliga,41
lappiņa,41
kauls,41
biess,41
trešs,41
vissada,41
tanms,41
vesums,41
cettorts,40
krusss,40
amatnieks,40
pavēlešanāt,40
ūtrupps,40
maksārs,40
vissads,40
tappusis,40
lielceļš,40
dims,40
vassars,40
vissī,40
lcdaina,40
mabja,39
Nomembers,39
citkārtigs,39
nomads,39
pātari,39
dcvejs,39
pilssata,39
kopmaņs,39
kaite,39
sta,39
Turpliks,39
skolmeisters,39
Krcevs,39
pienemts,39
pakalns,39
vecaka,39
nodošana,39
ārs,39
kurpnieks,39
tums,38
patents,38
retti,38
Patvaldiuieka,38
Jurra,38
velti,38
strādnieks,38
debesis,38
Zenāts,38
reģistrators,38
moderešana,38
bīdcleta,38
Aeiserissa,38
sēgeli,38
Englenders,38
čigans,38
Vente,38
dabujs,38
Klige,38
i3ts,38
Jaun-Auce,38
saprašana,38
Zūre,38
atbrauce,38
vīkšna,38
sibens,37
Nris,37
stunde,37
skolmeisteris,37
uzsaukšana,37
cars,37
daša,37
ssaidra,37
dūms,37
gadijs,37
sagli,37
gadija,37
kugģs,37
rubuļs,37
krussa,37
pamassara,37
pilssēta,37
smilts,37
cena,37
dzīve,37
plinte,37
bedre,37
sēns,37
bagata,37
rīja,36
Mešs,36
seinme,36
prassčana,36
vchra,36
dzimtsmuiža,36
Dundanga,36
kvecšs,36
mānis,36
ogle,36
cerrejs,36
darrits,36
vārti,36
Nub,36
Mešotne,36
gudrinieks,36
lode,36
sieviņa,36
meldeties,36
piederreja,36
pasts,36
kāposts,36
pieminets,35
durvis,35
rakstits,35
Latviets,35
Jānus,35
vissmēlaki,35
strds,35
branga,35
sēģels,35
vāks,35
Lielas-Iecava,35
brūte,35
Zudrabs,35
sārks,35
lassitajs,35
miņna,35
nasta,35
došana,35
turra,35
dusmas,35
Lins,35
dārsnieks,35
vadmala,35
auka,35
mirsnieks,35
Jaunas-pils,35
