NOUN,count
auglis,1152
noteikums,1148
sargs,1146
masa,1142
vareja,1142
īpašums,1136
pārdotava,1133
laupitajs,1126
ticiba,1124
nelaiķis,1123
kalps,1123
amise,1119
mašina,1118
tuvums,1117
vecaks,1110
daba,1108
upuris,1102
ienaidnieks,1096
sādziba,1090
drēbe,1086
gaisma,1078
katolis,1076
osiciers,1075
sīme,1074
banka,1073
bijuse,1072
sevišks,1065
direktors,1059
kabata,1058
kongress,1050
vidus,1049
rudzi,1049
rīciba,1046
briesmas,1037
dienests,1034
aprilis,1027
baznics,1025
Ši,1024
šaī,1020
kalns,1020
jauneklis,1011
kara-spēks,1006
kapitāls,1003
polis,1001
dāvana,1000
mīlestiba,995
banda,992
koncerts,991
slote,990
klase,989
izrāde,983
sakars,982
redaktors,982
atļauja,980
ģenerālgubernators,978
ķeisars,972
brauciens,971
tilts,970
dzīviba,967
slola,961
sieva,959
vajadziba,959
resorma,957
streiks,956
iekšlietas,956
sala,955
pabalsts,954
gars,952
igaunis,950
saruna,950
kandidāts,949
nāme,949
šimbrīšs,947
majadzigs,941
politika,938
bibliotēka,938
mešs,937
aizdomas,932
piemērs,930
galva,924
gaita,921
rats,920
meitene,920
sadursme,913
Port-Artura,906
turks,905
brīdis,896
nodoms,890
galds,888
luga,887
lauksaimnieciba,885
pate,883
vācietis,880
apcietinats,880
Kurceme,877
pils,876
saldats,874
stops,871
svētdiena,870
alus,868
iztaba,863
piens,863
spaids,860
aprindas,855
policeja,849
sekmes,849
sudrabs,849
sēta,846
miesa,844
līnija,843
malka,842
saudejums,838
zemkopiba,837
līķis,836
iekšceme,835
daudzums,835
pulka,835
vadiba,835
lapa,832
iemītnieks,832
ļaundaris,829
iespēja,828
Vidceme,827
dzimtene,820
ceriba,818
dzēriens,817
pēda,815
nolēmums,813
saturs,810
siola,810
vispārigs,810
vēlešans,802
prese,799
bars,795
runāt,795
materiāls,791
loma,791
nieks,785
prāva,781
ģimene,777
viela,775
ārceme,772
grāss,768
Kuldiga,768
tirgotājs,767
vareta,766
kantoris,765
krasts,765
pants,763
kgs,762
līdzšis,761
sēkla,761
Berline,761
izdevums,756
vēstule,754
krusts,747
krājums,745
tiesnesis,744
revolveris,744
prasijums,743
parāds,743
pavasaris,741
budšets,737
telegrase,731
durmis,730
apgaismošana,729
gariga,729
Keisars,729
siena,728
aizstāvis,726
papīrs,723
kolonija,711
lode,711
robeša,710
procents,705
būve,703
cūka,699
mūšs,697
veikals,697
pēdejs,696
statūts,694
parlaments,694
runātājs,694
monopols,688
vīrietis,687
muita,683
Varšava,683
rūpnieciba,682
vietnieks,682
telegrāss,681
kaimiņš,676
biļete,675
Kīna,675
pretinieks,664
vienigs,661
akmens,660
simts,659
pilsonis,659
literatūra,656
deputāts,655
dims,654
šana,654
priekšnieciba,654
suns,653
izglītibas,652
muižnieks,652
celšana,651
meša,649
nākotne,647
vara,643
adrese,641
redakcija,641
inspektors,641
Aleksandrs,641
miezis,638
kundze,638
cietoksnis,634
rakstnieks,633
lietus,629
vadonis,629
izrīkojums,627
pase,623
mainigs,622
kara-lauks,622
cēlonis,622
Mandšurija,622
lauksaimnieks,621
būme,621
sinančs,618
puisis,618
maiss,617
svars,617
dāma,615
centrs,614
vilciens,613
zemkopis,613
interese,611
miertiesnesis,611
ieņēmums,611
sādša,608
vagons,607
Ķeisars,605
pasnieds,604
ģimnasija,604
viesis,604
zemišks,603
jautajums,603
visma,603
Amise,602
Pēterburgs,601
laiva,600
siemeļs,600
kolera,599
grupa,599
pārdošana,598
paziņojums,598
liktenis,597
sabiedribēties,596
Mācitajs,596
uzdevums,596
punkts,596
priekšstāvis,595
mēģinajums,593
protokols,592
dabujušs,592
tūkstotis,592
merste,592
Valdiba,588
sabiedriba,585
rinda,585
uzraugs,585
priekšlasijums,582
maks,581
darbinieks,577
franči,577
lords,576
slimiba,572
pūles,571
Saule,569
šaubas,568
delegāts,568
kods,567
tēms,567
jūtas,565
priekšmets,561
aģentūra,561
padoms,561
dalibnieks,561
nosacijums,561
acis,559
kadets,558
slimnieks,558
mācibs,556
kasaks,556
piekrišana,555
laikmets,554
tēvs,552
dziedašana,551
mugura,551
milti,551
karogs,550
māksla,550
sērga,549
dumpis,547
Odesa,547
mīna,547
pūlis,545
telegrams,545
veids,544
lielums,543
asins,540
marka,540
kapeika,540
ugunsdzēsejs,539
posicija,538
valdibs,537
kurators,537
pulciņš,536
pelņa,535
debates,533
Jānis,533
bads,532
sādzibs,532
jubileja,530
sekretārs,530
rēķins,529
visione,529
pulkstenis,528
kultūra,528
bruņas,526
durvis,526
majadzeja,524
arestants,524
masaks,523
musika,523
strīds,520
programa,519
Rigs,517
spārns,514
saraksts,513
troksnis,512
zemišķs,512
liste,511
rašojums,510
tautiba,510
tēma,509
vietejs,507
socialdemokrats,507
siems,506
liecinieks,504
junijs,503
darišana,503
aizņēmums,503
mietejs,502
posts,502
sastāvs,500
dima,499
si,499
izmeklešana,499
policists,499
tums,498
milciens,498
Leišs,498
cila,496
mierigs,496
ārlietas,496
patiesiba,495
dzeršana,495
vienigi,494
auss,493
slols,491
sauciens,491
laukums,490
siniba,490
izdemums,485
slolotajs,484
kartupelis,483
bauma,482
remolmers,482
darbibs,481
kārtibs,481
derigs,481
Sibirija,480
lūds,480
siemiete,480
acumirklis,479
ļap,479
lasitajs,478
galma,478
seka,476
torpēda,475
malstis,474
nosiegums,473
amatnieks,472
sultāns,471
majadziba,471
lins,470
balle,469
gans,468
plāns,467
daliba,467
skolnieks,463
kviesis,463
abonents,463
jumts,463
sestdiena,460
revolucionars,460
sakne,459
drauds,457
loceļs,457
mairaks,456
pārskats,456
birkavs,456
gulta,455
visada,455
sūtnis,454
labibs,454
dumpinieks,454
ordenis,453
gorodovojs,453
mese,453
Baznica,452
komisārs,452
remolucionars,452
sēns,451
lietošana,450
mārciņa,449
sina,447
nasta,447
palīdzibas,446
kreizers,446
ledus,445
liesma,445
ienākums,444
Lauksaimnieciba,443
intrese,443
dvēsele,443
slimnica,442
naids,441
Visaugstaks,441
māsa,440
vēstnesis,439
nemiernieks,439
rīcibs,438
mācitaja,438
dokuments,438
sāls,437
tronis,437
verste,436
šķūnis,434
ļāds,433
princis,433
bilde,432
šķira,432
apspriešana,431
dzelsceļa,431
Turcija,429
Karlis,428
pircejs,428
ogle,428
noma,428
mērtiba,426
raksturs,426
junija,426
paraugs,425
meikals,425
gājejs,424
salms,424
gadījums,423
sars,423
mēlešana,422
šoseja,420
ekspedicija,420
augstskola,419
mēlešans,418
tvaikonis,418
stūris,418
advokats,417
nemis,417
stola,414
rīks,414
pāreja,413
dzis,412
atlikums,411
kolonists,410
kuriene,409
nosaukums,409
telesons,409
palāta,408
brīviba,406
sinams,405
notikuse,405
izdarits,404
organisacija,403
sins,401
tautskola,400
ļaunums,399
mute,399
Emilija,399
pristavs,399
kustiba,398
spēja,398
prosesors,397
asara,397
uzturs,397
mīriešs,396
Bacnica,395
madoņs,395
nabags,394
eksāmens,393
likumprojekts,393
resorms,393
kaste,392
laupišana,392
brīnums,392
piemiņa,391
princips,390
puika,390
atslēga,390
seviški,390
godalga,388
ievešana,388
pudele,387
jaunava,387
Marta,387
laucinieks,387
soma,386
republika,386
kalniņš,386
artilērija,385
miests,385
Kīniešs,385
rbļ,384
amišs,384
institūts,384
ciems,383
ķīnietis,383
šejienietis,382
atcelšana,381
fabrikants,380
mēletajs,380
biedris,380
uradņiks,380
akts,379
Maija,379
burts,378
pūrs,377
majaga,376
mats,375
rota,374
prēmija,374
sabiedribas,374
āda,374
audzinašana,372
taī,372
Laupitajs,371
Peterburga,370
rīkošanās,370
ideja,370
tumsa,369
izdošana,369
notiesaja,368
ķīla,368
siaits,368
Kičeners,367
vairums,367
mass,367
Vladivostoka,367
āboliņš,366
skaitlis,366
slimnics,365
bēda,365
aita,365
centiens,365
prasiba,364
ola,362
senāts,361
majadzets,361
tēja,361
dziedatajs,361
lūgšana,361
tēvija,360
sniegs,360
sūdziba,360
programs,359
noliktava,359
balsis,359
lasits,359
apmeklētājs,359
maiņa,358
izmeklešanas,358
aģents,357
izdarita,357
apgabaltiesa,357
mēģinaja,356
stols,355
korespondents,355
gājiens,355
Mukdena,354
minēt,354
ierīkošana,353
sinašana,353
Ziniba,353
sviests,352
apcietinaja,352
komandieris,351
augstums,351
patruļa,351
departaments,350
saudejumāt,350
nāmi,350
bailes,350
piedzīvojums,350
lauta,349
kredits,348
paaudze,345
pēcpusdiena,345
rudens,344
alkools,343
sums,343
Labiba,342
Lielkņass,341
kareivis,341
briesmigs,341
suma,340
diemkalpošana,340
braucejs,340
kakls,339
milsigs,337
veseliba,337
iztabas,337
patversme,337
kolēģija,337
dibinašana,336
dzeja,336
puķe,336
krūts,336
ēdiens,336
iznākums,335
ruņa,335
brandmīns,334
sadzīve,334
prokurors,334
mielasts,334
pielikums,333
kalpone,333
zemste,332
eseris,332
vēletajs,331
Dašada,330
daša,330
klosteris,330
atklāšana,330
Zaudejums,329
nolikums,329
grāmatiņa,328
izsagts,328
lēmums,327
ceribs,327
uzdemums,327
izskaidrojums,326
apriļs,326
caurmērs,326
priekšgals,324
slaits,324
pāris,324
līdzeļs,323
sagļs,322
kanāls,321
birojs,321
ministris,321
uztraukums,321
saudejumi,321
prāma,320
amerikānis,320
dzelss,320
atraitne,319
Talsi,319
Dienvidus-Asrika,318
mēstule,318
sistēma,318
lielmalstis,316
Saeima,315
miestiņš,315
izdarija,315
bēglis,315
pagrabs,314
mēribs,314
paskaidrojums,314
grauds,314
meistars,314
Dašs,313
skolēns,313
leja,313
brīmiba,313
siimiba,313
garums,312
Vēctule,312
bariba,312
ieeja,312
pensija,311
tiesibs,311
soms,310
darits,310
socialists,309
muca,307
vienošanās,307
stāsts,307
vajadzigs,307
nopelns,307
siols,306
Dzelsceļs,305
piemineklis,305
stipendija,305
reiza,305
kapsēta,305
aizrādijums,304
magasina,304
lasišana,303
mēsts,303
slepkava,303
jums,303
suga,302
viesnica,302
dsīve,302
mārtiem,301
gruntsgabals,301
mairums,301
Demets,300
smars,300
gorodomojs,300
cepure,300
jātnieks,300
konserence,299
ceļojums,299
vēsture,298
mars,298
