NOUN,count
ķeisars,1092
galds,1090
reize,1071
skāde,1064
logs,1059
mērteta,1049
stāvoklis,1049
pils,1045
bēda,1045
šeijene,1042
gaļa,1041
reizs,1038
beigas,1036
piens,1034
sieva,1016
telpa,1012
marts,1009
solis,1008
vēstule,1006
avīze,1001
suga,994
svētdiena,992
pārtika,990
komisija,990
Saule,983
ledus,970
dašada,966
debess,963
brīdis,959
iemesls,953
puisis,950
komiteja,950
dzīvoklis,948
kalns,944
publika,932
kgs,928
tēvs,926
gadijums,922
pārdošana,922
apstāklis,920
stallis,916
maijadzigs,915
maiss,915
acis,914
dzelssceļs,913
durmis,908
Oktobers,907
mašina,906
pasts,905
baznics,904
reiza,899
turks,891
nāme,890
mēsls,887
drēbe,884
siena,883
mietnieks,872
vidus,867
kundze,867
Kuldiga,860
panākums,858
posts,856
pūrs,847
lūgums,846
kabata,836
darbiba,836
ceriba,836
derigs,832
dzelsceļs,829
ziņojums,827
īpašums,826
sina,824
uzturs,818
mūšs,817
Ķeisars,801
lānis,801
ķēniņš,795
sakne,794
Zept,791
stancija,788
tilts,786
franči,784
Bībele,779
grēks,779
pavasara,776
lins,774
parads,771
sudrabs,768
lielaks,765
lelgava,765
ministerija,764
dzēriens,761
slimiba,759
āboliņš,759
nodoklis,756
siņs,751
cūka,750
mārciņa,750
spriedums,750
kaimiņš,741
līdza,741
gariga,738
kapeika,734
briesmas,731
dienests,730
sēta,729
sniegs,728
mērķis,724
kapitāls,720
gubernators,715
valde,714
pūliņš,713
milti,713
oktobris,712
daudzums,711
cietums,708
mute,707
asara,706
dziedašana,704
upuris,703
māsa,702
gulta,697
stāsts,696
bariba,695
kārtiba,693
siems,691
peļņa,684
meša,678
pulkstenis,677
varets,676
galma,676
Merca,676
balle,675
salms,674
sākums,671
grauds,671
saturs,671
Keisars,670
dakteris,666
pļauja,666
pavasaris,664
sāls,664
Berline,662
decembris,661
nāve,658
līķis,657
mass,657
jumts,655
auss,653
zemis,650
sērga,649
tuvums,649
varetu,645
akmens,645
Zeptembers,643
Valdiba,643
zemišķs,638
ministers,635
gans,633
iecirknis,633
putns,632
lasitajs,631
presidents,628
krājums,626
vispārigs,625
Talsi,625
aita,625
direktors,621
iespēja,621
grāss,620
amise,620
vērteta,612
rašojums,610
izrīkojums,606
būšana,605
suns,601
sēns,601
labibs,599
sādziba,597
lādiņš,596
sāpe,593
alus,593
karš,592
sīme,591
liktenis,591
simts,587
bilde,587
Maija,584
meikals,584
nieks,584
līgums,580
parāds,580
bars,579
kopšana,579
krasts,578
padome,577
puķe,577
tirdsnieciba,576
Luters,573
pienākums,572
lūgšana,571
satiksme,570
Leišs,570
minēt,568
Decembers,567
bailes,566
uauda,563
luga,559
mats,559
durvis,556
slimnieks,556
dziedatajs,553
stāveja,552
mācitaja,551
pulka,547
brīnums,545
viesis,545
krusts,544
māksla,542
rīks,539
tums,539
robeša,539
janvāris,537
kartuseļs,537
dzeršana,535
acumirklis,534
sars,534
katolis,534
dzimtene,534
ciems,533
iesākums,532
ierēdnis,531
smilts,530
saimniece,530
augša,529
Grass,528
koncerts,526
pārdotava,523
audzinašana,523
Aprilis,522
dāvana,521
troksnis,521
Mercs,521
mare,520
redakcija,518
lasits,517
sprediķis,514
Bismarks,514
izrāde,511
tiesnesis,509
vienigs,508
sekmes,508
ola,508
igaunis,508
musika,507
pavēle,506
dims,504
Dašs,502
Celgava,500
klase,500
ārceme,495
vareta,495
Iesūtits,494
tūkstotis,494
tirgotājs,493
mugura,492
pļava,492
pāris,491
līdzšis,491
rudens,490
ieņēmums,489
miljons,487
Majestete,485
brauciens,484
iekšceme,483
samilija,480
Miņs,479
patiesiba,478
galva,478
grāmatiņa,478
maks,478
mārda,475
braucejs,475
gājejs,473
princis,472
priekšlikums,472
turene,470
saimnieciba,469
rota,468
vīse,467
beigums,467
bads,465
pircejs,465
pase,464
svētibs,462
augs,461
dārss,461
saglis,461
sieviete,460
asins,460
cēlonis,460
ministeris,458
sadzīve,457
mese,456
visada,455
āda,455
ļaunums,455
kapsēta,455
ģenerālis,454
Zinams,452
Ši,452
vēstnesis,452
dima,451
mars,449
māls,448
dabujušs,445
materiāls,444
rindiņa,442
darišana,442
dievakalpošana,441
atraitne,441
nodoms,440
kauls,439
teātris,438
grieķis,437
šinis,435
laucinieks,433
sargs,432
ziņa,432
Amise,432
zemišks,431
jūtas,430
kakls,426
puika,425
rīkošanās,425
siltums,424
statūts,424
prūsis,423
Pēterburgs,423
sēde,423
biļete,423
drupas,422
skats,420
pērkons,419
klēts,419
loma,418
dvēsele,417
pretinieks,414
mīkla,413
mērtiba,410
medus,410
prasija,409
meseliba,409
kviesis,409
linsēkla,408
nabags,407
teaters,406
skaņa,405
ēdiens,405
rinda,405
briesmigs,404
dmēsele,403
krusa,402
dāma,402
skolēns,402
dusa,402
tornis,402
Kurceme,401
iekšzeme,400
politika,399
adrese,398
kuugs,397
bibliotēka,397
būme,396
grāds,395
gaita,395
kopa,395
kolonija,394
godalga,394
līdzs,393
draudzene,393
runāt,392
mācibs,390
pļama,390
atļauja,388
lielums,386
nemiers,386
kauns,386
masaks,385
atgadijums,384
Labiba,383
skaitlis,382
šimbrīšs,382
ziema,382
vērtiba,382
arests,380
rubl,380
dūša,380
amišs,380
pēdejs,379
palīdzibas,379
piedzīvojums,377
pārskats,377
Vidceme,376
siens,375
Diems,375
miegs,375
ērģeles,374
joks,374
pagrabs,373
pūles,373
maijadziba,372
amerikānis,371
students,371
mežs,371
drāna,370
oga,369
Zludinājums,369
merste,369
kalniņš,368
Novemberis,367
krūms,367
sieds,367
polis,366
krēsls,365
lopiņš,364
siemiete,362
paspārne,361
sāļums,361
druska,361
sacijis,361
sins,358
iztabas,358
iemītnieks,357
Zibirija,357
lauksaimnieciba,354
burts,354
basuica,354
melte,354
saime,354
dzimta,354
muita,353
telegrāss,353
austrumi,352
krūts,352
svars,352
tumsiba,351
piemiņa,351
meitiņa,350
baribs,349
vējš,348
Āsrika,347
darits,346
šēlastiba,346
amatnieks,346
mēcums,345
krāsa,345
kontrakts,345
turiene,345
kaite,343
darijis,343
Brasilija,342
prāva,342
strops,342
rakstnieks,341
ministrs,341
mainigs,341
prete,339
kmiešs,338
mārtiem,338
ģīmis,337
tik-ko,337
sādša,336
liesma,336
biškopiba,335
mēlešana,334
muižnieks,334
priecigs,334
ordenis,334
dāmana,334
ienaidnieks,333
mūris,333
Jūlija,333
siemeļs,332
mierigs,332
veikals,331
visads,331
ierocis,331
kandidāts,330
turas,330
laimigs,330
negaiss,329
būrs,327
altāris,327
labdariba,326
noma,326
redzejis,326
apģērbs,326
zaglis,325
trauks,324
liecinieks,324
dumpis,324
vietnieks,323
cīņa,323
pabalsts,323
caurmērs,323
nosaukums,323
nākotne,322
redzeja,322
deriga,322
tīrums,322
sudmalas,322
viela,321
sakars,320
kakts,320
plūdi,319
augums,319
lielceļš,318
desetiņa,318
cepure,317
ganiba,317
smešs,317
iespaids,316
kalendārs,316
gomis,316
gatams,315
daša,315
eņģelis,315
klusums,314
tirgonis,314
kga,313
nosacijums,313
lode,313
laucenieks,312
tēja,312
ueka,312
šana,312
pirksts,312
uguns-grēks,311
maijadzets,311
dzimtkungs,309
grasis,309
malstis,309
piederigo,307
dusmas,307
mode,307
miera-tiesnešs,307
siniba,307
tautietis,306
mantiba,306
lote,305
sagļs,305
bode,304
bērniņš,304
ieraša,304
dilonis,304
saruna,303
Maskama,303
rija,302
ceribs,301
šķūnis,301
kara-spēks,300
plāns,300
Vareta,300
Augstiba,300
mēstule,298
vispārigi,298
dzelss,298
uzdevums,297
stops,297
ceļojums,297
ļautiņš,297
lūds,296
siuams,296
banka,295
ūdeņs,294
kantoris,294
atslēga,294
skolnieks,294
mēls,293
slimibs,293
Janmars,293
patikšana,292
brīšs,292
uzbrukums,291
kalpone,291
vienigi,290
Rigs,290
redaktors,290
egle,289
mūša,289
latvis,289
ogle,289
tulkojums,289
mēslošana,288
aukstums,288
cels,287
sals,287
Zpāniešs,286
priekšlasijums,286
leja,286
aka,285
laikmets,285
pulciņš,285
Dreisuss,285
ieradums,285
piederigs,285
vista,284
govs,283
kapteinis,283
Kreta,283
masums,282
veseliba,281
eksāmens,281
brīms,280
izglītibas,280
stars,279
sūdziba,279
šini,279
Parise,277
turpinājums,277
smars,277
izskaidrojums,277
mīra,277
saldats,276
stepe,276
caurums,276
arkls,275
Mācitajs,275
mesums,274
visione,274
kambaris,274
pielikums,274
prāma,274
trepes,273
vecaka,273
Latvecšs,273
procents,272
pudele,272
hipotēka,272
Mārds,272
brūte,272
kongress,272
sacits,272
knrs,271
kaņepe,271
priekšnieciba,271
braukšana,270
Apriļs,270
sviests,269
Baznica,269
izdevums,269
pasnieds,268
prets,268
dcena,268
rūpe,267
saudejums,267
pilsonis,266
sīkums,266
iekšlietas,266
mīriešs,266
prāms,266
karstums,265
bedre,265
Grangemoutha,264
Kuģnieciba,264
nedarbs,264
mēģinajums,263
ausa,263
Čigans,263
ietaise,263
gaušs,262
tumaks,262
kamanas,261
krāsns,261
atlikums,261
vācietis,261
aģentura,260
inspektors,260
izdošana,260
slimnica,260
izskats,260
stūris,260
dzērajs,259
ābols,259
lasišana,258
mēlešans,257
esars,257
rakstits,256
biess,256
vaijadzigs,256
miela,255
lūpa,255
pūra-vieta,255
ģimene,255
pate,254
uzdemums,254
mantinieks,254
stāvs,254
vīrietis,254
mārks,253
karogs,253
Lielsirsts,253
smara,253
kļūda,252
jav,252
augstskola,252
daliba,252
cukurs,251
kauja,251
rādijs,250
būve,250
apkaime,250
becdriba,250
pilsētiņa,249
šoseja,249
sēdeja,248
komisārs,248
sēne,248
knra,248
vadonis,247
dzirdejis,247
māceklis,247
ugunsgrēks,247
šāviens,246
pods,246
gādats,246
majadzigs,246
rēķinums,246
sādzibs,246
bagatigi,246
muca,246
plosts,246
testaments,245
nāmi,245
protokols,244
pusgads,244
rūme,244
Pestitajs,244
sinams,244
pelņa,244
straume,244
literatūra,244
atsīšana,243
delegāts,243
lāde,243
lanvāris,243
ārlietas,243
sirsnigs,242
strīds,242
tvaikonis,242
laiva,242
sapnis,241
tāļaks,241
miestiņš,241
nasta,240
Tēms,240
priekšmets,240
Kūba,240
paraugs,239
dūms,239
jubileja,238
priekšsīme,238
bcedriba,237
grāvis,237
mācits,236
mins,236
godigs,236
lūss,236
kāposts,236
jadoma,236
augstums,236
Freibergs,236
miests,235
tārps,235
pagalms,235
Zādziba,234
jaunama,234
izdarita,234
sārks,234
Tērpata,234
svece,234
sulainis,234
Lins,232
rūpnieciba,232
sējums,232
Zpānija,232
Latvcešs,232
