VERB,count
mīlēt,445
mantot,443
apliecināt,442
ievest,440
šaut,440
piespiest,440
izsludināt,439
raksts,437
izbraukt,437
savadīt,436
iedzīvot,436
iesaukties,434
jaukt,433
lūdzu,433
jāt,430
varetāt,429
izlikties,427
spīdēt,424
izaugt,423
aust,423
pateikt,422
iedzīvotajāt,421
atkāpties,418
tecēt,416
-esēt,414
noiet,414
parādīties,414
turpināt,413
uzsākt,412
izrādijāt,410
nosacīt,402
nomest,401
tirgot,400
nosist,397
pateicibu,397
just,394
pacelties,392
rēķināt,391
pārtikt,390
ja-iet,389
nākties,388
izskatīties,388
cienīt,386
justies,385
uzrādīt,384
paklausīt,384
pienākāt,384
apgaismot,383
sist,382
liegt,380
sludināt,379
rūkt,377
šķirt,377
malt,377
dzīties,376
apcietināt,376
akurāt,374
paglabāt,373
ģērbties,372
smieties,372
noprast,369
iemēlēt,368
godāt,367
apmesties,366
barot,366
Cūt,366
ceļot,365
rakt,364
apklāt,363
lietāt,362
sacelt,362
kāpt,362
pārņemt,360
salikt,357
apklust,355
panest,355
piešķirt,355
noslīkt,354
sins,353
pateicibēties,352
piekust,352
iztikt,351
samest,350
izbēgt,349
mācīties,348
bīties,347
iedot,346
izmest,346
iztaisīt,346
nogrimt,345
mesties,345
nostāties,345
aizstāvēt,345
nomesties,344
dusēt,343
izrādijāties,343
nolemt,343
brēkt,342
līdzēt,342
dancot,341
piesiet,340
skubināt,340
sastāvēt,340
paspēt,340
atrodīties,338
izsaukties,337
izdemāt,337
ķerties,335
jautāt,333
sargāt,332
pateicibas,330
mīļot,329
pasludināt,329
ietaisīt,328
pildīt,327
gadīties,327
aizkārt,327
pieiet,326
rīkoties,326
audzināt,326
pārmest,325
baudīt,323
radīt,323
lēkt,323
ķert,321
izdemāties,320
sasiet,319
sacijāt,318
sakrāt,318
aizslēgt,317
mēgt,315
nokaut,314
sagatamot,313
ievainot,312
parādijāt,312
mājot,312
pateicibāt,311
modināt,310
liegties,310
iznīcināt,309
pavēlēt,309
izlikt,308
pasīstāt,307
sajaukt,306
aprakstīt,305
iebraukt,304
saturēt,303
izliet,302
pamasēt,301
stādīt,300
pamest,299
pamadīt,298
saimniecibāt,298
pieciest,297
nošēlojēt,294
izrādīt,294
apskatīt,293
birt,293
vist,292
sinot,291
darboties,290
art,289
paskubināt,288
panīkt,287
apkampt,286
nošaut,286
izdarēt,285
eijot,285
atvērt,285
bēgt,284
apsolīt,283
mēģināt,282
aiznest,282
apspriest,281
izraut,280
atmēlēt,279
saimniecibas,278
pārcelt,276
uzticibāt,276
malties,275
piecelties,274
dods,273
šķist,273
mēties,272
pastrādāt,272
pukstēt,272
kalt,271
nogurt,269
sagrābt,269
top,268
posts,267
skaitīt,265
ievēlēt,265
varejāt,264
izmeklēt,264
izdodāt,262
saukties,262
aizbēgt,262
nobeigties,261
ņemties,261
nopelnīt,261
apturēt,260
glabāt,260
kust,260
uzskatīt,259
dīgt,257
palaist,256
šķira,256
mākt,256
aizceļot,256
izdzīt,254
uzticigāt,254
aizdzīt,254
nosēsties,253
satikt,253
marāt,253
izrādīties,252
atjaunot,251
apsēsties,250
atronēt,248
nošēlot,247
dabuja,247
ienest,247
salīgt,247
apgādāt,247
padoties,246
sapulcejāt,246
tuvoties,246
vienoties,245
sadragāt,245
pietrūkt,245
aizmest,245
apsegt,244
stiprināt,244
uzmanigāt,244
tumoties,244
patiesibas,243
piesaukt,243
spēlēt,243
nosarkt,243
ilgoties,243
palīdzibu,241
nomanīt,241
noķert,241
ieteikt,240
atlikties,240
piebiedroties,240
nemanot,239
iepasīties,237
sarakstīt,237
sastādīt,237
apciemot,237
pārspēt,236
slaukt,236
aprakt,236
savaitāt,235
aizņemt,235
atlīdzināt,233
atsaukt,233
aizmaksāt,231
atturēt,231
dalīt,230
sacelties,230
plosīties,229
salīdzināt,229
sapulcejušāties,227
pasargāt,227
iepirkt,227
dzenāt,227
nogalināt,226
upurēt,226
marot,226
atgādināt,226
atvēlēt,226
traucēt,225
noslēgt,224
nopļaut,224
kāst,224
taupīt,223
apspiest,222
apstelēt,222
uzlēkt,222
kliegt,222
pārspriest,221
peldēt,221
ierast,220
piedzimt,219
sataisīt,219
izsēt,219
atraut,218
ieraudzīt,218
izturešanāt,217
izdalīt,216
kristīt,216
jabūt,215
atraidīt,215
nodzīvot,215
sniegs,214
piedalitāties,213
ieruņēties,213
uzmest,213
pielūgt,212
sapņot,212
rads,211
piemirst,211
līst,211
paslēpt,209
atsniegt,208
dienēt,208
apdomāt,208
nogaidīt,207
maijagot,207
ielūgt,206
drebēt,206
nolaist,205
iznīkt,205
uzaugt,204
apmierināt,204
krāt,204
kārt,204
apdrošināt,203
izrakt,203
apsēt,203
spiesties,203
skādēt,203
tulkot,203
laboties,203
uzcelties,202
mocīt,202
mist,201
šēloties,201
apbrīnot,201
uzņemties,201
atšķirt,200
sēdēt,200
punktēt,200
aicināt,199
klausīties,199
būmēt,199
iepriecināt,198
pamanīt,198
pārlūkot,197
aizvest,197
pakrist,196
kustināt,196
ganīt,196
pienākīties,195
raut,195
pataisīt,195
izturešanot,195
uzkāpt,194
sagļāt,194
paciest,194
vīt,194
savienoties,193
piepalīdzēt,193
dzirdejs,193
dēt,193
ierauga,192
parisēt,192
aprīt,192
piesēdēt,192
sajukt,192
noliegt,191
pabalstīt,191
sodīt,191
piekrāpt,190
piebilst,190
izstiept,190
pamairot,187
nopūlejāt,187
salt,187
piedalijāt,187
izstāstīt,186
uzart,186
iekāpt,186
plaukt,185
-ievērot,185
nopūsties,184
notikties,184
piebraukt,183
sagatavot,183
piemest,183
iespert,182
jukt,182
smaidīt,182
mairoties,181
aizmigt,181
sprāgt,181
minu,181
kaut,181
rakstijis,181
sastapt,181
pavadīt,180
taisīties,180
pieteikt,180
izkāpt,180
uzplaukt,180
aizķert,180
kārot,180
pārciest,179
atdabūt,179
apdzīvot,178
atmaksāt,178
pieturēt,177
sasalt,177
bērt,177
izpaust,176
der,176
apslēpt,176
izlūgties,176
izdabūt,175
piesteigties,175
sakrist,175
vēlēt,174
tīt,174
nocirst,174
iedzīvotaji,173
valdīt,173
karot,173
atgadīties,173
kaunēties,173
palikties,172
apsolijāt,172
raudzīt,172
pūst,172
slēpt,171
pasmieties,171
sapostīt,171
dzimts,171
nepatīkams,171
pārliecināt,170
plūst,170
izpušķot,170
sabraukt,169
melot,169
sakrāties,169
parakstīt,169
velties,168
teikties,168
ieskriet,167
sagremot,167
atlēkt,166
izsargāt,166
uzkrist,166
postīt,165
apieties,165
atmosties,164
nokopt,164
sust,162
uzkopt,161
izbīties,161
parāds,160
pielaist,159
izsināt,159
varedēt,159
novērst,158
ilgs,158
pieklāties,157
cirst,157
pierādišanīt,157
piedzert,156
izplatīt,156
maldīties,156
šaubities,156
pārkāpt,156
laupīt,155
bļaut,155
aiztikt,155
sadabūt,155
izceļāt,155
pelēt,155
izskatijāt,154
aprēķināt,154
sasaukt,153
Mains,152
pievest,151
nodibināt,151
nicināt,151
notiesāt,151
ciets,151
atstāties,150
apēst,150
apsargāt,150
maijadzetāt,150
sarunajāt,150
svētīt,149
norunāt,149
eijāt,148
uzturēties,147
plakt,147
laimigāt,147
viest,146
Mina,146
uzglabāt,145
saplēst,145
liet,145
uzmeklēt,145
izgudrot,144
precēt,144
vilkt,144
uztaisīt,144
ielīst,144
izkrist,143
sasist,143
turēties,143
apnikt,142
pārsteigt,142
laimejies,142
pieņemties,142
pienākties,142
pieprasīt,141
skandināt,141
lasisiet,141
laisties,141
dusmoties,141
pieķerties,141
klāt,141
nāt,141
gruntēt,140
aizlaisties,140
kaitēt,140
dzīvodamiem,139
baidīties,139
ierādīt,139
novest,139
doda,139
smelt,138
paredzēt,138
izmaksāt,137
pārlaist,137
nosagtāt,137
iegādāt,137
atstāstīt,137
pagasta-nēt,136
pagatamot,136
izskriet,136
svērt,136
pagatavot,136
vēlēties,135
iestāt,135
aizrādīt,135
pieskaitīt,134
izsalkt,134
censties,134
aizsūtīt,134
varejīt,133
ielaist,133
rāt,133
nonest,133
padodāt,133
nepatika,132
ēdināt,132
atpūsties,132
aizdot,132
aizsargāt,132
piepildīt,132
maitāt,132
iegumt,132
aplaupīt,132
nosalt,132
apraudāt,132
pamācīt,131
lepoties,131
segt,131
pamudināt,131
apstrādāt,131
apģērbties,130
pa-augstināt,130
durt,130
iegrosīt,130
izklīst,130
šūt,130
rūpejs,130
norādīt,130
saudēt,129
pastāstīt,129
pārtulkot,129
parist,129
izdzist,129
ieslēgt,129
atspirgt,128
sadzīt,128
apdzēst,128
atstumt,128
uzraudzibas,128
piekodināt,127
sāpēt,127
pagaidīt,127
aizskriet,127
sargāties,126
noplēst,126
rast,126
būvēt,126
piedalīties,126
nomaksāt,125
atsaukties,125
paslēpties,125
atriebties,125
apsūdzēt,125
-atstāt,125
atsmabināt,124
apaugt,124
ļaunoties,124
izšķirties,124
pagodināt,124
noraut,124
pīt,123
atvest,123
attaisīt,123
atkrist,123
pārgrosīt,123
trīcēt,123
savākt,122
izslēgt,122
uzteikt,122
pienācigāt,122
izcelt,122
pasteigties,122
ritēt,122
izstāties,121
saldatu,121
izturejāt,121
nolaisties,121
piedzīt,121
aprobešot,120
paceļāt,120
uzrakstīt,120
aplaimot,119
vairoties,119
pārplūst,119
padot,119
sapūt,119
nesties,119
nospert,119
izglītibāt,119
atminēties,118
izciest,118
pārdomāt,118
cīnīties,118
pakārt,118
vadīt,118
grimt,118
saistīt,118
noskatīties,117
izsagtāt,117
piemeldēt,117
tīrīt,117
samstarpigāt,117
iesiet,117
pārnest,117
piedališanot,117
ietīt,116
aizdegties,116
piestāties,116
iekrāt,115
iznest,115
padarijušāt,115
pārrunāt,115
izkult,115
guldināt,115
izskatīt,115
iztukšot,114
iesaukt,114
paļauties,114
mierigāt,114
vaijagot,113
izmēlēt,113
izdzirdīt,113
izsūtīt,113
neskaitīt,113
izglābties,113
izgresnot,113
savaldīt,113
glābties,113
norakstīt,113
izskaidroties,112
pārlikt,112
kost,112
slavēt,112
ieskatīt,112
piederigāt,112
pārvērst,111
iedalīt,111
apdomajāt,111
vara,111
tērpties,111
satriekt,111
asināt,111
izsacijāt,110
nosūtīt,110
apsolīties,110
izpausties,110
izvilkt,110
saderēt,110
nosacijumi,110
grēkot,109
apkarot,109
demies,109
trakot,109
apsmeicināt,109
izstrādāt,109
uzticigi,109
pūt,109
pasacīt,108
attīstīties,108
sekmēt,108
pārbaudīt,108
piedalijušāties,108
izkust,108
sagādāt,107
jaust,107
pārvest,107
izšaut,107
sinadēt,107
ielaisties,107
ieruņas,107
