VERB,count
pamest,238
kaitēt,238
sinot,237
sabraukt,236
dzīties,236
iemantot,236
marāt,235
apdzīvot,235
tulkot,235
pateicibu,235
pārnākt,234
apkarot,234
iztaisīt,234
sist,234
piedalijušāties,233
steigties,233
streikot,231
šķirt,231
raudzīties,230
nostāties,228
modināt,227
ģērbties,226
siet,226
malt,226
aizņemt,226
radīt,225
sīmejāties,225
plūst,224
rakt,223
aiznest,223
starot,221
ceļot,221
iemietot,220
kot,219
ienest,218
pievest,218
salīdzināt,218
apdzēst,218
mēģināt,217
parisēt,217
apsveikt,217
rīkot,216
mākt,216
gadīties,216
gādāt,216
pilēt,214
deļīt,214
jukt,214
iekrist,213
kustināt,212
mantot,211
izsagtēties,211
pārņemt,210
nosiegumu,210
justies,210
reibināt,210
birt,209
bīties,207
rīt,207
dusēt,207
raudāt,207
saldatu,207
izlabot,207
kāpt,206
aizceļot,206
izturešanāt,206
nolaupijušāt,206
rast,204
izklīst,204
atrodīties,203
pievienot,203
pateicibāt,201
nosīme,201
piedzīt,201
taisīt,200
siedot,198
uzmest,197
pienākties,197
applausāt,196
iepirkt,195
piedališanot,192
izspriest,192
uzvest,192
atlīdzibāt,191
izraut,191
nosodīt,189
apkopt,189
mērot,189
uzlabot,188
lemt,188
ielenkt,188
vēlēt,187
lāsēt,187
saukties,187
izslēgt,186
vēstīt,186
vairoties,185
izsinēt,184
vadīt,184
izdemumi,184
kārt,184
aplenkt,184
nomērot,183
postīt,183
skaitīt,183
jumt,182
atturēt,182
stiprināt,182
izdemumāt,182
apmesties,181
bruņot,180
atiet,180
notiesatāt,180
rašs,180
apgalvot,179
aprakt,179
atkārtot,178
mīlēt,178
pamudināt,176
izcēlusēt,175
saturēt,175
pārspriest,175
izmaksāt,174
pamatot,174
uzskatīt,174
pārtikt,174
novērot,173
liegties,173
parist,173
pieteikt,173
pārspēt,172
piemērot,172
izstrādēt,172
izslaidrot,172
izstāties,170
nodibināties,170
uzlūkot,169
apklust,169
iepasīties,169
nemanot,169
viltot,169
sargāt,168
atsinibāt,167
nogaidīt,167
nolasīt,167
piedalijāties,166
noritēt,166
pārsteigt,165
izaugt,163
smieties,163
līst,163
apgalmo,163
steidss,163
sadabūt,163
izlikties,162
atsaukties,162
spīdēt,162
viest,162
ausīties,161
nomanīt,161
atgādināt,161
sodīt,161
nodarbināt,160
kliegt,160
satikt,160
izsacīties,160
jautāt,159
sakost,159
nomērstāt,159
pateikt,159
nosīmi,159
plosīties,159
pasīstamāt,158
satikties,158
sapulcejušāties,158
uzbrucejāt,158
noķert,158
algot,158
rūkt,157
pamairot,157
laimigāt,157
vara,157
savienoties,157
uzturešanāt,156
aizdegties,155
Ilga,155
aizdemāt,155
laisties,155
atmaksāt,155
ielausušāties,154
novest,153
saskanēt,153
apņemties,153
vilt,152
apmierinēt,152
izrādīt,152
izdarēt,152
atlikties,152
kaunēties,151
izsist,151
noraut,151
gūt,149
vist,149
mācēt,149
atraut,149
pamatoties,149
apgalmot,148
iekšejāt,148
dzēst,148
neiespēt,147
izpaust,147
iejaukties,147
aizdot,147
nosmelt,147
aizmukt,147
pļaut,146
bērt,146
atkarāties,146
nosacijumāt,146
apmainīt,146
pasludināt,145
rūpēt,145
saistīt,144
izsagtāt,144
piesiet,144
tirgoties,144
vērot,144
apciemot,144
kult,144
aizdzīt,144
Kristus,143
aiztikt,143
atslēgt,143
piebiedroties,143
bijušais,142
sakropļot,142
piedališanāt,142
sakaut,141
slimot,141
piemest,140
labpatikt,140
apiet,139
izmeklejot,139
baidīties,139
izglābties,139
barot,139
atgriesāt,139
jaut,138
panest,138
saudejumu,138
rēķināt,138
piedzert,137
izglītibu,137
sacelties,137
saudejumāt,136
sabiedribīt,136
izvilkt,136
atsināt,136
laboties,136
projektēt,136
piedot,136
nomākt,135
apgādēt,135
nodomajušāt,134
dibināties,134
nosacijumi,134
salīgt,134
izlēkt,134
attīstibāt,134
nomesties,134
izdzīt,134
apskatīt,134
sasiet,134
Mains,134
pienācigāt,134
pamairoties,134
izskaidroties,133
ietikt,133
konstatēt,133
kavēt,133
dzelt,133
nosiegumāt,133
pogāt,132
pakārt,132
balēt,132
uzrādīt,132
uzmanigāt,132
atšķirt,132
pamanīt,131
piesteigties,131
nogremdēt,130
grimt,130
nodzīvot,130
sagrābt,130
aut,130
savanģot,129
atteikt,129
steigt,129
pārvērst,129
parasts,129
mēgt,129
godināt,129
atsacīties,128
pagarināt,128
tīt,128
pieprasīt,128
piemist,128
aizkārt,128
apbalvot,128
iesaukties,127
izpilditāt,127
mācīties,127
labot,127
atkārtoties,126
uzsvērt,126
atskaitīt,126
sūroties,126
uzkraut,125
nodzēst,125
vienot,125
stāt,125
atgadīties,125
teikties,124
palikties,124
malties,124
izsniegt,124
šaubities,124
dods,124
iedomaties,123
pavairoties,123
iemesiāt,123
ecigāt,123
cīnīties,123
nepietikt,123
sašaut,122
izgatamot,122
nodoties,122
nogurt,122
sagļāt,122
norisināties,122
kārtibīt,121
attēlot,121
apsolīt,121
iebilst,121
nepatīkams,121
veicināt,121
mot,120
ievēlēt,120
raut,120
glabāt,120
apsinigāt,120
griba,119
norādīt,119
medot,119
sagatavoties,119
nošauties,119
protestēt,119
baudīt,119
izmaksēt,118
līgt,118
gatavoties,118
pārkāpt,118
nekustēt,118
atbildibāt,118
sust,118
atsināties,118
pakrist,118
nospiest,117
iznest,117
iepriecināt,117
art,117
izdaritāt,117
sagatamot,117
uzplaukt,117
ieradusēt,116
nolaupīt,116
aprakstīt,116
pateicibas,116
apliecibāt,116
izkāpt,116
izdodāt,116
pārlabot,116
ierast,116
nāt,116
nokrejot,115
apdegt,115
sludināt,115
izprast,115
pavairot,115
uzraudzibas,115
sagādēt,115
piebilst,115
kust,115
nobalsot,114
iemākt,114
abonēt,114
sapulcejāt,114
nostiprināt,114
cilāt,114
ielaist,114
izstaidrot,113
svērt,113
dalīt,113
pakaļtaisitu,113
laupīt,113
pavēlēt,113
vērst,113
saudejuši,113
aizsniegt,113
veikties,113
slatāties,112
sviest,112
apliecināt,112
iedot,112
mist,112
nosoditāt,112
alstāt,111
raksturot,111
izjaukt,111
piebraukt,111
paglabāt,110
not,110
izkrist,110
nolaist,110
Minu,110
bruņoties,109
izplatīt,109
mājot,109
nokalpot,109
vīt,109
vilkt,109
paģērēt,109
ritēt,108
pagot,108
pamasinēt,108
pasudušāt,108
klāties,108
ost,108
ilgs,107
izgatavot,107
paplašinēt,107
kārot,107
parakstīt,107
sakrāt,107
izmantot,107
liel,106
nenoteiktu,106
parādīt,106
tiekties,106
izdalīt,106
iedzert,106
traucēt,106
pārrunāt,106
sasist,106
piesūtīt,106
sastādīt,106
pienākāt,106
uzmanibāt,105
skubināt,105
nocirst,105
svinēt,105
sadurties,105
strādajot,105
lūdzu,105
neatļaut,104
ietīt,104
demies,104
aizlaisties,104
iespiest,104
apbalmot,104
aizgrābt,104
balot,104
sabūt,104
uzdoties,103
ielausāt,103
atronēt,103
pastāvigāt,103
marinēt,103
paceļāt,103
apbrīnot,103
apstatīt,102
saudejušāt,102
studēt,102
beidzamā,102
noprast,102
pelt,102
izmeklešanāt,101
miltot,101
piedalisāties,101
taisīties,101
izrakstitēties,101
apsiņas,101
apsūdzetot,101
paēst,100
pārliecibāt,100
atļlāt,100
apmierinatāt,100
savaitāt,100
patiesibas,100
izkopt,100
pelēt,100
izspiest,100
nodarīt,100
uzkāpt,99
uzstādīt,99
salikt,99
piederigēties,99
saplūst,99
apslēpt,99
slēpt,99
cienīt,99
izsagušāt,99
pārdzīvot,99
izliet,99
piedzerties,98
nošēlojēt,98
paganīt,98
izbeigt,98
cirst,98
aizrādidēt,98
izsagti,98
parāds,97
apgrūtināt,97
izplatijāt,97
izrakt,97
smiet,97
ņas,97
iekļūt,97
recēt,97
brēkt,97
doda,96
žilbināt,96
saiet,96
pašvaldibas,96
piekāpties,96
apkalpot,96
panīkt,96
atgriesāties,96
parādijāties,96
nodrošinēt,96
vēlēties,96
pārliecinatāties,95
uam,95
atsvabinēt,95
apcietināt,94
uzbruceji,94
noplēst,94
laimejies,94
parādijušāties,94
tikšēt,94
izgudrot,94
ievākt,94
pārliecinatāt,94
der,94
saudešanāt,94
pavadīt,94
notiesati,94
izstrādatāt,94
godāt,94
apklāt,94
nosalt,94
atbruņot,94
attīstīties,93
nokļūt,93
izmukt,93
šas,93
pasargāt,93
izsinatāt,93
spriešot,93
top,93
aizsargāt,93
urrāt,92
nodrošinatāt,92
komandēt,92
pārnest,92
klausīt,92
atgriestāties,92
ievēletāt,91
iesilt,91
