VERB,count
iemantot,280
šķira,279
mēslot,279
raksts,279
tecēt,278
apturēt,278
deļīt,277
izdemāt,277
uēt,277
samest,276
pieciest,275
nogrimt,275
dods,274
pārmest,273
iepirkt,271
ievainot,271
justies,271
kaitēt,269
piederigāt,266
ķerties,265
izbēgt,265
modināt,263
sist,262
klāties,261
spīdēt,259
liecināt,255
gadīties,254
aiznest,253
aizmest,252
apņemties,252
izsacīt,251
nobraukt,251
uzticēt,250
noprast,249
mēgt,249
birt,248
sūtīt,248
maut,247
atteikt,247
apklāt,246
piešķirt,245
nogurt,244
ķert,244
lēkt,244
uzmest,243
marot,243
aizgrābt,243
just,242
pušķot,242
saimniecibas,242
piekopt,242
bēgt,242
izlikties,241
pieiet,241
liegt,241
izsaukties,240
nomesties,239
nostāties,238
saimniecibāt,237
sludināt,236
pienākāt,235
sagrābt,233
panest,233
pārtikt,233
top,232
mācīties,232
satikt,230
izaugt,230
spiest,230
radīt,230
godāt,229
jabūt,228
kust,228
posts,227
nogalināt,227
nomembrāt,227
aizceļot,226
rakt,225
izrādīties,225
izrādijāties,224
sadragāt,222
aizbēgt,222
savaitāt,222
parist,222
parādijāt,221
apciemot,221
lietot,220
pabalstīt,220
izraut,220
aizslēgt,220
sagatavot,219
iedot,219
palīdzibu,219
nokaut,219
plūst,219
pateicibu,219
satikties,218
aizņemt,218
pamest,218
skubināt,217
palaist,217
stiprināt,216
-esēt,216
atronēt,215
sabojāt,213
pasludināt,213
izliet,213
šķist,213
apgaismot,212
dzīties,212
barot,212
tuvoties,212
piedot,212
turēties,211
piedalijāt,211
bīties,210
sargāt,210
mesties,209
mācēt,209
novērst,207
salikt,206
pārspēt,205
aizkārt,204
nošaut,203
paglabāt,203
malties,201
skaitīt,201
apdomāt,200
parādīt,200
plosīties,199
pārcelt,199
ja-iet,198
lietat,198
lūgties,197
akurāt,197
smieties,196
sins,196
karot,195
apdzīvot,195
sinot,194
nepatīkams,194
padoties,193
nodzīvot,192
piedzimt,191
mājot,190
noslēgt,190
sakrāt,190
saturēt,189
dusēt,189
apklust,189
nobeigties,189
pārspriest,188
tēlot,188
atšķirt,186
piesiet,186
piedalīties,186
paģērēt,186
viest,185
atturēt,185
iesaukties,185
marāt,184
nosacīt,183
pamudināt,182
slimot,182
iztaisīt,182
paspēt,182
aizdzīt,182
šķirt,181
ņemties,180
apglabāt,179
sadabūt,178
mīlēt,178
savākt,177
atlikties,177
apgādēt,177
brēkt,176
atsaukt,176
apkarot,176
dienēt,174
apmesties,174
vilt,174
nošēlojēt,174
nosalt,173
piekust,173
atkārtot,172
uzņemties,172
mēģināt,172
sasaukt,171
izglītibāt,171
pasargāt,171
sabraukt,170
pateicibēties,169
rīkot,169
noķert,168
noskumt,168
iemēlēt,167
dēt,167
aut,167
kārt,166
mēties,166
iepasīties,166
izrādīt,165
pieaugt,165
pārņemt,165
tirgoties,164
sniegs,164
kalt,164
kaut,164
pamanīt,163
salīdzināt,163
censties,163
šaubities,162
liet,162
pūst,162
eijot,162
pakrist,161
iedzīvotaji,161
apspriest,160
ģērbties,160
noliegt,160
mīļot,160
pieteikties,159
tīt,159
atraut,159
līst,159
pateicibāt,159
apsolīt,158
uzkāpt,158
aizvest,156
izdarēt,156
liegties,156
kāst,156
izrakt,155
samāt,155
velties,154
piecelties,154
salt,154
aprakstīt,154
reibināt,153
sagatamot,153
sasiet,153
paredzēt,152
tumoties,152
ierast,152
kārot,152
apsargāt,151
smelt,150
pateicibas,150
uzkrist,149
pārkāpt,149
izsinēt,149
vilkt,148
līgt,148
segt,148
pagatamot,148
postīt,148
pagatavot,147
uzskatīt,147
uzplaukt,147
apsegt,147
apbrīnot,147
rūpēt,147
ienest,146
Mains,145
cept,145
apsēt,145
piedalitāties,145
ievēlēt,145
pietrūkt,144
mākt,144
piesteigties,144
atgadīties,144
rašs,143
iestāt,143
art,143
piemist,143
aizstāvēt,143
uzticibāt,142
uzaugt,142
izstiept,142
sprāgt,142
izpaust,142
piesūtīt,142
saukties,141
nopļaut,141
kaunēties,141
mist,141
ierodāt,141
noritēt,141
laboties,140
uzart,140
pukstēt,139
atjaunot,139
paklausīt,139
nomanīt,138
uzkopt,138
aprakt,138
izkāpt,138
izdodāt,137
sapulcejāt,137
nošēlot,137
patiesibas,137
baidīties,137
ritēt,136
noskārst,136
panīkt,136
ielīst,136
uzticigāt,135
grimt,135
sēdēt,135
izziņot,135
piedzert,135
paslēpt,135
pamisēt,134
pasīstamāt,134
piebraukt,134
mau,134
izdzīt,134
taisīties,133
glabāt,133
valdīt,133
piekrāpt,133
piebilst,133
dzimts,133
pievest,133
sacelties,131
pārsteigt,131
maldīties,131
kliegt,130
izlabot,130
nopelnīt,130
pamairot,129
nemanot,129
parisēt,129
izturešanot,128
sapņot,128
apskatīt,128
apmierinēt,128
piesaukt,128
uzmanigāt,128
baudīt,127
maijagot,127
ilgs,127
sacijāt,127
doda,126
nolaist,126
klausīties,126
laisties,126
piemest,125
rads,125
ilgoties,125
izcelt,124
nāt,124
pielaist,124
upurēt,124
smaidīt,124
cirst,123
izplatīties,123
pārvērst,123
izsēt,123
aizdot,123
iegumt,123
paskubināt,122
paceļāt,122
aizmigt,122
raut,122
uzkraut,122
attīstīties,122
vīt,121
varejāt,121
izskatijāt,121
uzturēties,121
pasīstāt,121
sajaukt,121
taupīt,121
izgatamot,119
apspiest,119
atpūsties,119
padot,119
piedzīt,119
izlikt,118
maitāt,118
mēt,118
neskaitīt,117
paciest,117
nosagtāt,117
der,117
dalīt,117
izvest,117
jukt,117
iznīkt,116
uebūt,116
apdzēst,116
sakrist,116
nosēsties,116
sabūt,116
pabalsts,115
aprobešot,115
iespert,115
izsaukt,114
iedomaties,114
kurināt,114
teikties,114
apliecināt,114
apmainot,114
ielūgt,114
pamācīt,113
sarakstīt,113
rūpejs,112
sagādēt,112
attaisnot,112
nocirst,112
pieteikt,112
nosarkt,112
nosīmāt,112
balēt,112
rakstijis,112
sakrāties,112
atlēkt,112
pildīt,111
aprīt,111
nogaidīt,111
nokārtot,111
nospert,111
izteikties,111
atvest,110
atmērīt,110
uzturēt,110
atdabūt,110
drebēt,109
pieņemties,109
sapulcejušāties,109
vēlēt,109
iekāpt,109
izturešanāt,108
atteikties,108
mērot,108
aizgājejāt,108
izkrist,108
saskanēt,108
ierauga,108
noskatīties,108
apēst,108
izgudrot,107
atmaksāt,107
papildināt,107
noraut,107
braukāt,107
pārciest,107
atspirgt,106
pelēt,106
minu,106
sakraut,106
bļaut,106
nospiest,106
aizrādīt,106
vienoties,106
pasašierāt,105
uzcelties,105
klausīt,105
kristīt,105
rēķināt,105
izceļāt,105
sodīt,105
dabuja,105
melot,104
izgatavot,104
Mina,104
cīnīties,104
puškot,104
pārtraukt,104
eijāt,103
pareizakāt,103
jaust,103
ieraudzijis,103
atgādināt,103
aizķert,103
noplēst,103
veikties,103
laimigāt,103
pienākties,102
spiesties,102
pievienot,101
atgriesāt,101
strādajāt,101
bērt,101
pārdomēt,101
sprediķot,101
izstāties,101
trakot,101
aizlaisties,100
pavadīt,100
novest,100
šēloties,99
apraudāt,99
paaugstināt,99
sasist,99
lepoties,98
pieprasīt,98
nolūkoties,98
notikties,98
sasalt,98
svērt,97
ciets,97
vēlēties,97
apsēsties,97
labot,97
apdraudēt,97
paslēpties,97
sajukt,96
pārvest,96
izvilkt,96
dīgt,96
apgalvot,96
lemt,96
sapostīt,96
mairoties,96
izskaidroties,96
ielaist,95
atkrist,95
strādajot,95
slēpt,95
mocīt,95
algot,95
pasteigties,95
atmosties,95
beidzamā,95
pielūgt,95
stāt,94
pavairot,94
rast,94
pārplūst,94
ieraudzīt,94
iznest,94
aiztikt,94
sagļāt,94
savienoties,94
krāsot,94
pavēlēt,94
pienācigāt,93
sakost,93
apnikt,93
pienākīties,93
apmierināt,93
raudzīties,93
iemchrot,93
apkampt,93
laimejies,93
izmaksāt,93
pilēt,93
izdemumāt,92
saistīt,92
atslēgt,92
piemirst,92
ieskriet,92
sīmejāties,92
apgalmot,92
apgalmo,92
miltot,91
vist,91
guldināt,91
glābties,91
pasinot,91
nokopt,91
tapa,91
pastāvigāt,90
jumt,90
kārtibīt,90
nomākt,90
piespriest,90
aizskriet,90
medot,90
izprast,90
jarīkoties,90
izglītibu,90
Cūt,89
asināt,89
aprast,89
uzvest,89
apbalmot,89
sargāties,89
balot,88
patiesibēties,88
plaukt,88
sadzīt,88
traucēt,88
sagremot,88
apslēpt,88
izmaksēt,88
nosīme,88
ja-āt,88
pārlūkot,88
sakārtot,88
smelties,87
samīt,87
rāt,87
atraidīt,87
līdzēt,87
pakārt,87
uzaicināt,87
varedēt,87
atkārtoties,87
iztabāt,87
uzturetāties,86
apaugt,86
izglābties,86
izskriet,86
nodomajušāt,86
-ievērot,86
dzirdejs,86
sust,86
norādīt,86
atstumt,86
diesgau,85
apkalpot,85
maāt,85
ievietot,85
pienest,84
nepietikt,84
pelt,84
audzināt,84
uzpirkt,84
smiet,84
uzraudzibas,84
apieties,84
uztraukt,84
pastrādēt,84
iemietot,83
izkult,83
uzglabēt,83
izbīties,83
padodāt,83
izsacijāt,83
pārnest,83
deļēties,82
trīcēt,82
izlīst,82
aizsargāt,82
mirdzēt,82
pasudušāt,82
pienācigi,82
aizdegties,82
slaukt,82
ncbūt,82
pakārties,82
uzlēkt,82
iedzīvotaju,82
pasīt,81
uzrādīt,81
aizsniegt,81
dzenāt,81
palikties,81
norunāt,81
iesaukt,81
ganīt,81
atsaukties,80
pūt,80
sadurties,80
sūroties,79
izsagtāt,79
nostaigāt,79
nokļūt,79
pieķerties,79
izciest,79
atskaitīt,79
paļauties,79
saplēst,79
vajadzēt,79
vara,79
klāt,79
saldati,78
izsacīties,78
apvainot,78
vēstīt,78
nokāmēt,78
nopūsties,78
izklīst,78
aizdemāt,78
izplatijāt,78
piebiedroties,77
izsūkt,77
balsot,77
apģērbties,77
prātot,77
vairoties,76
izplatīt,76
izslēgt,76
izturetāties,76
izdalīt,76
