NOUN,count
siems,1066
reizs,1060
dzelssceļs,1056
ceriba,1053
sīme,1053
kārtiba,1051
vidus,1049
Ķeisars,1045
dienests,1045
pamats,1040
kundze,1038
augša,1037
redakcija,1036
pūrs,1034
sakne,1030
kopšana,1027
drēbe,1025
pūliņš,1020
pavasara,1014
mīse,1006
robeša,1004
ziņojums,1002
asins,996
vēstule,985
peļņa,975
turks,971
lielaks,970
Bībele,969
gubernators,968
skolotaja,967
mute,960
Leišs,959
puķe,958
sudrabs,957
druska,957
nieks,956
fabrika,954
direktors,951
publika,947
mērķis,947
drupas,942
suns,940
bilde,940
stancija,938
partija,936
lasitajs,933
Kuldiga,931
lins,929
pasts,927
nodaļa,923
sniegs,923
dziedatajs,921
nodošana,921
sēta,920
pļauja,919
katolis,918
gulta,917
Decembers,915
gans,904
pavēle,900
pulkstenis,896
lūss,896
Berline,892
ministers,887
galma,884
māsa,879
dāma,878
Ši,876
puisis,876
uzturs,871
krusts,869
nolūks,869
igaunis,869
bite,868
gaļa,867
ledus,864
bailes,864
karš,862
pulka,861
kabata,859
acumirklis,853
princis,851
baribs,850
mārciņa,849
iestāde,847
gariga,844
summa,844
durvis,842
aita,840
apkārtne,837
Bismarks,835
lelgava,831
kaimiņš,829
augs,828
Maskama,827
vispārigs,827
labibs,826
mars,823
ministerija,823
kase,823
darišana,822
Tērpata,822
krūts,822
teaters,820
amišs,820
tilts,819
mass,816
kapitāls,815
slimnieks,815
draudzene,815
akmens,811
upuris,810
smilts,801
šinis,799
puds,794
ģenerālis,792
stāsts,790
viesis,787
dievakalpošana,781
lasits,781
pagasta-malde,781
jumts,779
muižnieks,776
minēt,772
meša,772
brīnums,772
saimnieciba,772
simts,769
mare,767
balle,764
dzīvoklis,763
nāve,761
klase,760
pavasaris,758
mats,756
nodoms,752
šini,751
slimiba,751
beigums,750
ienaidnieks,744
izdošana,739
sērga,737
klēts,734
dmēsele,731
mācitaja,728
musika,724
svētibs,720
darijis,719
osta,716
sods,716
mācibs,714
ierēdnis,714
pienākums,713
sāpe,712
nemiers,712
arkls,711
kurss,710
mārda,708
govs,707
briesmigs,702
pērkons,701
putns,701
mantiba,699
Zinams,695
sēns,694
sars,694
redzeja,693
prete,689
lielums,689
Amise,688
prasišana,687
presidents,686
saimniece,686
kmiešs,681
skolens,678
līdza,678
sina,676
meitiņa,673
sāļums,673
priekšlikums,672
iekšzeme,668
mugura,667
pielikums,663
durmis,663
priecigs,660
atraitne,655
brūte,654
kga,654
ciems,653
ministeris,653
bērniņš,651
mīkla,650
rīks,649
sprediķis,649
ganiba,649
lānis,648
suga,644
mēslošana,640
kauns,638
rudens,635
āda,634
ērģeles,633
siens,633
dzimtene,632
redzejis,632
lāde,630
draudse,629
vēstnesis,628
galva,626
troksnis,626
dāvana,625
pagasta-tiesas,624
koncerts,623
kakls,623
pļama,622
rubl,621
priekšsēde,620
visada,620
vienigs,620
rūme,618
šēlastiba,616
Majestete,614
tums,613
tirgotājs,611
liktenis,610
pārdošana,608
burts,606
šķūnis,606
iekša,605
gaušs,603
saldats,600
gadijums,599
tik-ko,599
ierocis,599
merste,597
Mecaks,596
Janmars,596
skaņa,595
kapteinis,594
rindiņa,592
iespēja,592
varetu,591
kauls,590
drāna,589
kambaris,585
bode,585
Jūlija,585
sēdeja,585
sagļs,583
skaitlis,582
krēsls,581
dims,580
piemērs,579
sadzīve,579
mērtiba,577
lūgums,574
dārss,573
mierigs,572
dabujušs,570
prūsis,568
students,567
adrese,566
sulainis,565
iztabas,564
saturs,561
stāvoklis,560
sieds,558
sargs,556
krasts,555
valde,552
Mīrs,551
ēdiens,551
pretinieks,550
Dašs,550
smešs,549
tuvums,548
sūtnis,545
tīrums,543
varets,542
visads,541
māls,540
Mācija,539
ģīmis,538
Labiba,537
ārs,537
sādziba,536
deriga,535
strīds,535
ronās,535
liesma,534
ziņa,533
kopt,531
patiesiba,531
kapeika,528
miegs,526
pļava,526
krūms,525
pagasta-tiesa,525
zemišķs,524
īpašums,524
kristigs,523
krājums,523
katris,523
dāmana,523
piemiņa,522
sādša,521
braucejs,520
maijadzets,520
tornis,519
ticibs,519
konserence,518
piedzīvojums,516
tautietis,515
likumigs,515
apakša,515
kartuseļa,513
mežs,513
tumsiba,511
dzelsceļs,511
lopiņš,510
posts,508
amatnieks,505
panākums,504
dusmas,504
rinda,502
ola,501
Londone,498
uguns-grēks,498
bads,496
puika,495
dzelss,494
polis,494
nabags,493
sacijis,493
audzinašana,492
Pēterburgs,491
rente,491
mantinieks,490
tūkstotis,490
sins,489
ārceme,489
laimigs,488
mainigs,487
pēdejs,485
nedarbs,484
piere,480
iekšceme,480
mese,478
Gladstons,478
dvēsele,477
skolēns,476
pods,476
alus,476
ieradums,474
nāmi,474
saruna,473
ceribs,473
mēlešans,473
prets,473
iekšlietas,471
sudmalas,470
lūds,470
cepure,469
rija,469
daliba,468
dzirdejis,468
gruntnieks,468
dzēriens,467
nosacijums,467
pagrabs,467
krusa,464
Baznica,462
šana,461
banka,461
grasis,460
lielceļš,458
maks,457
demejs,455
maijadziba,455
Vareja,454
Maijaga,454
mūris,454
mēls,453
grunts,453
šāviens,452
sorte,449
kaļķis,449
skolnieks,448
pūra-vieta,447
darbošanās,444
karogs,444
melte,444
gomis,443
brūtgans,443
karstums,443
vaijadzigs,442
Policeja,441
pirksts,441
dima,440
bars,439
telpa,439
politika,439
bedre,438
maldišana,438
ūdeņs,438
vējš,437
mašine,436
mārtiem,435
Čigans,434
Ešebachs,433
izrīkojums,433
apstāklis,431
pircejs,431
Vareta,431
atgadijums,431
jūtas,431
kapsēta,431
altāris,431
būme,429
pase,429
rēķinums,429
zaglis,428
brīšs,428
saglis,427
apģērbs,426
masaks,426
Aprilis,425
termiņš,425
dūša,425
krāsns,424
ļautiņš,422
augums,422
rašojums,422
sludinājums,421
ieņēmums,420
ģimnasija,419
trauks,419
māceklis,418
esars,417
augšana,417
Zemkopiba,416
redaktors,416
grāmatiņa,415
kortelis,412
svars,411
teļš,411
Celgava,411
rādijs,410
runāt,410
trepes,410
nags,409
grieķis,409
dumpis,407
draudziba,407
ties,406
teikums,405
smara,405
miljons,405
kontrakts,405
ziema,404
Gramsda,404
kalējs,403
redzejs,403
priesteris,402
gatams,402
svece,402
Ties,401
māksla,400
meseliba,400
dusa,400
mīna,400
pilstiesa,399
plāns,399
muca,398
vispārigi,398
pēcpusdiena,397
Tēms,397
atsīšana,396
egle,395
pārskats,395
priekšnieciba,394
liecinieks,394
Kurceme,393
siemeļs,393
sieviete,393
lasišana,392
siltums,391
līdzs,391
kociņš,389
daša,388
mēstule,388
biļete,388
cela,388
stabs,387
tiesnesis,387
Rāditajs,387
jaunkundze,386
kronešana,386
dzimtkungs,385
grāds,384
tāļaks,384
tārps,383
madišana,383
mins,383
sapnis,382
stāstija,381
centiens,381
vietnieks,381
kristits,381
patikšana,380
tronis,379
miests,379
pirkšana,379
ķirspēle,378
direkcija,377
nesinaja,377
kamanas,376
smars,376
godigs,375
mīra,375
piederigs,374
dziedaja,374
piedāma,374
pasnieds,373
grāvis,373
siļķe,373
Zkrunda,372
eņģelis,372
kultūra,372
rota,370
laucenieks,370
visionārs,369
Mācitajs,368
meli,368
baptists,367
drošiba,366
jaunava,366
ļaunums,366
Diema,365
uzņemšana,365
procente,364
preti,363
dalibnieks,363
kalniņš,363
goms,361
strāpe,361
Ziemas-smētks,361
decembris,361
plecs,360
siņs,359
vaijadzeja,359
Novemberis,359
aka,358
laidars,357
dēlis,356
palīdzibas,356
grūtums,355
Talsi,355
paspārne,355
sākums,354
aņēvienarija,354
dālderis,353
gabaliņš,353
cēlonis,352
kviesis,351
mēle,351
atslēga,351
izsacija,351
caurums,349
saime,348
lūpa,348
slāpeklis,347
daudz-ma,346
plūdi,346
lode,346
izdarita,345
ieraudzija,344
maldinieks,344
bulgārs,344
tumaks,344
paldievs,344
maksašana,344
lieciba,343
mešasargs,343
slimibs,342
šins,342
petroleja,342
ļaundaris,342
Vidceme,342
saprašana,342
ness,341
mierigi,341
negaiss,341
biess,340
Pestitajs,340
lampa,340
cels,339
pusgads,338
pāris,338
masgruntnieks,338
vienigi,338
mēcums,337
kustonis,337
tikums,337
kantoris,337
ātraki,336
priekšsīme,336
lauksaimnieciba,336
statūts,336
apkopšana,335
sakars,335
braukšana,335
sals,334
kaite,334
celms,334
melderis,334
kūts,333
stars,333
ieraša,333
minūte,333
jacieš,332
Dievakalpošana,332
Ctga,332
Zeptemberis,332
klusums,332
kučieris,331
celšana,331
tumums,331
nasta,331
ērģelnieks,330
ūtrupe,329
noma,329
brauciens,328
sieviņa,327
eksāmens,326
lielgabals,326
Tumaka,326
aukstums,325
putniņš,325
janvāris,325
aršana,325
latvis,324
vērtiba,324
krāšana,324
Mēls,324
vista,323
Parise,323
joks,323
kolonija,322
mēlešana,322
rūpe,321
lielsirsts,320
samilijs,320
saite,319
īpašiba,318
miestiņš,317
vins,317
rentnieks,317
preču-tirgs,316
mokas,316
runātājs,315
kumeļš,315
sinašana,315
Zludinašana,314
ābols,313
jūdze,313
Jrlama,312
šķira,312
sausums,312
sāns,312
biete,312
ārlietas,312
pārlabošana,312
ceļošana,311
materiāls,311
mācišana,311
Mešotne,311
jadoma,310
ogle,310
sārks,310
grāmatu-bode,309
andele,309
dumpinieks,309
mode,309
nolīgums,308
sēšana,308
sirsnigi,307
grīda,307
tāļums,306
caurmērs,305
Pēdigs,305
pelni,305
ass,302
baļķis,302
Tams,302
Zludinājums,302
sirņs,302
iecirknis,302
bagatigi,302
Bramberģu,302
Oktoberis,301
kurene,301
sirsts,301
admokats,301
krodzinieks,300
Turprets,300
pateiciba,299
Lieldiena,299
mesums,299
kakts,299
darijušs,298
sekmes,298
pāmests,298
Decemberis,298
sēdešana,298
uguns-dzēsejs,298
pārtika,298
mīlestibs,298
lasija,297
Erķeris,297
Āsrika,297
Cilveks,297
turas,297
bēdigs,296
lūsa,296
stāvejs,296
Lins,296
