NOUN,count
stāveja,179
gaiss,179
miets,176
silka,174
mācibs,174
sīme,174
mācitaja,171
brīdis,170
minņs,170
maloda,170
spriedums,168
patte,167
svētdiena,167
kambaris,167
papīrs,167
tāle,165
dašs,164
turreja,164
saimniece,164
mešs,164
grāmatiņa,163
gulta,163
lappa,163
priecigs,163
kuģis,162
dakteris,162
redzejis,162
bagats,162
vidus,162
gudriba,162
piesēdetajs,162
vissis,162
si,161
magasīne,160
cienigs,160
runaja,160
notikums,159
Ši,158
viņns,156
ciems,155
dabujis,155
gans,155
kristigs,155
bads,153
paliccis,152
siena,151
cietums,149
devejs,149
brīnums,149
tcesa,148
kauls,148
beigums,147
karrs,147
gribejs,147
garra,146
iesākums,146
lietus,145
virsa,144
dzīve,139
rubuļs,139
redzeja,138
ēka,138
darrs,138
siems,138
dablderis,137
Auremuiža,137
putns,137
nāme,137
cinis,137
nau,136
arrente,134
pēda,133
iela,133
alga,133
kimeņa,133
vaigs,129
miegs,129
durvis,129
piederrigs,128
dāvana,128
ienaidnieks,128
sāpe,128
ceļļs,128
svētibs,128
mugura,128
gars,127
kauns,127
pulka,127
sērga,126
kmiešs,126
salms,125
apustulis,125
drēbe,125
simts,124
kēniņš,124
slrīveris,124
nomirruša,124
appakšrakstitas,123
kopa,123
kviešu-milts,123
sulainis,122
muižnieks,122
cels,121
kaimiņš,121
malods,121
sts,121
drāna,120
guleja,120
saldats,120
durmis,120
priekšnieks,120
vīkšns,119
labaks,119
lda,119
ota,118
tce,118
Vāczeme,117
eņģelis,117
sakls,116
pussdiena,116
turrs,116
deme,116
dzirdejis,115
līdzšinigs,114
logs,114
derrigs,114
Taī,114
gudribs,114
tabs,113
galma,113
mārda,113
turre,112
kakls,112
Nerretas,112
augums,111
liccis,111
brandmīns,111
arrentis,110
akmiņs,110
augša,110
tūkstotis,110
jūdze,110
bitte,110
ticcibs,109
sēns,109
puss,108
dienests,108
kēniņs,108
prasslšana,108
Nomembris,108
Diema,107
šana,107
ticcigs,107
prassīšana,107
dievabījigs,107
mokas,106
šēlastibs,106
saime,106
mēle,106
pussis,105
Jurris,105
ieraudzija,105
grēcinieks,104
saprašana,104
aita,104
piemiņa,103
altāris,103
Kursite,103
briesmas,103
sods,102
dašada,102
siļķe,101
dusmas,101
cerriba,101
tecsa,100
dima,100
debe,100
skolmeisters,99
māsa,99
makars,99
cittadi,99
āda,98
pilsata,98
libds,98
stallis,97
passe,97
Patmaldinieka,97
paliga,96
ness,96
bubts,95
grunts,95
govs,95
miņns,95
placcs,94
saccijis,94
barribs,94
sūds,94
augusts,94
mirrušs,93
pirksts,93
briesmigs,93
nomirre,93
svētki,93
Tēms,93
lielkungs,93
mass,93
strādnieks,92
mierigs,92
aste,92
krāšana,92
Pestitajs,91
kopšana,91
meli,91
blaks,91
pūliņš,91
ikdiena,90
kartuppeļs,90
turprettis,90
akmins,90
pļava,90
sakne,90
putraims,89
ratts,89
pirms,89
bubs,89
Aeiseriska,89
retts,88
meitene,88
nomirris,88
ienāce,88
sakta,87
elle,87
cūka,87
Vissis,87
grauds,87
rads,86
kanņeps,86
debesis,86
labklāšana,86
nags,85
sēdeja,85
darrijušs,85
stola,85
Anss,85
rudens,84
sargs,84
ārs,84
malka,84
Keisers,84
ļaunums,84
sieviņa,84
mūšigs,84
strds,84
kaneps,83
ķimene,83
bilde,83
vējš,83
kabda,83
daļa,82
pieminets,82
meša,82
assinis,82
tra,82
Visss,82
ērģeles,81
piens,81
dārss,80
piere,80
lielskungs,80
Ješs,80
desmits,80
Amburga,79
cilts,79
sirņs,79
less,79
dzirdeja,79
amise,79
Jūns,79
miršana,79
kabds,78
ēdiens,78
izslēgšana,78
mācija,78
cilroeks,78
atbilde,78
mabja,78
demejs,78
pagrabs,77
vācietis,77
Liepaja,77
mutte,77
mīla,77
tumsiba,77
dzeršana,77
nasta,76
Klātaka,76
bedre,76
uzraugs,76
gaišums,75
Sessava,75
vassara,75
sprediķis,75
svece,75
vaijadzigs,75
Piesēdetajs,75
turpliks,75
izdalija,75
Mārtiņ,75
vāks,75
viņna,75
dašads,75
rādijs,74
katris,74
precce,74
barriba,73
solis,72
ēna,72
strāpe,72
kmiešu-milts,72
silķs,72
kopt,72
rente,72
maijadzigs,72
ķēniņš,72
pavēleja,72
majors,72
bijuse,71
luste,71
prūsis,71
maks,71
kabata,71
prastišana,71
minņa,71
ganiba,71
pircejs,71
viesis,71
gribets,71
sapnis,71
lappiņa,70
bokstabs,70
varets,70
stāstija,70
nabadziņš,70
lūds,70
roārds,70
grass,70
slola,70
ieradums,70
meklešana,69
lāsts,69
labibs,69
vecums,69
posts,69
essots,69
dzēriens,69
vīkšna,68
sārks,68
bārinis,68
deve,68
barrošana,68
vinņa,68
sviedri,68
Mācitajs,68
elks,67
godigi,67
meldija,67
tccsa,67
tums,67
stundiņa,67
arrajs,67
kaņneps,66
rīkle,66
spalva,66
dabujušs,66
rekrūtis,65
lassitajs,65
krēsls,65
kritte,65
sobs,65
mārdi,65
jumts,65
pirma,65
miņna,65
pātari,64
kolera,64
Zekretērs,64
tobs,64
apdoms,64
trauks,64
māka,63
sala,63
klēts,63
makara,63
Tukume,63
šini,62
assars,62
Virkusmuiža,62
kakts,62
izteice,62
surtes,62
pulkstenis,62
lielmāte,62
pārrade,62
redzejs,62
būdiņa,62
mānis,62
lielaks,62
amišs,62
preilene,62
atstāje,61
karstums,61
Kalnciema,61
pasine,61
kaņepu-sēkls,61
augšs,61
svētiba,61
dziedaja,61
smešs,61
draudse,61
varetu,60
ronās,60
medus,60
gaspaša,60
sirīveris,60
roisss,60
šibs,60
dabujs,60
Krobņs,60
laimigs,59
sniegs,59
ērglis,59
taisnibs,59
Bērsmuiža,59
brandmīna,59
Bārbale,59
prassija,59
tilts,59
derriga,59
rabs,58
appakša,58
vissī,58
pavēlcšanu,58
Dcevs,58
Valdišana,58
caurums,58
valstiba,58
ģeldcja,58
ziņa,57
Leišs,57
iztabas,57
krasts,57
kalpošana,57
nenieka,57
vells,57
valdinieks,57
vietnieks,57
dieniņa,57
sudmalas,56
Keisars,56
kortelis,56
meisters,56
Jurrs,56
mantinieks,56
jūds,56
krūtis,56
vērgs,56
nodošana,55
stols,55
smiests,55
pateiciba,55
liesma,55
smalta,55
matts,55
bēdigs,55
cēle,55
brēce,55
lassišana,55
Pēterburga,55
māceklis,55
nomads,55
ticcis,55
gadijs,55
spiede,55
siruu,54
turks,54
accumirklis,54
laiva,54
vētra,54
kule,54
atteice,54
Talsene,54
iztabs,54
prajsišana,54
ledama,53
grasis,53
maksašana,53
lūpa,53
bēres,53
izta,53
ķēve,53
atsīšana,53
Zinams,53
deguns,53
graudiņš,53
runajis,53
Vitte,52
mirris,52
valsis,52
Veiseriska,52
vēders,52
pleccs,52
straume,52
lasss,52
sarou,51
lauliba,51
roiņa,51
Bts,51
dēliņš,51
darrišana,51
spārns,51
pagans,51
mūša,51
vissads,51
rota,51
dāmana,51
prieca,51
patikšana,50
mīna,50
mūris,50
vibkšns,50
vilks,50
nabadziba,50
novads,50
kreizs,50
lācis,50
sta,50
messels,50
mese,50
velti,50
troksnis,50
rīks,50
vīns,50
jaro,50
sātiba,49
jacieš,49
roiens,49
sprediks,49
sanāce,49
lielums,49
svārks,49
noticcis,49
saglis,49
nogāje,49
tikums,49
treppe,49
Jaunpile,49
mirss,49
Turpliks,49
Jess,48
Diers,48
smiekls,48
mārdiņs,48
kalejs,48
vārti,48
ūtrupe,48
mubss,48
slimiba,48
māls,48
cetts,48
roīrs,48
klausibs,48
krūts,48
taisniba,48
kimena,48
pārtikšana,48
naāt,48
lakats,48
saimuieks,48
laicigs,48
pāris,48
puika,48
metts,47
lopiņš,47
lelgava,47
mode,47
turrejs,47
maldinieks,47
putniņš,47
taisuas,47
lode,47
gattavs,47
sirsnigi,47
strgs,47
Aizputte,47
audekls,47
Edole,47
kristits,47
pātaga,47
sirsniņa,47
taisnība,47
ķ i,47
princis,46
dablderts,46
ābuls,46
branga,46
draudzene,46
actiņa,46
vts,46
kamanas,46
mīse,46
izsiēgšanas,46
Mešamuiža,46
Lēne,46
baznickungs,46
Lieldiena,45
rakstitajs,45
prettinieks,45
sūtija,45
brītiņš,45
dēle,45
Zaļasmuiža,45
Oiems,45
mīliba,45
jaukums,45
dakters,45
siiļtaka,45
prāvests,45
dūša,45
rullis,45
līķis,45
jērs,45
pērminderis,45
liecinieks,45
retti,44
lmnu-sēkla,44
palīdzeja,44
osols,44
siens,44
cilveka,44
ņēmejs,44
tuvaks,44
Testamente,44
Ans,44
darrits,44
turrejis,44
pilssats,44
cerrejs,44
lassa,44
sultāns,44
krekls,44
trūke,44
piederreja,44
velte,44
sirsnigs,44
melderis,43
surtcs,43
alus,43
grūtiba,43
ssāde,43
brūte,43
cerre,43
šinis,43
Decvs,43
vaijadzeja,43
masums,43
pilskungs,43
prātigs,43
vesums,43
kalpone,43
kaite,43
šaī,43
klēpis,43
zirga,43
mārciņa,43
Jesus,42
laupitajs,42
kaušana,42
cerribs,42
priesteris,42
trese,42
slrīmeris,42
sēta,42
vainigs,42
glābejs,42
nopūšana,42
kristiga,42
mācits,42
ģīmis,42
lānis,42
Aurumuiža,42
Cša,42
dabuts,41
grāss,41
gadija,41
zemite,41
vaina,41
varejs,41
vaijadziba,41
amatnieks,41
pauts,41
laidars,41
sūdziba,41
izsauce,41
muižasvaldišana,41
marrejs,41
nāmi,41
slava,40
Jūne,40
mīligs,40
klusss,40
stabs,40
derriba,40
Vinņs,40
acs,40
visss,40
stūris,40
braucejs,40
pansione,40
plāns,40
otris,40
turredams,40
saimnecks,40
pelni,40
pelņs,40
vīse,40
klātaks,40
pēdigs,40
buks,40
bebrns,40
turrene,40
mērgs,40
rīkste,40
stāds,39
saulite,39
traktieris,39
vārdiņš,39
Pomuša,39
āboļs,39
ledus,39
kumoss,39
pļama,39
nomods,39
siudinašana,39
smērs,39
biedris,39
duss,39
kāriba,39
sodiba,39
vareta,39
