NOUN,count
parrads,184
dienests,183
darrijis,183
suns,182
dzīviba,180
dā,178
debe,178
nomirruša,177
loceklis,176
ticciba,176
slrīveris,175
bagats,175
nelaiķis,174
gulta,173
Bērse,173
Jurris,171
zelts,171
pulka,170
stāsts,170
malka,170
piederrigs,169
Si,169
lda,168
atrade,167
stāveja,166
pilskungs,165
placcs,165
raksts,164
vareja,162
demejs,161
silķs,160
tra,160
mass,160
jumts,160
puss,159
vissis,159
vinņs,159
magasīne,158
Vāczeme,158
turks,158
Merca,158
Ši,157
Mercs,156
bads,156
logs,156
kauns,156
aste,156
brīdis,155
drēbe,154
atraitne,154
gaušs,153
ceļļs,153
valoda,153
domaja,152
eņģelis,152
šīds,151
kaneps,151
sts,150
derrigs,149
mīrs,149
Citts,149
meklešana,149
dašs,149
eena,149
gudriba,148
milti,148
ronās,148
iztaba,148
arrente,147
dzīvošana,147
tams,147
cittadi,146
grāmatiņa,146
vējš,145
noticcis,145
govs,145
ratts,145
rabs,145
siena,144
paliccis,144
kaimiņš,144
novembris,144
Ventespils,144
Leišs,144
runa,143
āda,143
mugura,142
Bērsmuiža,142
redzejis,141
termīns,141
dašada,140
uauda,139
Jurrs,138
svētki,138
biedrs,137
darrs,137
esere,137
Zūre,136
moderešana,136
pilsats,135
cels,135
virsa,135
rekrūtis,134
vissmēlaks,134
jūdze,133
zemis,132
cinis,130
sāpe,130
Nomembris,130
placcis,130
sirņs,129
mācibs,128
notikums,128
viņns,128
meitiņa,128
lānis,127
cēle,127
priecigs,127
māka,127
simts,127
prūsis,127
iesākums,127
šēlastiba,127
bailes,126
i6ts,126
salms,126
augša,126
Oktobers,126
siems,125
līdzšinigs,124
Visss,124
gaisma,124
arrentis,123
sniegs,123
turreja,122
kopa,122
pērkons,121
nomirre,121
piere,121
kauls,120
Decembers,119
daļa,118
gans,118
i6ta,118
skolmeisters,118
iela,118
drāna,117
sirīveris,117
pļava,117
mirrušs,117
pārtikšana,117
Lutters,116
gribejs,116
muižnieks,116
Diems,116
Dundanga,115
atdemis,114
strāpe,114
labaks,114
dzīve,113
sudmalas,113
kapps,113
polis,112
kaušana,112
garra,112
rudens,111
svētibs,111
silka,111
tūkstotis,110
cūka,110
redzeja,109
miegs,109
deve,109
izts,109
Vissis,108
Jūns,108
retts,108
taisuas,108
gudribs,108
sargs,107
izslēgšana,107
mācitaja,106
Veccs,106
Bībele,106
cilroeks,106
roarrs,105
ikdiena,105
ib3i,104
i3ta,104
inmentariums,104
izta,104
mūris,104
saimniece,103
krasts,103
vecums,103
sakne,103
cietums,102
altāris,102
laiva,102
rīks,102
lielkungs,102
stallis,101
brandvīns,101
kaņneps,101
šana,101
akmiņs,101
Vevrara,101
kmiešs,101
pulkstenis,101
ness,100
dāvana,100
trauks,100
mārda,99
pirms,99
precce,99
Zeptembers,99
ssāde,99
dabujis,98
tilts,98
kopšana,98
bilde,98
ibcs,98
patte,97
meša,97
roiens,97
sulainis,97
vassara,96
melderis,96
robešs,96
pussis,96
cilts,95
dmēsele,95
sala,95
kanņeps,95
beigums,95
solišana,94
Sessava,94
ķēve,94
kakls,93
biedrība,93
aita,93
Nerretas,93
sta,92
saldats,92
tecsa,91
dašads,91
jūds,91
briesmas,91
mīkla,91
cerriba,91
konkursis,90
Decembera,90
esars,90
dzirdejis,90
patikšana,90
pircejs,90
pirksts,90
roisss,90
durvis,89
saime,89
pārrade,89
dārss,88
gribets,88
tappušs,88
pilssēta,88
mokas,88
maloda,87
tārps,87
vēlaks,87
liccis,87
Oktobera,87
roissa,87
maijadzigs,86
strādnieks,86
nomirris,86
valsis,85
vīkšna,85
Anss,85
maksašana,85
roārds,85
spalva,84
piemiņa,84
pāris,84
makars,84
māls,84
rūme,83
bruņinieks,83
Liepaja,83
Taī,83
barribs,83
messels,83
nags,83
meli,83
Keisars,82
paliga,82
rads,82
liesma,82
ķēniņš,82
si,81
ērģeles,81
vaigs,81
atstāje,80
šēlastibs,79
lielums,79
sēta,79
augums,79
Mešamuiža,79
ienaidnieks,79
godigi,79
kmiešu-milts,78
smiekls,77
labklāšana,77
priekšnieks,77
Tēms,77
barriba,77
saimuieks,77
deme,77
inventariums,77
tappa,77
durmis,76
piens,76
roiņa,76
vissads,76
debesis,76
karstums,75
mierigs,75
svētdiena,75
grauds,75
Tanm,75
sieds,75
mēle,74
luste,74
kristigs,74
vagars,74
Veiseriska,73
tāļaks,73
medus,73
Vevrars,73
smešs,73
turrs,73
lielaks,73
ēdiens,73
mese,73
ņo,72
prātigs,72
massara,72
derriga,72
uzraugs,72
vaina,72
maks,72
blaks,72
briesmigs,72
saprašana,72
paldievs,71
kabata,71
i3ts,71
krūts,71
valdinieks,71
ģīmis,71
bīdelets,70
tccsa,70
saccijis,70
amise,70
pātari,70
lācis,70
dzimtsmuiža,70
ārs,69
graudiņš,69
posts,68
kritte,68
Kēniņš,68
vissada,68
lode,68
osta,68
ibts,68
alga,68
mēlaks,67
sieviņa,67
gattavs,67
Mārtiņ,67
gaišums,67
mantinieks,67
drošiba,67
guleja,66
nāme,66
tums,66
kopt,66
Emerts,66
lassitajs,66
Kēniņs,66
sapnis,66
ganiba,66
ticcibs,66
smilts,66
siltums,66
vaijadzigs,65
galma,65
kalpošana,65
nabadziņš,65
Bramberga,65
Pēterburga,65
virsnieks,65
labibs,65
rādijs,65
Cilveks,65
krūms,65
lieciba,65
pirma,65
cerrejs,64
slava,64
varets,64
Bebe,64
pelni,64
iblis,64
šaī,64
izdošana,64
rags,64
ļda,64
makara,64
bedre,63
sils,63
kartupelis,63
prastišana,63
tce,63
turrets,63
kaņepu-sēkls,63
salna,63
Jūnis,63
gars,62
lopiņš,62
krodzinieks,62
dzēriens,62
glābšana,62
dabujs,62
darrijušs,62
Rende,62
audekls,61
runaja,61
gredzens,61
viņna,61
minņs,61
arrajs,61
prasšana,61
kreizs,61
ola,61
kuugs,61
noma,61
Vale,61
akmins,61
prassīšana,61
Grendše,60
muižaskungs,60
caurums,60
dimjs,60
mānis,60
janvāris,60
prassa,60
passe,60
viesis,60
Jūui,60
krēsls,60
ibta,60
Sprančs,60
solis,60
tikums,60
dumpis,60
Diema,60
nodošana,60
mūšigs,59
apgalvošana,59
dabujama,59
smērs,59
Bta,59
pieminets,59
pilssēts,59
bitte,59
ūdeņs,59
došana,59
Bts,59
Janmars,59
aka,59
stola,59
Maldišana,59
spārns,59
torgs,58
pavēlcšanu,58
mietnieks,58
draudse,58
grēcinieks,58
laimigs,58
sūds,58
sinņa,58
Auremuiža,58
biess,57
gailis,57
tumsiba,57
dima,57
ieraudzija,57
pļama,57
klints,57
Apriļs,57
Broccene,57
vētra,57
Osols,57
Cšs,57
sagts,57
lūds,56
vīse,56
dusmas,56
krāsns,56
lappiņa,56
barrošana,56
Novembera,56
remisione,56
govis,56
roīrs,56
sods,56
miņns,56
Apriļa,56
tanms,56
redzejs,55
ties,55
Zeptembera,55
Ans,55
mutte,55
ķēme,55
kāposts,55
amatnieks,55
dabujušs,54
sirņa,54
taisnibs,54
Biršumuiža,54
appakša,54
vissi,54
vācietis,54
svece,54
miests,54
pūliņš,54
straume,54
naāt,54
kamanas,54
surtes,54
svētiba,54
branga,54
lielskungs,53
dievabījigs,53
atsīšana,53
taisniba,53
grūtiba,53
tīrums,53
sobs,53
rīkle,53
stāds,53
Zekretērs,53
bokstabs,53
oga,53
Diers,53
Krecvs,53
tālaks,53
revisione,53
uppe,53
svēdiena,53
cilveka,52
sarou,52
ziņa,52
katls,52
prettinieks,52
uzņemšana,52
dzimtskungs,52
pilssats,51
mīse,51
retti,51
vissmēlaki,51
slimiba,51
vinņa,51
Talsene,51
šogads,51
Skrunde,51
šēliga,51
Vida,51
glāse,51
tapps,51
gadijs,51
jacieš,51
Daugava,51
Klātaka,51
varetu,51
kopmanis,51
pavēlešanāt,50
dziesmiņa,50
nasta,50
svārks,50
ļaunums,50
klēts,50
karra,50
mēuešs,50
krājums,50
vilks,50
gaļa,50
turre,50
Dcevs,50
vietnieks,50
leija,50
laidars,50
augšs,50
visss,49
sviedri,49
māsa,49
Zkrunde,49
sēdeja,49
brūte,49
mīla,49
Jāne,49
arrenti,48
Cša,48
skāde,48
malods,48
padome,48
Decvs,48
ri,48
Turplikam,48
otris,48
ivts,48
vīns,48
pagrabs,47
Valdišana,47
miršana,47
nemiers,47
meisteris,47
Rešamuiža,47
tīkls,47
siemeļs,47
dūms,47
iß3i,47
mārciņš,47
strds,47
vecaka,47
dzelss,47
ieradums,47
mīna,47
kalejs,47
troksnis,47
jebkurrs,46
lelgava,46
Kandama,46
Dunalke,46
masums,46
sinašana,46
vārti,46
miežu-putraima,46
vaļa,46
bagatiba,46
lukturis,46
tiesnesis,46
blis,46
cukurs,46
apdoms,46
plāns,46
kristits,46
Majestietes,46
rubuļs,46
nogāje,46
Amriļs,45
pamassara,45
dzeršana,45
putnis,45
laicigs,45
bake,45
Lieldiena,45
mudigs,45
Aure,45
ķirspēle,45
lāsts,45
prassija,45
brītiņš,45
tornis,45
pērminderis,44
dstlse,44
deguns,44
šini,44
Gattarts,44
Patvaldiuieka,44
vēders,44
gomis,44
modere,44
vmņs,44
karš,44
duss,44
dēliņš,44
iekšas,44
lapsa,44
tmaiks,44
rūpe,44
bēglis,44
putniņš,44
vesseliba,44
brāl,44
Bausta,43
prajsišana,43
lapps,43
roieta,43
padarrija,43
maldinieks,43
vissī,43
dambis,43
lielceļš,43
ķesteris,43
ļiķkums,43
desmits,43
ceppure,43
reģistrators,43
vassars,43
velti,43
katris,43
Virkusmuiža,43
Zinams,43
lassa,43
smaka,43
mācišana,43
plosts,42
saroāt,42
ticcigs,42
pavassara,42
ķīla,42
kociņš,42
kolera,42
nabadziba,42
pavēlešanas,42
stāstija,42
spēle,42
vīņs,42
vaijadziga,42
masaks,42
kreiza,42
dzīvibs,42
strgs,42
uolikts,42
aukstums,42
dzirdeja,42
verste,41
tāļi,41
Jaun-Auce,41
Novembers,41
Vebruara,41
