VERB,count
pārnākt,512
rasties,509
atrasties,505
atdot,503
domāt,503
pateikties,503
top,501
parisēt,500
spriest,500
nosaukt,497
izrādīt,494
pielikt,489
maldīt,481
atņemt,480
pamest,478
pateicibēties,471
nodegt,471
ielikt,458
stāstīt,457
pacelt,456
aizmirst,453
piedzīvot,453
aplūkot,453
kalpot,451
atskanēt,446
ieiet,445
rādīties,443
dzert,443
raudāt,436
darboties,435
glābt,434
manīt,434
pateikt,432
prasīt,429
-esot,420
mīlēt,418
šķirties,418
aizbraukt,414
saķert,413
ticēt,413
sināt,407
beigties,407
mainīt,403
apņemties,402
jāt,395
rēķināt,393
atnest,393
dienēt,390
atmēlēt,387
ņemties,384
savadīt,384
raksts,375
izsaukt,374
māt,370
piedot,363
izsludināt,361
izbraukt,361
darrīts,360
pateicibu,357
drīkstēt,354
mākt,351
pateicibas,349
uzrādīt,348
sludināt,346
sēt,342
ļaut,341
izpildīt,340
-esmāt,338
darra,337
sagaidīt,336
drukāt,336
noteikt,333
pļaut,332
paturēt,331
posts,329
darrs,326
izņemt,321
izrīkot,320
izdemāt,320
lūgties,319
cienīt,319
nonākt,316
liegt,315
rīt,313
ja-iet,313
klāties,312
savienot,312
varetāt,312
noiet,311
sargāt,311
izlikt,308
izmest,307
mesties,307
šaut,306
bēgt,306
uzsaukt,305
dibināt,303
birt,303
sadegt,302
aizliegt,300
saccīt,299
lēkt,298
salikt,296
pamadīt,295
stāties,294
siet,294
apkopt,294
iesiet,293
kult,292
piesūtīt,292
dalīt,292
raudzīt,291
nākties,291
pārcelt,290
jaut,290
izdemāties,288
-essot,287
spiest,287
izsacīt,286
der,286
iesākties,285
taisīties,284
palīdzibāt,283
samest,283
sarakstīt,283
padarīt,282
iestāt,279
sataisīt,279
vest,279
spīdēt,278
dzīties,278
mist,278
izskaidrot,277
turrēt,277
aiztikt,276
aizgrābt,274
piekrist,273
aizlīst,272
pildīt,272
līt,271
apliecināt,269
uzbrukt,268
pavēlēt,268
nošaut,267
iesaukties,265
brēkt,265
pāriet,265
nokaut,264
līdzēt,264
pārlabot,263
mēgt,262
kalt,261
uzturēt,260
iekrist,260
atsīt,259
mājot,258
aust,258
mācīties,255
noskumt,254
izdarrīt,253
tecēt,253
mācēt,252
izdoties,251
sasniegt,251
lūdzu,249
bīties,248
paģērēt,247
pacelties,247
karot,244
apsolīt,243
ietaisīt,243
atkāpties,242
apmesties,239
deļīt,239
atteikt,236
apspriest,235
dusēt,235
nopirkt,234
iemantot,234
līst,234
saldati,234
liecināt,232
sacidēt,232
aprakstīt,231
nomest,229
ieriktēt,225
iztaisīt,224
malt,224
sinēt,224
uzcelt,223
kristīt,223
stiprināt,223
baudīt,223
piesēdēt,222
izdzīt,222
iebraukt,221
jumt,221
izbēgt,221
rakt,221
apgādāt,220
sist,220
izšķirt,219
aizmaksāt,219
piebiedroties,219
punktēt,219
dobt,217
iedzīvotajāt,217
mantot,217
nogaidīt,217
šķirt,216
noņemt,216
lassīt,215
pelnīt,214
uzsakamēties,214
nosist,214
saslimt,214
palīdzibu,214
eimot,214
audzināt,213
sins,213
sagatamot,212
panest,212
krāt,211
aizņemt,208
slēgt,207
parāds,207
stāt,206
iztikt,205
uznākt,205
izdalīt,204
noprast,203
sēdēt,202
spert,202
noslīkt,202
iedzīvot,202
pārbraukt,201
pieprasīt,201
kārot,201
kaut,200
vist,200
ķert,200
atklāt,199
būmēt,199
apsegt,198
pattāt,198
tīri,198
satikties,197
nobeigt,194
pateicibāt,194
skubināt,193
atlēkt,193
uzņemties,192
pārtikt,191
izmēlēt,191
sagrābt,191
iestāties,191
iedot,190
puškot,189
palaist,189
tumoties,189
mīļot,189
jaukt,188
dzīvodamiem,188
uzticēt,186
uzaugt,186
izlikties,184
izgudrot,184
skaitīt,184
sniegties,183
spēlēt,183
peldēt,183
atskriet,183
sakrāt,182
dancot,182
ausīties,182
uzteikt,181
izlietāt,180
apciemot,180
kost,180
radīt,178
ierast,178
piesaukt,178
apklāt,178
pasludināt,178
iepasīties,177
iemaksāt,177
ieskatīt,177
piekust,177
gudrot,176
rads,176
pārmest,176
draudēt,175
apstāties,175
marre,175
izrādijāt,175
šķīt,173
piesiet,173
piemest,171
apgaismot,171
sasiet,171
ierasties,171
paklausīt,170
saldatu,170
apkampt,170
izskatīties,170
iesniegt,169
rūkt,169
dzenāt,168
atvēlēt,168
kust,167
nostāties,166
uzkāpt,165
atsniegt,165
iepriecināt,165
gribedams,164
atsaukties,164
pieiet,164
nomaksāt,164
postīt,163
sinot,163
svētīt,163
Marrets,163
slēpt,162
nocelt,161
apstelēt,160
bij,160
noslēgt,160
pierādišanīt,159
atļaut,159
rakstijis,159
aprīt,159
ierādīt,158
izaugt,158
ģērbties,158
salt,158
aizslēgt,156
apspiest,156
kārt,156
smieties,156
klausīties,156
jautāt,156
aprakt,156
piešķirt,156
saimniecibēties,156
izmeklēt,155
pielūgt,155
malties,155
ieruņēties,155
pārtulkot,155
varejāt,155
parabdāt,155
parist,155
appiņāt,154
aicināt,153
aut,152
nogruntēt,151
liegties,151
lūkoties,151
aizdzīt,151
atmēlešanāt,151
minu,151
sapulcejāt,151
marrēt,150
pasīstāt,150
gadīties,149
saukties,149
aizstāvēt,148
uzsākt,148
piemeldēt,147
plaukt,146
piebraukt,145
satikt,145
atraut,144
saccidēt,144
kustināt,143
salīkt,143
pietrūkt,143
paskubināt,142
piekodinašanāt,142
nokrist,142
parādīties,141
noturrēt,141
padoties,140
apbrīnot,140
pienākāt,139
atlīdzināt,139
dods,139
savienoties,138
pagasta-nēt,138
sacijāt,138
paziņot,137
ilgoties,137
apsolīties,137
sakaut,136
pārņemt,136
atšķirt,135
raidīt,135
ieraudzīt,134
notikties,134
nomanīt,134
izstiept,134
atgādināt,134
nolaist,134
nogrimt,133
-esāt,133
dīgt,133
izstāstīt,133
pilsēts,133
ķerties,133
-esēt,133
pataisīt,132
uzticigāt,132
uzticibāt,132
maijagot,132
pretoties,132
norunāt,131
izliet,131
izcelt,131
izmaksāt,131
kāst,131
kliegt,131
parādijāt,130
izdabūt,130
plūst,129
iesmētīt,129
nodarboties,128
piedzimt,128
sniegs,128
daudzināt,128
ierauga,128
glabāt,128
atmēlešanu,127
pieteikt,127
izdarēt,127
aizmest,126
ost,126
apsmeicināt,126
izrakt,125
marrbūt,125
sprāgt,125
sadabūt,125
savaitāt,125
rūpēt,124
šķira,124
marāt,124
taupīt,124
ieriktāt,124
apkaut,123
piespiest,123
izlūgties,123
Mains,123
doda,123
aiznest,123
izdzirst,123
pakārt,122
piekodināt,122
jukt,122
atmērīt,121
sajust,121
sasaukt,121
apēst,121
šķist,120
paslēpt,120
nosēsties,120
pieredzēt,119
Laj,119
dabuja,119
sacelties,119
skatīties,119
dzimts,119
pārspriest,119
piemirst,118
izdodāt,117
pieturēt,117
klāt,117
krustīt,117
uzlēkt,116
pilsēt,116
pamairot,116
sadzīt,116
apskatīt,116
uztaisīt,115
samīt,115
parakstīt,115
dzelt,114
just,114
izdzēst,114
sadragāt,114
marot,114
iemaksatāt,114
liet,113
pakrist,113
nosūtīt,113
drebēt,112
marrot,112
atlikties,112
atspīdēt,112
atraidīt,112
uzkopt,112
nomesties,112
modināt,111
nogudrot,111
sapulcetāties,111
gruntēt,110
kustēt,110
noredzēt,110
pasargāt,110
saudēt,110
piepalīdzēt,110
nokopt,109
mairoties,109
sust,109
iedzīvotaji,109
pastāstīt,108
mocīt,108
varedēt,108
atsist,108
grabināt,108
uzcelties,108
noķert,108
spiesties,107
iemēlēt,107
smelt,107
kaitēt,107
piedabūt,106
sakrist,106
vienoties,106
uzlūgt,106
ielaist,106
iemaksati,106
dēt,106
piepildīt,106
apsēsties,105
atmaksāt,105
plosīties,105
stādīt,105
iespert,105
laimejies,104
apņemt,104
sagādāt,104
negribeja,104
ierakstīt,104
savaldīt,104
izraut,103
nošēlojēt,103
ciets,103
gaismot,103
aizmigt,103
ieruņas,102
pārrunāt,102
uzbūmēt,102
apslēpt,102
izkāpt,102
piemeldetāties,102
ienest,102
bērt,101
blēt,101
steigt,101
iesaukt,101
ieslēgt,100
pierādišanas,100
pieciest,100
iznīkt,100
uzmanigāt,100
paglabāt,100
nodziedatas,100
ticcēt,100
izrādīties,99
nosalt,99
teikties,99
patiesibas,98
izsaukties,98
nosagtāt,98
paciest,98
parādišanīt,98
šūt,97
sajaukt,97
atrodīties,97
grimt,97
pārdobt,97
saskriet,96
pasmieties,96
dzirdejs,96
riebt,96
pīt,96
barot,96
rūpejs,95
apturēt,95
sapulcejušāties,95
pušķot,95
ielīst,95
pūst,95
nosacīt,95
ģērbt,95
jaust,95
piedoties,94
izglītot,94
pukstēt,94
apklust,94
atmērīties,94
smaidīt,94
brūķēt,94
patti,94
ieskriet,93
sataisīties,93
sapņot,93
art,93
justies,93
pārlūkot,93
apsargāt,93
atstumt,93
ieteikt,93
segt,93
melot,93
cirst,93
nogurt,92
Mina,92
gult,92
uzmest,92
mērot,92
trāpīt,92
sabraukt,92
izklīst,91
apstāt,91
izlīkt,91
uzaicinati,91
iekāpt,91
saimniecibas,91
apdāmināt,91
sāpēt,91
izskatijāt,91
essiet,91
piedzīt,91
atpūsties,91
sacelt,90
atriebties,90
pārspēt,90
smelties,90
nolemt,90
nošēlot,90
sašaut,90
eijot,89
runajot,89
atsūtīt,89
precēt,89
apnikt,89
cept,88
atcelt,88
pamanīt,88
nopelnīt,88
godāt,88
nemanot,88
izlīst,88
pārciest,88
cerrēt,87
plīst,87
nosarkt,87
aprēķināt,87
nocirst,87
ieraudzijis,87
sadedzināt,87
pieminedēt,86
runajāt,86
sabiedroties,86
aizbēgt,86
atminēt,86
nīkt,86
pieskriet,86
izmukt,86
parādišanas,86
norādīt,85
durt,85
pamasēt,85
nonest,85
pabrdot,85
jaukties,85
rēkt,85
uzdoties,85
nesties,84
paturrēt,84
mudināt,84
iznest,84
izpromēt,84
apsēt,84
pārliecināt,84
panīkt,84
izciest,84
nodurt,84
raut,84
apcietināt,84
uzkrist,84
šēloties,84
saderēt,83
noliegt,83
paslēpties,83
sinadēt,83
sastapt,82
Parisi,82
kauties,82
nopūsties,82
izskattāt,81
mēt,81
domajāt,81
ilgs,81
laimigāt,81
savākt,81
pieklāties,80
piedāmajāt,80
aprast,79
reizot,79
atsaukdamies,79
ievainot,79
nostiprināt,79
precejāties,79
atspirgt,79
apdrošināt,79
guldināt,78
izpostīt,78
beigta,78
pieķert,78
aizskriet,78
salasīt,78
atronēt,78
atmosties,78
atjaunot,77
laupīt,77
izskriet,77
iznīcināt,77
jokot,77
aplikt,77
tīt,77
ietikt,77
tulīt,77
brīnīties,77
apsolijāt,76
sastādīt,76
paspēt,76
padot,76
plakt,76
uzticcēt,76
iemācitāties,76
izpuškot,76
izdibināt,75
pielaist,75
nogalināt,75
izsargāt,75
noskriet,75
aplaimot,75
pārlaist,74
piekrāpt,74
nodzīt,74
uzdzert,74
pakalt,74
padarrīt,74
skaidrot,74
ietīt,74
skandināt,74
atkalt,74
mukt,74
izsalkt,74
maitāt,73
rūgt,73
no-iet,73
skraidīt,73
izdeldēt,73
maijadzetāt,73
sargāties,73
nokāpt,73
atteikties,73
uzturrēt,73
apmierināt,73
pārtaisīt,73
notiesāt,73
-essēt,73
godināt,73
sodīt,72
pasudušāt,72
demies,72
palikties,72
bļaut,72
pademāt,72
uzmeklēt,72
izdzist,72
ievērot,72
uzrakstīt,71
piemeldejušāties,71
aizsniegt,71
iegūt,71
atsaukt,71
izslēgt,71
izsināt,71
deldēt,70
būdēt,70
mēģināt,70
piedzert,70
iepirkt,70
-essāt,70
nolaisties,70
pūlejies,70
piederigēties,70
uzdobt,70
piepalīdzibu,70
kraut,70
apdienešanu,69
sajukt,69
pelēt,69
ieskattīt,69
apģērbties,69
redzets,69
iegrimt,69
nobeigties,69
biedroties,69
protokolēt,68
ceļot,68
medīt,68
ļaunoties,68
uzmanigi,68
ielūgt,68
mot,68
marejs,68
izrakstitēties,68
sakrāties,68
iemācīt,67
pamācīt,67
kaisīt,67
malkāt,67
uzpirkt,67
izceļāt,67
aplenkt,67
nopirkties,67
atdabūt,67
uzskatīt,67
medot,67
izglābties,67
sildīt,67
iesūtīt,66
apraudāt,66
pastrādāt,66
stiept,66
izmācīt,66
izkrist,66
skādēt,66
uzturrāt,66
pie-iet,66
atradisāt,66
karst,65
pieaugt,65
traucēt,65
nodzīvot,65
glābties,65
izprast,65
